,Br11.10,Br11.18,Br11.1,Br11.2,Br11.3,Br11.4,Br11.6,Br11.8,Br11.9
RPS24,6.25635193816673,0,8.19358562364814,7.11890272206934,6.57933517402951,7.23972083773978,7.97217576406044,6.9714621862063,7.16898749771974
PAPSS2,2.87838610537646,2.42655883810241,0,7.98663499789199,6.04430286124211,5.95933533333399,0,7.24156446339196,6.94663047947944
HTRA1,0,0,0,5.96734345125375,0,0,0,0,0
CD151,7.94947214262395,7.42347509931971,6.73411653402447,6.10719912990423,7.82991022586391,6.98137074537931,6.17542230385324,7.39708855001728,4.49402188188269
CTSD,9.65086253203172,7.02826452242414,8.38777919815743,8.7898210996301,8.36127089686942,9.04223712233828,6.82964528044503,9.7689293937877,8.30011658008341
CD81,5.73915908486025,0,5.89692069590663,4.94121343318483,5.55088238715192,4.31827581299783,2.28916177518538,0.834285950287708,4.72514644042358
MRPL17,6.04703718705114,4.40122362969243,6.73411653402447,6.08481120310637,0,4.0903568110676,4.44191560566814,3.83900862573554,5.58444977682396
RPL27A,6.22606093988449,5.17027626076525,8.23905483579782,7.03963998973351,6.85422653976325,7.63836508848844,7.01452016500047,6.95334642112475,7.89404373456851
SAA1,0,0,1.11884864333125,0,0,0,0,0,0
LMO2,1.37201470237603,4.45977649219037,0,0,0,0,0,0,0
TMEM258,5.80211462080868,3.90722780620045,7.59368751849445,6.77180668189052,5.79394255151046,6.55902544105975,5.98193317010962,6.23615895125491,7.00276409875954
FIBP,5.5806089704772,0,6.61844535650377,5.25371897613993,5.86664239501414,5.89010486662563,0,5.08257157937645,7.58397189072534
FDX1,3.50132002521678,0,0,5.72830127327416,0,1.96912187144367,4.04883618003845,0.834285950287708,6.42888918323942
CRYAB,0,0,5.35187631308918,4.60604068470593,4.98122570813193,0,0,0,4.92430611074429
NNMT,0,0,0,0,7.3360862651574,0,0,8.22551223037498,0
