,logFC,logCPM,F,PValue
KDM8,7.66523248846725,7.81253120271105,8.702045937298,0.0102517020775112
PCGF6,6.82165321461532,7.10545847537404,8.58785842326322,0.0106584360261018
NAP1L2,6.22375515157033,6.66807662084814,6.51478257411005,0.0225681303760442
SCML2,6.20363579001507,6.65626729268682,6.51256279917903,0.022587376355738
ZNF532,5.24354792584265,6.03658229559071,6.00074544793554,0.0275808392067951
EID2B,4.94138656467231,5.88969557180901,6.57182079955318,0.0220800565006901
UBE2E1,4.90286785196239,5.87307994586337,6.55540213440029,0.0222192847551158
APOBEC2,4.7597814488792,5.80493636225903,6.48760811218019,0.0228050544835532
TSSK6,4.5673525716771,5.71733982097154,5.61388135566672,0.0322175700709189
USP44,4.49337994227147,5.68544146102164,5.56092733165486,0.0329204668706022
KAT2B,4.25628495283079,6.65111435869838,3.715269736315,0.0686400588633598
PARP3,3.86817834668203,8.15088815605697,3.43301086035948,0.0791314800367791
BAP1,3.52572776256947,9.34488580503172,6.10159922035274,0.0229016488166858
ATXN7L3,3.17569417832229,7.53707481865597,2.79052019672984,0.110827603567239
SAP25,3.08704948862993,5.71404997490662,2.82801961185642,0.108609550252915
PRDM12,2.97392146487311,5.21675519305447,4.20516627905413,0.0588788727332529
NCOA1,2.96934048954889,7.59860849898379,2.75326954936367,0.113084192718961
RAG1,2.94556817328865,5.20249580106504,3.89084478470634,0.0679818784148984
SAP30,2.88950742422735,5.9792190773503,2.59818341781874,0.123084877586269
ARRB1,2.85991186642718,8.70883826522498,2.66558163396603,0.11861473539867
TAF4,2.67217669450477,7.71564658013308,1.59501483117901,0.221532846842613
ATM,2.60897767843569,7.57503747633726,1.83281072350447,0.191309487231508
EXOSC5,2.58756375578335,8.72617392021601,2.37649336775988,0.139276619217177
BRCA1,2.50954929447721,8.64772044145152,1.65105461111465,0.21389782822265
CBX1,2.50559191156194,9.60038268109879,5.15507233725709,0.0347080722717313
BRDT,2.4082454904272,5.11730826848405,3.238049133049,0.0945802965886782
TADA2A,2.28113690212143,7.23881037648864,1.33353208084714,0.26216003879516
PHF19,2.27235343155193,8.19897691015815,1.38005546775673,0.25426513036768
DND1,2.19057681570805,6.91585273809697,1.32421400748368,0.263779763536711
L3MBTL3,2.18808376327582,5.41301480332697,1.91970112539871,0.181563848290885
RPS6KA3,2.03833359433703,7.20858002067612,0.946248686870678,0.342611641676986
USP46,2.02874816895337,9.55555057885959,2.45016656090063,0.1336273591745
RPS6KA4,1.92530586105508,6.22370480993479,1.19824759936581,0.287034797762683
BRD8,1.87052186454907,9.51722744495085,2.99023292962724,0.0995982837032593
ANKRD32,1.85601729441676,6.79641546858776,0.825150653958508,0.374789956222412
DTX3L,1.84418666917639,8.60707568588154,1.11267047715321,0.304421569984539
PRKAB2,1.8394123695994,7.60743881416157,0.850734062438231,0.367638308570386
SETDB2,1.7832637485802,5.61390134179294,1.03020061335043,0.322564178153765
TADA1,1.70781626903086,9.4190614184747,1.64909510036907,0.214159123201718
UHRF1,1.70589563286539,8.66291826079255,0.879913609312237,0.359721313945976
SAP30L,1.69487801597549,7.30388665540527,0.759598870057711,0.394078537622692
MAP3K7,1.65529936117952,10.1284184227625,3.42578519008546,0.0794235402937252
APOBEC3H,1.58820594971751,5.02785095665174,2.15362431198268,0.237173383473225
PRDM11,1.56948882144804,5.26370950115187,0.95934765330139,0.339370451958127
ZRANB3,1.56053717043857,7.55054012745645,0.541974873217362,0.470396317464454
