,Br11.10,Br11.18,Br11.1,Br11.2,Br11.3,Br11.4,Br11.6,Br11.8,Br11.9
SPDEF,9.34391359810182,0,0,8.62892569442609,8.25243394546831,10.4042428083877,9.10110528677796,9.5346797770631,9.04330211923048
APOBEC2,0,0,4.74298648385483,0,0,0,0,0,0
PTK7,3.50132002521678,0,7.31455461354784,7.26545045131479,8.23423200414436,7.29433040945855,2.28916177518538,7.63161024882345,0
HSP90AB1,10.2385497676371,0,9.13810079703931,10.254717500645,9.77880591935697,10.2172807822998,11.6844450669798,10.5268324440914,10.2382547033445
DST,4.5868011524303,0.90705921075679,5.83903547337971,0,6.55020243076703,5.52941832979741,1.84471249713376,5.32728200249959,0
CD24,9.58525822741679,0,8.75945724663184,8.93455960342737,10.6922408412403,10.7056390586753,8.73928559881302,10.0735922969726,9.27976467879057
HEBP2,6.17939750674948,0,6.71814913031528,7.10784262250677,6.00189642363128,7.84455413174354,5.16950351668004,6.35131663293586,5.94687827682976
ABRACL,5.13540477230622,0.90705921075679,3.20197113167941,6.49452510881543,2.27001571216642,3.66234102537749,5.68763087489826,0,7.32684513806442
LTV1,5.6956087635486,0,3.79588063492644,4.89048419696863,5.81858513461138,6.20715947668661,5.68763087489826,5.80240533087562,0
ARID1B,5.95768784644829,6.65499373697441,4.8047724936185,5.63892708641068,4.93689464572783,3.48588283494556,5.57448440341547,2.69617646863997,4.61420758579265
EZR,11.0902261534139,0,9.19400870784336,9.52686689274097,10.9142705322697,10.6306894950551,10.9736625543826,10.5275978900493,11.0298132687
LFNG,3.50132002521678,0,0,0,0,3.66234102537749,0,0.834285950287708,3.87807384491537
COL28A1,0,0,0,2.06506563084475,0,0,0,0,0
SCRN1,5.55646659818827,0,0,0,0,4.31827581299783,0,4.746213517374,0
SEPT7,5.80211462080868,8.0798447423878,5.6159214993519,5.44162959941066,5.25840651377509,1.2972786894223,6.51906184838019,6.52081547660588,6.50859730005147
RALA,6.24128593674496,5.56640770689325,6.43524049547988,4.16865492083614,5.45982316543531,0,4.44191560566814,0,5.94687827682976
SBDS,6.73637657658296,4.94286405140962,7.74319129920663,6.96805243202301,7.52761481263058,7.70034337726624,8.19905853398203,6.09456955530288,7.69717047684005
CDK14,2.31347637875414,6.34908501577056,0,3.39966198476817,0,0,0,5.04884423429105,5.61358338090832
PILRB,4.38225022710986,0,6.78098502119,5.12797663188687,6.06504762460837,6.44296457706913,0,5.80240533087562,0
ZCWPW1,0,2.17020601574214,6.10770209110576,0,0,0,3.13347161369605,0,0
CCDC71L,0,5.27181496920106,4.02081918446073,0,0,0,0,0,0
OPN1SW,0,0,2.17479231363065,2.3912288507298,0,2.42571333789311,4.88312957164409,0,0
TNPO3,7.79296046941266,1.85824263088808,7.84227800204509,7.46065375557373,5.60854456667591,3.48588283494556,5.16950351668004,5.26988477774144,6.19833775330424
KRBA1,0,0,0,0,0,0,0,0,4.42995320548937
SLC4A2,4.72318079994974,1.45966154349926,6.58361843335365,4.83790596399629,6.94655639393289,7.1388786738395,2.62845336166009,7.12501519927994,1.97688929324989
SH2D4A,0,0,4.61086050056151,6.54459934244938,0,4.51505197721073,0,0,0
DPYSL2,1.37201470237603,4.51604533994688,6.96813685541799,3.78011273527587,0,0,6.03991352294982,0,0
EPHX2,6.37153030178473,6.40974798019247,4.86402071962576,6.78575368137492,7.22985772766519,7.54009998330397,6.01121459788637,6.55725610596852,0
DUSP4,4.80742708924121,0,2.50765345445563,6.2346872158513,0,8.45465166637742,7.87994546553244,4.787700331834,7.56172156038001
RP1,0,0,0,2.88148064607876,5.10658842486211,0,0,0,0
MCMDC2,0,0.90705921075679,0,0,0.967774308989832,0,0,0,0
RPL7,2.31347637875414,0,5.17600658019251,3.88748925225091,2.27001571216642,3.48588283494556,4.15759259333674,3.58034341110739,2.29726343115503
CCNE2,3.02634497884694,0,1.74134691342348,7.40752352728175,6.50536967219064,5.10960792425769,1.84471249713376,7.14909047700656,3.5566654148697
NCALD,0,0,0,4.7833388332932,5.84281385851269,4.84274379167813,0,4.86725781568248,5.64214029109355
OXR1,5.78143319280547,4.20979513258106,6.70200302351255,7.21480377919955,8.03834258083455,4.76753170768432,3.93120791089612,5.26988477774144,0
COL14A1,0,0,0,0,0,1.96912187144367,0,0,0
FAM84B,4.96245814770599,0,0,7.17296603349859,8.48188505495239,7.95884425942404,8.14063439760832,5.46151511529678,6.03565795828179
SMARCA2,5.93913422144651,8.08450397348216,1.74134691342348,5.44162959941066,6.6769023658458,6.51371523782092,4.35322463387412,6.20587367194359,7.3002135594725
RRAGA,6.47818929601705,4.81412964080472,5.0793185433476,6.94337815693368,6.53541244033371,6.64558796060072,5.11659670062274,4.94265644026023,8.02450255472523
RPS6,8.60195465223807,3.9890232248091,10.8714693624337,9.97172601573105,8.63541231423552,9.13118068399471,8.67212383327,9.11724267900762,10.2440883942052
NDUFB6,6.08128301151423,2.64415968285407,7.54019985687455,7.60922556216049,7.12509352820949,7.5625223707241,7.42676541762017,7.65421664950903,8.45300572675497
DNAJA1,7.40396363038025,3.82051468109845,6.37541326861985,9.18136219971115,8.34863577634739,8.88209435131833,10.1533065204824,8.58743037524902,6.94663047947944
B4GALT1,6.94603439327207,6.28575888150684,7.05968138764098,6.6851687637133,8.56797546393074,6.55902544105975,6.79639113020575,4.94265644026023,8.81779340004501
HINT2,4.14382894566204,3.52389183682194,5.9250150315881,5.29331020148131,5.10658842486211,4.0903568110676,4.04883618003845,5.60766869311086,5.1793999027687
ZFAND5,9.09220999244734,7.93257456700213,9.06423497472949,8.46090562303642,8.99833202642309,7.2808705824667,9.53577828830646,5.43564909518598,7.69034990908196
ANXA1,8.72348465583131,1.45966154349926,6.47378998581924,9.61543544161738,10.6712533276953,0,0,0,0
PHF2,4.5868011524303,0,0,3.88748925225091,4.58133335141104,3.0510663588384,1.1990640901276,5.17926603625191,2.55926093499899
TGFBR1,0,3.40971822989597,8.05426407603281,6.6851687637133,8.87746234290127,7.35980797470845,6.0680526697145,6.33741467308529,0
NIPSNAP3A,7.11259046553221,4.90121600996669,7.4560557241492,8.43458971072028,7.5350688370106,6.82322643216428,0,7.22655791876828,8.33551956511818
TXN,8.86289433335136,5.13477732956764,8.93894907700832,8.93455960342737,8.22042823981581,8.64528279452336,9.14469742674304,7.75700955373225,8.97759197862778
