,logFC,logCPM,F,PValue
PPIA,0.223334262015997,14.0690060242528,0.138764245414643,0.716552589569787
PNPLA8,0.213809156493487,11.4373393799905,0.0223752319029198,0.88378614577997
RPL27A,0.154933893580313,12.2285900980752,0.0630040970426498,0.806411764058465
PTGS2,0.115063251891925,6.67147916326373,0.00174859200432893,0.967390625678979
RPL39L,0.104923411858948,7.95502324745815,0.00131139202395053,0.971757769884168
ENTPD6,0.100231793644456,11.7184824598028,0.00756617607931144,0.932239327865868
ARRDC1,0.100134087337308,12.579180195727,0.0171919291319378,0.898036688844221
MLX,0.0980839480745458,9.17605546750884,0.00229885626833884,0.962613852244674
FAHD1,0.0935234920881309,7.6361921824174,0.000951348313047349,0.975943585102677
RPN2,0.0293085900286028,13.4173878529543,0.00175966217326116,0.96728763091099
RPS7,0.0158322060470987,10.9447622094139,0.000364331299192078,0.985111337137905
TMED10,-0.00661933390161075,13.2430258919213,0.000110128033858663,0.991813911036184
CETN3,-0.0165218775044436,7.96647687219221,4.63323147904151e-05,0.99469024415629
JOSD2,-0.0530926372801078,9.47426849224983,0.000477723808799983,0.982951469583405
RPL13,-0.0553627034521437,12.9624348988901,0.0054919619601404,0.942248038128344
HAUS7,-0.0677498843042189,9.43484259922454,0.000625704942143962,0.980489355317375
CCDC25,-0.0770235689072058,8.92158964453093,0.00159138110203981,0.968890163816549
BLVRB,-0.0793037121617339,11.6959387535157,0.00434438356788848,0.94862432401258
NDUFA8,-0.139014252575914,12.3079539502401,0.0527808904561521,0.822486837605446
RANBP9,-0.144254337073651,9.8339735062929,0.00965714096619382,0.923475761217894
MZT2A,-0.17047272357408,8.69197466027856,0.00609451254102705,0.93916899847887
ANXA2,-0.176791353392013,14.0691174584523,0.0193554472562186,0.891853345076936
HSP90B1,-0.184894341210144,13.0590996286854,0.0485037032672155,0.829700312530963
KIF2C,-0.193874185375409,9.22306324689249,0.00465984922575261,0.946794745604424
NTMT1,-0.196914392329052,11.0132777214779,0.0190759110937652,0.892631692133311
CDCA4,-0.225845119861392,11.0517873566843,0.0130597761498487,0.911064603222456
TMEM56,-0.237253255482674,10.4396647379904,0.0176141744808162,0.896800032606737
SOX9,-0.239237461142135,9.31445840098581,0.0198819495920587,0.8904027703457
HSPA5,-0.358590895215567,13.6911965497165,0.179541738443958,0.679890934009519
NPC2,-0.400681252915493,11.8732703570743,0.231881969037617,0.639518870926954
YKT6,-0.463159288729429,11.0713270699086,0.188542794244002,0.672481945249012
ARHGAP33,-0.475736076931098,8.30330768346541,0.0383676124114648,0.848259361736195
BEX5,-0.494346156473165,8.5786394478441,0.0528423302066392,0.822385512766256
MRPS14,-0.53049031879292,10.5022912721312,0.21180237437086,0.654274650695721
PLEC,-0.534007868954673,12.6151404066296,0.194105609966602,0.668008784278442
CD81,-0.568489142828696,9.65046364181709,0.108380213286448,0.748146098013299
TUBA1A,-0.69666340458224,7.5604833460288,0.100941459168335,0.756620775871336
TUBB,-0.723222432447824,14.827480907277,0.209000642258318,0.656401124319705
IFT27,-0.744888185284415,7.98779740551059,0.0903757266419596,0.76927597311166
GIPC1,-0.79091860373442,11.1527349541909,0.974013772467103,0.344780829161446
TRIM2,-0.807444264440047,10.7321984093205,0.390150034140702,0.544890934923037
MPC2,-0.848712616128701,12.8220461039292,1.40801007465276,0.260251242054292
DDA1,-0.851322018696659,10.4151511622708,0.67182607986579,0.429725927529077
ATP1A1,-0.8699250937346,14.3157660777751,2.24156458351874,0.162329529548956
SDSL,-0.885506893843926,7.07634942353093,0.123417681996877,0.731958196000149
C4orf3,-0.915316621166193,11.7872892914844,0.742645025712606,0.407111809784996
POP4,-0.930178078343909,10.5034919535549,0.395684726430664,0.542100758530672
CTSD,-1.12039612349939,13.8851042016301,2.67254136257659,0.130208620127599
MSL3,-1.44712033838162,9.65021907138368,0.519080030702143,0.486183670051798
GPC4,-1.53632152233628,10.3039774841381,0.716868251843698,0.415118328524769
MRPL17,-1.58522869643849,10.516112985915,1.35630500564639,0.268685208622306
BSG,-1.58676741457828,13.2570200874682,7.80592491154375,0.0173829333473809
VPS29,-1.68973724359423,11.6536544087441,1.73021051172601,0.215001296572535
TUBB4B,-1.82092935520045,13.8142061705946,5.70544209061545,0.0358374452051157
ITGB8,-1.89227012152508,8.21679151801467,0.492047146288582,0.497510665549979
ATPAF1,-1.95275665329186,10.7809341895508,0.990017897280123,0.341009337105728
GABARAPL2,-1.95448910212078,12.0518407208747,2.19198405903303,0.166646493654459
RNF167,-1.99801308514805,10.6548071854135,3.24162202957145,0.0990935948701137
KIF5B,-2.05868352528588,12.3101454875394,12.0265579453082,0.00521842893152081
FOXC1,-2.19581586409084,6.71477006260396,1.10145467032227,0.316340074039153
RPL36A,-2.21562160420614,9.78547673375026,2.04487197341256,0.180357181562655
TMEM79,-2.25684166671172,9.41392896313394,0.934045000157641,0.354472842137984
SERF2,-2.41634802934164,13.77280698068,7.10461719257571,0.0218811018870212
KLHL18,-2.46842476072599,9.7029388007904,1.5769057590155,0.235088291469904
EIF4EBP1,-2.47985335551295,6.08579197328928,4.2235939668178,0.0943556154113538
CD151,-2.55956322881184,12.7378670687306,11.6168379678167,0.00579882623806336
RALA,-2.69960895141576,10.8707220393991,3.27037312635052,0.0977824081828569
NMRK1,-2.70720461891779,9.49245586631066,1.93918606409687,0.191119744132858
CCNA2,-2.79472123203851,9.19495713455713,1.36963901922751,0.266474709688871
CCDC68,-3.26084869490547,6.15715675842893,5.77242092102083,0.0608306194092659
HAGH,-3.37420934933391,10.6507187127104,3.40163622302931,0.0920622952084574
CYP1B1,-3.74841267853793,6.22498192408758,6.64599994976026,0.0490024996075367
ACTB,-3.94396586000776,18.4907372962175,9.54982015548752,0.0102200484687466
CD99,-3.94824137390049,13.7464973490945,34.1480936717068,0.000109548204712881
HELQ,-3.96653963385968,8.33290289936875,3.35544398300237,0.0940267623209526
SLC6A14,-4.13685943605377,6.23694827398068,5.33347056588357,0.0683413656266683
AATK,-4.51520829089603,7.70082800065823,3.60031153603174,0.0841694628493553
CST3,-4.60058383707402,11.9231983361402,11.2321100486947,0.00641492067484987
FLNA,-4.95970452367768,16.0818771537565,9.17198832774179,0.011414620159262
TMSB4X,-5.7197198421008,15.803164070991,14.5930711561652,0.00281553612728044
PPM1H,-6.70207233606552,7.20213688431015,12.564472392593,0.0161571372005026
GSTA4,-6.9542714862424,7.4565836933836,9.50297474315152,0.026961244081976
TUBA4B,-7.00822085666731,7.28616028173563,8.64103829276426,0.0318135718833406
TIMP1,-7.0692097144838,13.4204510604925,11.4268089869081,0.00609389785609498
TPM2,-7.17609046283632,10.3021253696982,12.4797383843283,0.00465496819775952
VIM,-7.8287457281151,8.74923751465662,19.0541865179048,0.00111250333869585
CR1L,-8.0144306400509,8.04641579734932,9.22161566770638,0.0284234423283004
LMO2,-8.81787756834357,8.75922832603495,13.4875469376958,0.014105417751935
TGFBI,-9.05468251124612,9.04075544571121,19.190723014185,0.00695603182577814
LGALS1,-9.849013591276,9.73510940552431,20.1390034384102,0.00629142601648598
AVPR1A,-9.96610533138915,9.84751007420392,14.9560931268693,0.011526324416441
ROPN1L,-11.4223164294123,11.278464671338,22.2357155952067,0.00510603164773262
PROS1,-11.6888906662526,11.5426938964566,23.1861158334918,0.00467022943456959
SPARC,-13.3301490212271,15.6949739488873,33.2807567261462,0.000122251449099888
