,Br11.10,Br11.18,Br11.1,Br11.2,Br11.3,Br11.4,Br11.6,Br11.8,Br11.9
ATP6V0C,4.14382894566204,6.7401385237105,5.22202442078976,5.33184389944241,6.18361696253436,5.85420260742349,4.88312957164409,5.14774918913529,6.23629479082177
TNFRSF12A,7.34175670782446,0,5.74760528159266,2.88148064607876,7.79308070229581,4.91422836497748,6.36880552575296,6.37872501181642,6.44518700899104
HCFC1R1,0,3.62968872200817,2.50765345445563,3.53792971830122,0,4.0903568110676,4.88312957164409,4.05827207503453,2.780912255517
RSL1D1,5.93913422144651,0,8.02211046179576,6.75772353500039,5.22192333320927,6.78559828256756,6.89393879113824,6.66136079006011,0
TMC5,5.73915908486025,0,9.36012738011927,7.76519026141272,9.67635719448917,8.1779897051884,8.36702298359142,2.29715377441278,3.67194278334819
MT1X,0,0,5.22202442078976,0,2.94312368104972,6.53654821228317,5.26982976624249,0,0
GABARAPL2,0,6.87533956396538,7.71932528402991,7.34295936154136,5.60854456667591,6.53654821228317,5.85847590428641,6.22109577930349,4.82816022366801
HSBP1,7.24688479129286,5.45568028073696,7.64526282365824,7.92495669986207,5.91315030326242,6.80453503033835,6.9704746967964,6.96243273819076,6.95803329142256
COX4I1,8.32663627548181,5.30413289665563,8.50873809262601,9.08877006232158,8.15420458076575,8.36819474673027,8.36702298359142,8.53052697589743,8.50834547771569
MAP1LC3B,7.12084581934185,6.79801957271682,1.11884864333125,3.88748925225091,3.40029330649624,3.28479423456461,7.82328944343289,4.24856596241825,6.77673645503361
TUBB3,0,0,0,0,5.0659992944453,1.2972786894223,0,0,0
PFN1,7.31322416921212,8.6999328784253,7.70319240878125,8.46090562303642,7.85989920224672,8.34251031757433,8.25520849342015,8.06605825910788,6.88822403365713
PMP22,0,0,0,0,0,0,0,0,3.14249360790892
ADORA2B,0.843307622681109,0,0,0,0,1.96912187144367,0,5.35514639873725,4.36290654011224
KCNJ12,0,0,1.11884864333125,0,0,0,0,0,0
RPL23,6.3006283346297,2.64415968285407,9.14109796181652,7.98058448318611,6.74276249162383,7.3339724514435,7.94208273892236,8.14798708204667,8.3615130837982
RPL19,7.16142853519577,4.85832983226527,9.50443070138997,8.83411643747879,7.36146470335232,8.79482260491196,8.17338388951578,8.45528420801414,8.64865898553606
NEUROD2,0,0.90705921075679,1.11884864333125,0,0,0,0,0,0
IGFBP4,0,0,4.8047724936185,4.08088364944794,0,0,0,0,0
TNS4,0,0,0,1.64294184445923,0,3.0510663588384,0,3.37791392241941,0.984634069889191
KRT19,11.5831022597172,0,12.8943948706614,10.019723188973,11.0414054914366,12.1157207835225,10.5310204296291,12.2320645406089,11.494634118913
EIF1,9.08378865844651,9.31579336495398,10.4182908956871,8.70429078393806,8.40260621711279,8.60264150909518,9.43943644757401,8.35879745958315,8.73072590641588
JUP,9.27345896196627,0,7.87864670530596,7.82043510265034,6.8422584888202,7.19736283871049,8.50206800710716,7.79819144363111,7.59131305732643
VAT1,8.12799305191205,4.76853236192594,8.06692751738855,6.8535351809361,7.18317845947294,6.68699637345157,7.74701556679921,7.51910958557237,7.32684513806442
ITGA3,0,0,4.74298648385483,3.24672430706797,1.95138744474997,0,0,0,4.42995320548937
TOB1,6.41245700718223,0,6.96813685541799,6.86671754569456,8.38621393137581,7.25356824154821,9.01699437945972,6.39223637793123,6.37886102321156
NME1,6.1147347425471,0,6.95457165487208,7.70040127529663,6.39500148920146,4.76753170768432,7.1654070082045,6.26582152675827,7.18848082205167
PTRH2,4.43617049758378,0,5.43237456005296,1.04370148673221,0,0,0,5.46151511529678,5.0574838095014
SOX9,5.13540477230622,0,4.61086050056151,3.98742461116933,5.32871654674683,4.0903568110676,4.15759259333674,2.04680443405476,4.67074310798588
RECQL5,0,5.53951233634251,3.52927408359663,5.36937509888177,4.58133335141104,5.70093079746821,0,4.746213517374,6.17897805392198
ITGB4,6.71472370476492,0,0,7.38936956438604,8.22964540872684,4.68818188746277,0,5.76134527692405,0
H3F3B,9.27160640568141,9.9677673375159,9.43774352724344,8.38047250350695,6.47468796270751,7.01427809643458,8.67212383327,7.25641651935166,7.63459246993133
SYNGR2,8.06521346331138,0,0,7.36170297700713,6.00189642363128,9.0181035592187,6.29928879080895,7.68747562969703,8.19320883635136
LGALS3BP,7.20866733083727,6.36449156363038,6.35490653233578,0,0,8.88209435131833,0,7.04173270082557,0
ACTG1,10.5708234322693,10.8071120815224,9.66088324681028,10.1814386208701,10.2121534419478,10.7780845185822,9.29512353739648,8.97408918622555,10.7072132604081
FSCN2,1.37201470237603,0,0,1.04370148673221,0,0,0,0,0
MYL12A,9.65938862614733,10.3643588422908,7.7744106561194,9.01963770274009,8.37379631907169,9.19715466740425,5.45170319342108,9.22875948958654,9.49466589971926
TUBB6,0,6.0771715392537,5.30987769084172,0,0,0,0,0,1.56443800849731
AFG3L2,0,0,5.39268681017765,7.01616995959725,3.26339332779042,0,5.36363056944324,5.40931084478543,3.29415048675952
DSC3,0,0,6.03222147911248,0,0,0,0,0,0
DSC2,5.65070276859227,0,6.65245133027749,5.2130105354435,6.23943689791442,0,4.67932411407081,5.8618841137083,8.23599065095917
DSG2,4.0775144924767,0,8.73982060821135,5.03761508897867,7.22985772766519,0,0,6.33741467308529,0
PMAIP1,0.843307622681109,0,0,3.53792971830122,5.52116336832044,0,6.0956534582206,0,0
BSG,8.48211142578515,7.32453958638127,8.17030208340639,8.30984006996504,8.50104228132887,7.75003264803006,6.12273610209032,7.64295772776542,8.1737797225687
NDUFS7,7.45055793123711,0,6.31299732333055,8.84747661241012,7.92942722424656,8.39967031760334,6.89393879113824,8.17168515389169,7.09860879084841
