,logFC,logCPM,PValue
PLAU,-10.8599660062783,8.69230630412313,0.00033819922415809
ABCC11,-9.73801008876481,7.59362474082734,0.00324900490202302
RPAP1,-9.55975865251525,7.42099452597806,0.004675663224147
KRT4,-9.0410834525335,6.92315161380997,0.0143060383071375
CYP27B1,-8.86268302891138,6.75361587741846,0.021243219416918
CCL2,-8.81611030301922,7.73845398112549,0.00514674518925995
UNC119,-8.70928962702418,6.6081228041602,0.0295275858715922
C10orf55,-8.6605495097498,6.56174000525578,0.0327405471599867
MRAP2,-8.52440536082212,6.43492177819784,0.0429724529883245
PIP4K2B,-8.50309248818478,6.41560971478357,0.0448016027799198
ZNF44,-8.22519448708459,7.27672967496175,0.0122816415843783
ZNF426,-7.84421608883815,7.56135037646583,0.0105789128021438
DUSP2,-6.48265266368924,7.36175666227522,0.0254411301604339
KRT20,-4.89857590237851,8.1995134967194,0.0423450889995173
CTGF,-4.05080818530247,11.1529386238212,0.0237481812055266
