,logFC,logCPM,PValue
NTS,-13.8494728038366,10.9687981601506,0.00148024572397332
GDF15,-12.3551572788939,9.47907394940619,0.00586878594582952
SCGB2A2,-11.4927072605002,8.62243319794178,0.0154781049267867
HBA1,-11.1776798528114,8.31054756891117,0.023079575297785
BRCA1,-11.0059576560199,8.14076537551217,0.0282875824705501
SCEL,-10.9977671798581,8.13275248802752,0.0285497930996556
MUC16,-10.913604522265,8.04967317173847,0.0316335516281168
MAGEA4,-10.841611817853,7.97865688640151,0.0352983346806576
HBA2,-10.5121658372774,11.0740859615267,0.0046102768412845
HBB,-8.87401059033759,14.7968685064882,0.00503391389351695
