,logFC,logCPM,PValue
SEPT3,-7.18746326164773,3.17967736389879,0.0485987587975674
ZNF23,-7.1740415998344,3.85211569352845,0.0323872768644819
UPRT,-7.16627177224428,3.88352461480511,0.0317330863693126
LOC102724791,-7.15453189013745,3.15917909417936,0.0495172278963649
HNF4A,-7.15453189013745,3.15917909417936,0.0495172278963649
STS,-6.39491687831106,4.33008737184215,0.03780511066529
FOXP2,-6.38208122040584,3.96740364064653,0.0467197744254383
HDHD1,-5.94774258999799,5.14668558167192,0.02511552219943
CAPN8-2,-5.66021785044239,5.05443230094803,0.0399084444730225
ALDH1A1,-5.58768969721679,7.07023416245034,0.00373951201492284
PER3,-5.5008528850584,4.99647568843982,0.0459804529136245
CEACAM5,-4.75796754910411,8.40391048952782,0.0129447280168971
PTCHD1,-4.75567626281039,5.47320853749656,0.0392258547457747
LPIN1,-4.71847108806676,5.2713387098339,0.0444668786730881
MYH14,-4.55098526168993,5.76838354584147,0.0267287977388675
PCDHA6,-4.51325364652413,5.35540272156935,0.045557505085834
PODXL,-4.04772838129498,5.73273939696804,0.0425301749121558
OPTN,-3.91110504937443,6.26415573315297,0.0263511596106817
MKNK2,-3.75465023072936,7.8715653981716,0.00830767951667969
ZBTB20,-3.67507211351052,5.92359106457657,0.0396113923221168
SLC4A11,-3.67124776907733,6.15352531549667,0.0434840387374396
TRIB3,-3.35379010593861,8.30369926142692,0.0335347355188907
TXNIP,-3.22092966962708,10.1383796373418,0.0401040851427605
GAS5,-2.83436617305138,7.73307558375813,0.0484571358466382
