,logFC,logCPM,PValue
ZSWIM6,-8.33744921407409,4.51909798271483,0.0163575549062507
F13A1,-8.33919520676949,4.52269219087328,0.0196469197623181
CYP4F11,-8.34689599315464,4.52569949846483,0.0163014674495974
AIM1L,-8.36876016374647,4.54423516381055,0.015441596755616
TGFBI,-8.37413608589527,4.54683346296635,0.027640512487233
TMEM42,-8.39527224820639,4.56968889139066,0.026526930891308
ZNF514,-8.41559819614869,4.58294342173449,0.0144431061984551
ZNF549,-8.41888191279489,4.58663166147962,0.013941140977321
TNFRSF14,-8.42215915645954,4.59030541625197,0.0138793653242179
KLK10,-8.43778897613156,4.60543991797316,0.0245853335884267
CREBRF,-8.49545515158545,4.65108324101186,0.0121041058991012
TSIX,-8.5060465920171,5.75127007334946,0.00135565531516957
AK9,-8.51923828421696,4.67438365740726,0.0213619557792218
ABLIM3,-8.53237703630623,4.68555998478624,0.0210151131649542
LCN2,-8.55066020983282,4.69929454025968,0.0107148231556281
UGT1A8,-8.56625021449967,4.70976458973332,0.0198071826948486
UGT1A10,-8.56625021449967,4.70976458973332,0.0198071826948486
UGT1A9,-8.56625021449967,4.70976458973332,0.0198071826948486
UGT1A7,-8.56625021449967,4.70976458973332,0.0198071826948486
UGT1A5,-8.56625021449967,4.70976458973332,0.0198071826948486
UGT1A4,-8.56625021449967,4.70976458973332,0.0198071826948486
UGT1A3,-8.56625021449967,4.70976458973332,0.0198071826948486
UGT1A1,-8.56625021449967,4.70976458973332,0.0198071826948486
COL7A1,-8.57822384855978,4.72420798397265,0.0109528523155321
IGFBP5,-8.57856258500963,6.54065114549331,3.12623080354117e-06
TGM1,-8.62114282453806,4.76145554055741,0.0179170470881623
STS,-8.75524666410432,4.87480857644446,0.00696380188865932
HSDL1,-8.90108166891484,5.00435697881439,0.00532198487631589
COL16A1,-9.02231003341181,6.24342821108653,7.59769621063005e-05
UGT1A6,-9.0463308554538,5.12998830985044,0.00798198825734649
RHBDD1,-9.0627390695728,5.14550327917341,0.00358240105432022
ZSCAN31,-9.24814012023888,5.31298452099192,0.00176029137079365
NPR3,-9.3713063522438,5.42634660712867,0.00273880826979736
PNMA3,-9.64369510660154,5.67633107926418,0.000881480664261979
AHNAK2,-9.68178124729131,5.71119372151119,0.000235911922711158
STEAP4,-10.353662549116,6.34190029884124,1.31300758732183e-05
XIST,-10.6649139140816,6.6400963495198,1.12757461930705e-06
CDH3,-10.8300767767168,6.79934598568065,3.90385167484384e-07
GDF15,-11.277039632972,7.23391395923146,1.53088864844523e-08
ALDH3A1,-11.5094515561244,7.46024393582599,2.39386122742885e-09
