,Br61.CTC.18,Br61.CTC.22,Br61.CTC.23,Br61.CTC.34,Br61.CTC.38,Br61.CTC.45,Br61.CTC.10,Br61.CTC.13,Br61.CTC.20,Br61.CTC.35,Br61.CTC.4,Br61.CTC.6
PABPC3,4.04421969541364,6.04924902290603,4.63408561082746,5.15114785982228,5.24309571789113,5.88659332011584,5.58743317704291,5.59346770575335,4.9517796018412,4.7582023568168,5.76565453928763,6.23138637585702
AMER2,0,0,0,0,0,0,0,0,0,0,0,0
LOC101928922,0,0,0,0,0,0,0,0,0,0,0,0
LOC102723318,0,0,0,0,0,0,0,0,0,0,0,0
MTMR6,3.28060419852085,1.14262491429794,0,0,4.36550139718333,5.1157242819164,6.12052516129773,0,0,6.52696678207132,4.74916412170889,4.15409843275382
NUPL1,4.76303352679981,5.30926189491094,6.28527836615346,5.50064209752267,4.98170195390304,0,4.7327137477878,0,6.57171692524178,3.17298513750864,6.00257717844773,5.11300169954102
ATP8A2,0,5.96806779860989,5.26978367311695,0,0,5.42074039222528,0,0,5.55433549682236,0,0,0.991642860253225
RNU6-78P,0,0,0,0,0,0,0,0,0,0,0,0
SHISA2,5.73621973653122,2.8153946795453,0.938539453487952,3.30085528456345,5.3016610545669,0,2.3488302965728,0,5.55433549682236,4.58826143678028,0,6.15339618700813
RNF6,6.4139731788268,6.62693132555525,5.19955029763702,6.31848793574148,6.75082329874908,0,5.3546488753097,5.81158530341501,6.92910489991378,6.92227702007979,5.90853992029929,0
LOC102724232,3.12911856065082,2.54381616925882,0,2.84769575152111,1.3612414293702,0,0,2.30460383552026,3.54791310330226,2.81030587924663,3.18453318380997,0
CDK8,0,0,1.50241916096267,0,4.94542831879883,0,0,0,5.58680444128601,0,0,0
WASF3,0,0,3.7899605392245,0,0,0,0,0,0,0,0,0
GPR12,0,0,0,0,0,1.01462804851359,0,0,0,0,0,0
USP12,4.95547021364979,0,0,5.07739192605937,3.48528509842576,0,0,6.54839758376041,4.09116095734189,2.81030587924663,3.88320133640444,0
USP12-AS2,0,0,0,0,0,0,0,0,0,0,0,0
LOC102723332,0,0,0,0,0,0,0,0,0,0,0,4.9837638295022
RPL21,1.55446638600676,0,3.34566171652143,2.44028728818443,2.048976531023,0,4.03147591614999,2.30460383552026,3.6741589981651,3.32502644160885,2.54965835678114,2.79299861792848
SNORD102,0,0,0,0,0,0,0,0,0,2.00258241746694,0,0
SNORA27,0,0,0,0,0,0,0,0,0,2.32468250927375,0,0
RASL11A,3.28060419852085,0,3.58484749498704,0,1.3612414293702,0,4.42428746124818,0,0,0,0,0
GTF3A,4.04421969541364,7.60178398883996,7.70780939351235,6.95517845472479,5.95868955290824,4.98237567708231,7.87260905784259,4.22738912750537,7.97315588147012,6.44634617407099,7.06287867942158,5.93770525979639
MTIF3,4.9998201249671,5.43542278527867,6.49039258287729,6.97562380696471,6.08076667003469,5.07262986059643,1.60741569476714,3.68043162641402,5.76762237231037,5.70381579651986,2.33508209733235,7.33206861829521
RNU6-63P,0,0,0,0,0,0,0,0,0,0,0,0
LNX2,2.95984011779028,5.69289000594393,6.43032854509583,0,0,2.83234150772061,0,6.16843584257508,4.7371357636319,0,5.98425370286304,0
POLR1D,5.78772024246171,5.72618859428955,4.87844067644556,3.5392823117715,4.12723258702923,5.02820843509402,6.82766716328167,6.31843172790617,5.85018688906463,0,6.19012457553014,5.50716547492901
GSX1,0,0,0,0,0,0,0,0,0,0,0,0
PDX1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
PDX1,0,0,0,0,0,0,0,0,0,0,0,0
ATP5EP2,4.47960290840922,3.56929816195387,4.12916472519802,4.78476506704221,3.91853445989106,3.34815272185581,4.7327137477878,2.78878521854311,5.45229957873779,5.00333475264908,4.87384160551323,4.44343483994217
CDX2,0,0,0,0,0,0,0,0,0,0,0,0
URAD,0,0,0,0,0,0,0,0,0,0,0,0
FLT3,0,0,0,0,0,0,0,0,0,0,0,0
PAN3-AS1,0,0,0.938539453487952,1.47040629349847,0,0,0,0,0,3.46256122786937,0.855319487273501,0
PAN3,4.95547021364979,3.83653614959722,1.90679859175466,3.8361760175646,5.33007566213506,4.02730704228031,3.61574636118298,6.63673979576304,1.04933488767123,6.36095227311862,2.08291966138848,0
RNU6-82P,0,0,0,0,0,0,0,0,0,0,0,0
FLT1,0,0,0,0,0,0,0,3.88665862565631,0,0,0,0
POMP,6.04216051944777,7.34738541199567,6.43032854509583,6.54058464189804,6.52364925614773,2.60926082631168,7.6480907288259,6.51770573239893,6.85105662676512,4.95752759695321,6.07362889386229,5.568550750985
SLC46A3,3.12911856065082,0,0,0,6.65299415292152,0,6.57235226928143,0,0,0,0,0
RNU6-53P,0,0,0,0,0,0,0,0,0,0,0,0
MTUS2,0,0,5.16310838900517,0,0,0,0,3.15066291965395,0,0,0,0
MTUS2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
SLC7A1,0.977188561206484,6.33478917792174,3.20934146827846,5.52858630708199,6.52364925614773,1.60443379015114,6.26192654305151,6.98970861391777,0,6.27018408651801,6.54294156040182,0
LOC102724249,0.977188561206484,0,1.50241916096267,2.65832520157002,1.74570729082727,0,0,0,0,0,0,0
LOC102723345,0.977188561206484,0,0,0,0,0,0,0,0,0,0,0
UBL3,4.90971358272097,5.1218053934301,6.39933198310265,2.18332719684351,2.51277920607895,0,2.61297481387861,3.68043162641402,3.25649805108849,2.5878315683297,5.06032301273989,3.44420062688014
LINC00297,0,0,0,0,0,0,0,0,0,0,0,0
LINC00572,0,0,0,0,0,0,0,0,0,0,0,0
LINC00544,0,0,0,0,0,0,0,0,0,0,0,0
LINC00384,0,0,0,0,0,0,0,0,0,0,0,0
KATNAL1,0,0,0,0,0,4.27551926693385,0,0,2.40007390882571,0,0,0
LOC102723381,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-64P,0,0,0,0,0,0,0,0,0,0,0,0
LINC00426,0,0,0,0,0,0,0,0,0,0,0,0
LOC102723372,0,0,0,0,0,0,0,0,0,0,0,0
HMGB1,4.34855158998419,5.39458282782152,4.33973073750281,6.81471638924025,5.70028708660877,3.72733054294172,5.61782153311304,6.04472727496392,6.81038979989418,3.32502644160885,4.79193170184747,5.44305179398845
USPL1,5.62735196269227,6.89925677539574,7.31804150104986,3.42498865905305,0,2.345262304423,5.91563094877779,2.78878521854311,6.0262363827598,6.83630205221528,0.855319487273501,5.91425074427889
TRNAN7,0,0,0,0,0,0,0,0,0,0,0,0
ALOX5AP,0,0,0,0,0,0,0,0,0,0,0,0
LINC00398,0,0,0,0,0,0,0,0,0,0,0,0
LINC00545,0,0,1.90679859175466,0,0,0,0,0,0,0,0,0
TEX26-AS1,0,0,0,0,0,0,0,0,0,0,0,0
MEDAG,0,0,2.7003335593274,0,0,0,0,0,0,0,0,0
TEX26,0,0,0,0,0,0,0,0,0,0,0,0
LOC102723392,0,0,0,0,0,0,0,0,0,0,0,0
HSPH1,5.65534872918833,5.69289000594393,6.66994183992057,3.30085528456345,7.61727024833394,6.78372991328419,7.38207477951537,7.8792702096216,7.36321535541044,6.95761078064091,5.42882197271773,7.15327911281035
B3GALTL,0.977188561206484,0,0,0,5.11831081339983,0,0,6.1283668335555,5.64962906638944,0,0,0
RXFP2,0,0,0,0,0,0,0,0,0,0,0,0
EEF1DP3,0,0,3.20934146827846,0,0.835544763064257,0,0,0,0,0,0,0
FRY-AS1,0,0,0,0,0,0,0,0,0,0,0,0
FRY,4.90971358272097,0,5.08734107018753,3.30085528456345,4.56994015165747,0,0,4.62304197379457,3.40955109619043,0,3.62389388645227,0
ZAR1L,0,0,0,0,0,0,0,0,2.07338377137902,0,0,0
BRCA2,0,4.58187234092091,4.52344194986562,5.80480154494145,0.835544763064257,0,1.60741569476714,0,7.40933094133014,0,5.34514115082994,6.13322160279765
N4BP2L1,0.977188561206484,0,0,0,3.01091886951416,0,0,0,0,0,0,0
N4BP2L2,7.17349274463907,3.95362687354949,5.63166042663752,6.70878666756658,6.43485924031804,6.62872498840331,7.0556627841011,4.06705964685785,6.0262363827598,2.00258241746694,5.67716655074129,3.98429043904333
MINOS1P1,0,0,0,0,0,0,0,0,0,0,0,0
N4BP2L2-IT2,0,0,3.47020579378489,0,0,1.01462804851359,0,0,0,0,0,0
PDS5B,5.24061056513086,0,5.9637359566283,4.99966119616638,6.58388339741507,4.55141773929247,5.07693892356537,4.62304197379457,6.32460519510482,0,2.33508209733235,3.79179578567051
LINC00423,0,0,0,0,0,0,0,0,0,0,0,0
LOC101927403,0,0,0,0,0,0,0,0,0,0,0,0
KL,0,0,0,0,0,0,0,0,0,0,0,0
STARD13,2.76802590390751,0,0,4.63856561265205,4.94542831879883,0,0,0,0,0,0,5.71147557427249
STARD13-AS,0,0,0,0,0,0,0,0,0,0,0,0
LOC102723425,0,0,0,0,0,0,0,0,0,0,0,0
LOC102723406,0,0,0,0,0,0,0,0,0,0,0,0
RFC3,2.28525463074312,0,6.36765480448306,8.11056356793137,3.48528509842576,0,6.42547266478617,5.65116572042152,5.97808988634069,4.0907027833405,6.10788420941397,6.32329517278307
LINC00457,0,0,0,0,0,0,0,0,0,0,0,0
