,mean,total,tech,bio,p.value,FDR,per.block.Br11.mean,per.block.Br11.total,per.block.Br11.tech,per.block.Br11.bio,per.block.Br11.p.value,per.block.Br11.FDR,per.block.Br16.mean,per.block.Br16.total,per.block.Br16.tech,per.block.Br16.bio,per.block.Br16.p.value,per.block.Br16.FDR,per.block.Br23.mean,per.block.Br23.total,per.block.Br23.tech,per.block.Br23.bio,per.block.Br23.p.value,per.block.Br23.FDR,per.block.Br37.mean,per.block.Br37.total,per.block.Br37.tech,per.block.Br37.bio,per.block.Br37.p.value,per.block.Br37.FDR,per.block.Br38.mean,per.block.Br38.total,per.block.Br38.tech,per.block.Br38.bio,per.block.Br38.p.value,per.block.Br38.FDR,per.block.Br39.mean,per.block.Br39.total,per.block.Br39.tech,per.block.Br39.bio,per.block.Br39.p.value,per.block.Br39.FDR,per.block.Br44.mean,per.block.Br44.total,per.block.Br44.tech,per.block.Br44.bio,per.block.Br44.p.value,per.block.Br44.FDR,per.block.Br45.mean,per.block.Br45.total,per.block.Br45.tech,per.block.Br45.bio,per.block.Br45.p.value,per.block.Br45.FDR,per.block.Br53.mean,per.block.Br53.total,per.block.Br53.tech,per.block.Br53.bio,per.block.Br53.p.value,per.block.Br53.FDR,per.block.Br57.mean,per.block.Br57.total,per.block.Br57.tech,per.block.Br57.bio,per.block.Br57.p.value,per.block.Br57.FDR,per.block.Br61.mean,per.block.Br61.total,per.block.Br61.tech,per.block.Br61.bio,per.block.Br61.p.value,per.block.Br61.FDR,per.block.Br7.mean,per.block.Br7.total,per.block.Br7.tech,per.block.Br7.bio,per.block.Br7.p.value,per.block.Br7.FDR
TSPAN15,2.75727272466161,1.16371485235141,0.066775473807553,1.09693937854386,0,0,2.37351761617165,1.48108902467942,0.134151373556335,1.34693765112308,0,0,2.74848124281509,0.0807371374253137,0.0305182826693241,0.0502188547559897,1.16332924824237e-07,9.35452898971087e-07,3.12357486406736,0.617526812462477,0.0231088283033451,0.594417984159131,0,0,3.27669238470589,0.0504934990238866,0.0195676157595428,0.0309258832643438,4.22011319109667e-40,5.04835970523714e-39,0,0,0,0,NA,NA,3.0605284696513,0.014677242848446,0.0112130224568508,0.0034642203915952,0.265592662585664,0.978653450279076,0,NA,NA,NA,NA,NA,3.97083893405513,9.18010001305202,0.294638202357385,8.88546181069463,0,0,3.13461491033902,NA,NA,NA,NA,NA,3.32928628863428,0.017225071750755,0.0460971801554095,-0.0288721084046545,0.996695372632912,0.999989875876421,2.94201883188195,0.104442773523398,0.0896783703893656,0.014764403134032,0.203091543928065,0.999999728243791,2.7477886146334,0.0908569487483954,0.0187818624279721,0.0720750863204233,3.08269939606803e-39,1.57823933414029e-37
HBB,2.00931162205125,3.30184422648377,2.20624760132654,1.09559662515723,0,0,2.81087821303607,0.983438467950246,0.0338260653914762,0.94961240255877,0,0,1.93207024870304,1.47912138332872,0.433767586641876,1.04535379668685,1.81907941801695e-14,2.5509599001274e-13,0,0,0,0,NA,NA,0,0,0,0,NA,NA,3.21007423572281,20.6091531977028,16.5794956082698,4.02965758943299,0,0,1.82100830630775,2.48820590855516,2.37216623319438,0.116039675360777,0.460509834939375,0.978653450279076,2.5506986237502,NA,NA,NA,NA,NA,5.59924197508062,3.56322687477394,0.0047756904842916,3.55845118428965,0,0,2.23533726729206,NA,NA,NA,NA,NA,1.41708254000097,2.40127931382777,1.64072732384132,0.760551989986453,0.0222134532551573,0.999989875876421,0.611771610182659,1.1010323414266,0.977671197100692,0.123361144325906,0.26219367527164,0.999999728243791,2.69098909147861,0.392984777272525,0.0200463083415862,0.372938468930939,0,0
TRIM41,1.31834351631316,2.31296132484118,1.22775717190631,1.08520415293487,3.81548474591747e-09,1.48260104919943e-08,0.600574126207432,0.809042132832752,1.19826034257536,-0.389218209742609,0.919607407983581,0.999970699432885,2.06422476185785,0.210388296791567,0.234749250669366,-0.0243609538777993,0.6278310909079,0.983551288645821,1.23191517684126,1.91940391588296,1.7835615975189,0.135842318364056,0.375551277471743,0.814567191860884,1.28953240086625,3.32578762576774,3.34523526232049,-0.019447636552743,0.519367128274961,0.876846410660511,0,0,0,0,NA,NA,2.30877343814746,0.0349123399347976,0.937354806421086,-0.902442466486288,0.97449467348239,0.978653450279076,0,NA,NA,NA,NA,NA,2.75237049618833,15.1510866965759,2.43283444083949,12.7182522557365,6.71235508604313e-16,1.17882994223516e-14,2.28219294924596,NA,NA,NA,NA,NA,0.309250026180781,0.460157486121629,0.632620467080733,-0.172462980959105,0.881422784755012,0.999989875876421,2.15686583917823,0.556335247925326,1.08541086975419,-0.52907562182886,0.993038613577647,0.999999728243791,0.469928897663986,0.662499506579067,0.627544681883437,0.0349548246956299,0.424868610131715,0.934056861052216
NRD1,2.83948699047923,2.90092368070491,1.84379881388933,1.05712486681559,0,0,3.12011632902866,0.110097578395653,0.0202016858303124,0.0898958925653408,1.44303030693525e-82,1.12325379743798e-81,2.27072790973368,0.108587270065066,0.098986587094267,0.00960068297079948,0.380261729386727,0.76394855629568,2.80734154542403,0.245824929111245,0.0952583412081483,0.150566587903096,2.31263308470822e-11,1.40356624577012e-10,2.85529112745751,0.0877815691968812,0.0352438734147985,0.0525376957820827,6.73647552044122e-36,7.6835839599488e-35,2.88732727816978,16.6733176225266,16.6728052350178,0.000512387508795342,0.49691272266408,0.709554105960966,2.65445843783301,0.233537354846324,0.0619039883511806,0.171633366495143,9.56550328072586e-09,4.22521093512187e-07,0,NA,NA,NA,NA,NA,4.15090290103591,10.7880512025054,0.232698652901561,10.5553525496038,0,0,2.82001399867885,NA,NA,NA,NA,NA,2.55866699726693,0.654228350117459,0.898501724206568,-0.244273374089109,0.880776975542983,0.999989875876421,2.67141321578085,0.076129994744528,0.291686177315265,-0.215556182570736,0.999903654216817,0.999999728243791,2.41862416306192,0.0316809355400279,0.0307018735533812,0.000979061986646712,0.456813781509072,0.953547549632758
IL8,1.33955084296164,1.86838306603525,0.820718200619953,1.0476648654153,7.96551156624976e-115,5.25301094398605e-114,1.85597405431515,3.09653688238534,0.866401032094876,2.23013585029046,5.3885370917902e-29,2.9046077470347e-28,1.29618503671794,2.22575596719828,1.16173708475134,1.06401888244694,0.00199974118184167,0.0101654826902794,1.22628791869471,2.85565520099529,1.77535395793763,1.08030124305766,0.0056365402124634,0.0259038301157879,1.69810186219329,5.76709986876866,2.27808544527702,3.48901442349164,8.81533749154523e-38,1.0257847262889e-36,0,0,0,0,NA,NA,0.191676288677514,0.110219398923557,0.126613393892912,-0.0163939949693543,0.603509745843311,0.978653450279076,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,2.75373171416956,1.73896841175395,0.582567317502626,1.15640109425132,3.73507465116318e-18,4.14319380804695e-15,1.42404118867249,2.82011577608226,1.40112221554041,1.41899356054185,1.61455450601168e-07,3.47613585144315e-05,2.94951036617573,0.0694791542451598,0.0153015592027151,0.0541775950424447,1.05922320043393e-33,4.56983402681596e-32
TRNC,1.9595855503141,1.8050137725547,0.767922055161575,1.03709171739313,4.75203341157739e-73,2.76816905164562e-72,2.22160397236412,0.338296644280713,0.2437315867352,0.0945650575455138,0.0469500712138509,0.139028775291957,2.52556945812639,0.119182011312864,0.0356369900347196,0.0835450212781443,8.71580523225345e-14,1.15718197068027e-12,2.67032392189751,0.316860560064498,0.202983349251421,0.113877210813077,0.00973574842031566,0.0422591130249128,1.81624592964603,0.295721623641921,1.3764992264677,-1.08077760282578,0.999999999972938,1,0,0,0,0,NA,NA,1.23305961046245,0.157640360630868,1.83948996132984,-1.68184960069897,0.968071939593098,0.978653450279076,0,NA,NA,NA,NA,NA,2.87584024271125,16.540914203195,1.31467690021733,15.2262373029777,1.99783222569039e-70,4.24361675132813e-69,1.95116830438699,NA,NA,NA,NA,NA,2.13728627578341,0.200749815829314,1.209126097381,-1.00837628155168,0.999850572608107,0.999989875876421,2.39906090736771,0.0324951781439315,0.89595208962971,-0.863456911485779,0.999999419628222,0.999999728243791,1.71686518478214,0.0482773284479146,0.561124350568841,-0.512847022120926,0.999060223565885,0.999662782356121
ERCC-00059,2.54354265042811,3.4708390692063,2.44311749143535,1.02772157777095,0,0,2.42991555268005,1.53130985838768,0.102750332422002,1.42855952596568,0,0,2.08955083008255,0.181562490078339,0.2115309736422,-0.0299684835638606,0.67191813389893,0.99913521707492,2.58819998997242,2.38438821479141,0.303204188609717,2.0811840261817,5.12262388956233e-180,5.38647101274993e-179,2.89928279074096,0.765223013229739,0.0327574998395657,0.732465513390173,0,0,3.18656190898312,20.3083535995643,17.4527188039021,2.85563479566217,0,0,1.61415285207318,0.935927970651728,2.07008145754261,-1.13415348689088,0.86660511792303,0.978653450279076,5.87971692176972,NA,NA,NA,NA,NA,6.01082234135319,3.44113118424401,0.00162801485396409,3.43950316939005,0,0,2.60454042884667,NA,NA,NA,NA,NA,1.85058858959815,1.69479333418649,1.45300404744191,0.241789286744586,0.235277367683367,0.999989875876421,1.69445402240465,1.83121414036692,1.33641899419763,0.494795146169282,0.0308855414785552,0.659625964372248,1.07189762639282,1.6344868865624,1.46708060190182,0.167406284660579,0.348966117570063,0.934056861052216
EFHB,0.301136286456116,1.448415636393,0.42802671971967,1.02038891667333,0.0001970407328321,0.000697237122917161,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0.35575909487164,0.379693600751665,0.345312017725798,0.0343815830258664,0.420032615902127,0.978653450279076,0,NA,NA,NA,NA,NA,2.65560376968952,14.1044627631784,3.9349551794709,10.1695075837075,3.90320058552336e-05,0.000505440962568736,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA
PDGFRA,0.615946835697328,1.39609641687335,0.376546232736342,1.01955018413701,0,0,0.281272307870421,0.87025522292228,0.555677132798839,0.31457809012344,0.00725753365162944,0.024776143377614,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0.787197732654282,1.85904081088813,1.50165972120403,0.357381089684091,0.314768274351911,0.978653450279076,0,NA,NA,NA,NA,NA,4.0940323056054,10.2661909525054,0.252347597274721,10.0138433552307,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0.996966010843174,0.965477182417682,1.45577787608583,-0.490300693668143,0.874006035512564,0.999662782356121
COL2A1,0.293232539077059,1.43341873298996,0.419250753760748,1.01416797922921,0.000291105093374683,0.0010228075949924,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,2.65560376968952,14.1044627631784,3.9349551794709,10.1695075837075,3.90320058552336e-05,0.000505440962568736,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0.276721621081067,0.2297245667212,0.257552358136576,-0.0278277914153761,0.643375862125876,0.999662782356121
LCMT1,1.59008867950426,2.62417114123352,1.61313319137076,1.01103794986277,0.011602130509883,0.036757122625548,1.29604608699595,1.67144696603014,1.75437021929118,-0.0829232532610455,0.580853705857774,0.881144112282359,2.09316861136796,0.213761608192034,0.208521673004226,0.00523993518780774,0.468528788500426,0.855912520973093,1.54701485416637,2.15307338671018,2.03611808500477,0.116955301705412,0.405470411345583,0.853210859692197,1.1828385232071,2.79821394396551,2.80068783992171,-0.00247389595620628,0.50294380163704,0.876846410660511,0,0,0,0,NA,NA,1.60654358624589,1.97715942545185,2.06352761346071,-0.0863681880088571,0.533803487255005,0.978653450279076,0,NA,NA,NA,NA,NA,2.65560376968952,14.1044627631784,3.9349551794709,10.1695075837075,3.90320058552336e-05,0.000505440962568736,2.53637501316805,NA,NA,NA,NA,NA,2.26189899064384,1.16604003302091,1.10583663225989,0.0602034007610228,0.406688848245896,0.999989875876421,2.44751247440635,0.187989977311311,0.84098546545132,-0.652995488140009,0.999955250144029,0.999999728243791,0.810259898319652,1.96956330847492,1.38632920584285,0.583234102632073,0.0762256950819664,0.378638567517439
C3orf62,0.628331874909202,1.96855096194105,0.962801643073657,1.00574931886739,0.010834663897951,0.0344424383640307,0.933916405997027,1.69106849878766,1.59555426124541,0.095514237542252,0.398024997178742,0.729967929796369,0.780038048791023,1.14301694610167,1.03149660823721,0.111520337864454,0.367020434271153,0.748327309658542,0.265231605245225,0.351739022104795,0.723810934608771,-0.372071912503976,0.983853431536422,0.99998241641373,0.51737175792647,0.535347071799851,0.51965272635203,0.0156943454478213,0.400404944302617,0.876846410660511,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,2.65560376968952,14.1044627631784,3.9349551794709,10.1695075837075,3.90320058552336e-05,0.000505440962568736,0,NA,NA,NA,NA,NA,0.271019961530573,0.439481879741709,0.560450397268221,-0.120968517526512,0.825347666785835,0.999989875876421,0.390208302248192,0.757893931117357,0.634551641670589,0.123342289446768,0.163377086680495,0.999999728243791,0.469928897663986,0.662499506579067,0.627544681883437,0.0349548246956299,0.424868610131715,0.934056861052216
ERCC-00085,2.46155251259154,3.35349947447918,2.35197343879536,1.00152603568383,0,0,1.86460324474516,1.57344854370729,0.843202128255484,0.730246415451811,9.23033006537376e-05,0.000352941599836422,1.66752715573594,1.04704445813475,1.01940806466087,0.0276363934738773,0.466053255406454,0.853308032911004,2.98523469616,0.460127680664786,0.0341453530402608,0.425982327624525,0,0,3.05927656017538,0.0559050110069231,0.0247161188316314,0.0311888921752917,2.77812236717009e-26,2.73071413564841e-25,3.2141742837377,20.6618326524815,16.4316543594052,4.2301782930763,0,0,0.867392500408116,2.25710924929273,1.61473016878358,0.642379080509153,0.210022442577136,0.978653450279076,5.86758096717803,NA,NA,NA,NA,NA,5.66213027303825,2.41510829143663,0.00385619022173011,2.4112521012149,0,0,2.7145264314988,NA,NA,NA,NA,NA,2.07089959053283,1.4567977760604,1.26751849930566,0.18927927675474,0.258643927686334,0.999989875876421,1.6325143783258,1.70731635056254,1.36286185787776,0.344454492684782,0.101129225095769,0.999999728243791,1.59177244305622,1.90030473144427,0.917641647571376,0.982663083872894,0.000135121926991015,0.0011705232242837
AZI1,1.61329461220198,3.46590064548451,2.46890612557796,0.996994519906549,0.0116130641634699,0.0367867738855036,1.33288620797774,1.20639237397331,1.75414621969666,-0.547753845723354,0.91120611670109,0.999970699432885,0.992895606090014,1.16034019725576,1.16028560357432,5.45936814433379e-05,0.499941011491502,0.887877271832684,2.23672034906525,2.34675762055482,1.58728127893019,0.759476341624634,0.0231508429935493,0.0907558346127616,2.08898030115664,0.36129565451578,0.443842972722474,-0.0825473182066938,0.939868651389438,1,2.4886980983555,12.3872364495166,12.3762018496511,0.0110345998654804,0.411177513796284,0.709554105960966,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,2.65560376968952,14.1044627631784,3.9349551794709,10.1695075837075,3.90320058552336e-05,0.000505440962568736,1.54241183285967,NA,NA,NA,NA,NA,1.80299751672447,1.22927623964665,1.48624918569862,-0.256972946051971,0.773292990067769,0.999989875876421,2.00858644621524,1.03454900030449,1.17334896778967,-0.138799967485182,0.724685231898929,0.999999728243791,0.525577826745425,0.828696155899333,0.772749998245665,0.0559461576536684,0.402745302754521,0.934056861052216
SLC13A4,0.281572701075607,1.42326600248267,0.437192883259759,0.986073119222907,0.000434606425947406,0.00151560882720315,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0.160123241066554,0.128197261648289,0.436973653126688,-0.308776391478399,0.998373528826526,0.99998241641373,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,2.65560376968952,14.1044627631784,3.9349551794709,10.1695075837075,3.90320058552336e-05,0.000505440962568736,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA
LOC101928741,0.438265403345922,1.80278334592822,0.81862200263923,0.98416134328899,0.00240120654036929,0.00807719418596725,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0.333451941428222,0.555950986211252,0.909975176444942,-0.354024190233689,0.947406001783729,0.99998241641373,1.21628939820959,2.95871980039408,2.96661770873482,-0.007897908340738,0.508871773846224,0.876846410660511,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,2.65560376968952,14.1044627631784,3.9349551794709,10.1695075837075,3.90320058552336e-05,0.000505440962568736,0,NA,NA,NA,NA,NA,0.177308924131888,0.408699909498499,0.37467196174164,0.0340279477568591,0.346857270331146,0.999989875876421,0,0,0,0,NA,NA,0,0,0,0,NA,NA
