,mean,total,tech,bio,p.value,FDR,per.block.Br11.mean,per.block.Br11.total,per.block.Br11.tech,per.block.Br11.bio,per.block.Br11.p.value,per.block.Br11.FDR,per.block.Br16.mean,per.block.Br16.total,per.block.Br16.tech,per.block.Br16.bio,per.block.Br16.p.value,per.block.Br16.FDR,per.block.Br23.mean,per.block.Br23.total,per.block.Br23.tech,per.block.Br23.bio,per.block.Br23.p.value,per.block.Br23.FDR,per.block.Br37.mean,per.block.Br37.total,per.block.Br37.tech,per.block.Br37.bio,per.block.Br37.p.value,per.block.Br37.FDR,per.block.Br38.mean,per.block.Br38.total,per.block.Br38.tech,per.block.Br38.bio,per.block.Br38.p.value,per.block.Br38.FDR,per.block.Br39.mean,per.block.Br39.total,per.block.Br39.tech,per.block.Br39.bio,per.block.Br39.p.value,per.block.Br39.FDR,per.block.Br44.mean,per.block.Br44.total,per.block.Br44.tech,per.block.Br44.bio,per.block.Br44.p.value,per.block.Br44.FDR,per.block.Br45.mean,per.block.Br45.total,per.block.Br45.tech,per.block.Br45.bio,per.block.Br45.p.value,per.block.Br45.FDR,per.block.Br53.mean,per.block.Br53.total,per.block.Br53.tech,per.block.Br53.bio,per.block.Br53.p.value,per.block.Br53.FDR,per.block.Br57.mean,per.block.Br57.total,per.block.Br57.tech,per.block.Br57.bio,per.block.Br57.p.value,per.block.Br57.FDR,per.block.Br61.mean,per.block.Br61.total,per.block.Br61.tech,per.block.Br61.bio,per.block.Br61.p.value,per.block.Br61.FDR,per.block.Br7.mean,per.block.Br7.total,per.block.Br7.tech,per.block.Br7.bio,per.block.Br7.p.value,per.block.Br7.FDR
CDC37,2.6563200307614,0.255489090799279,0.092102992443132,0.163386098356147,1.10127717181529e-72,6.40561143128311e-72,3.16446615848576,0.0717792675127684,0.018805920898423,0.0529733466143454,2.47757268989641e-34,1.40147873546673e-33,2.56439898182559,0.122096708412858,0.0343037908859212,0.0877929175269368,4.39709151807106e-16,6.98835790190685e-15,3.06952730804912,0.0931496230507791,0.0262084775523129,0.0669411454984661,1.00264636711779e-26,6.87535800662323e-26,2.92259692583344,0.0486897688202071,0.0314991704468298,0.0171905983733773,2.56886402047893e-06,1.64407297310651e-05,0,0,0,0,NA,NA,2.74593513138576,0.0119233543400455,0.0392671686691839,-0.0273438143291385,0.920940474244082,0.978653450279076,0,NA,NA,NA,NA,NA,3.37596781509723,2.16276678538117,0.566618837017808,1.59614794836336,8.32117360041258e-06,0.000111516176879345,2.79019009425388,NA,NA,NA,NA,NA,3.13200974974086,0.0167915794915063,0.138480565960088,-0.121688986468581,0.99993063922647,0.999989875876421,3.11244396346435,0.00895267144973754,0.0384150867710526,-0.0294624153213151,0.999945452129885,0.999999728243791,2.47585427373186,0.0187411495337191,0.027430906229701,-0.00868975669598191,0.859366459977069,0.999662782356121
ZNF619,0.412068762247681,0.791504751839368,0.628406016612093,0.163098735227275,0.0196755182902799,0.0606168888254734,0.295928445152583,0.490773087045565,0.587683032188667,-0.0969099451431025,0.761760602592005,0.975687774616402,0.852948166418326,1.38526350716641,1.07409530701488,0.311168200151535,0.181305791552249,0.464540570073259,1.20055385499627,2.82729281517885,1.7371312683179,1.09016154686095,0.00448079854569627,0.0209832159644828,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0.36634360041394,0.80151463972395,0.736448149460145,0.0650664902638056,0.350817787545372,0.999989875876421,0.427890059467697,0.912965694783746,0.696661952454819,0.216303742328927,0.0586197737614098,0.876256444076189,0.977023496027997,1.49723777449515,1.45204045668452,0.0451973178106326,0.457842583324381,0.954182264948805
NR4A2,1.66295519651263,0.765293077243164,0.6022528429413,0.163040234301864,2.98852096217082e-52,1.59022528538195e-51,2.12522178408886,1.66721395308258,0.346368471873563,1.32084548120902,3.28769337043579e-61,2.26741795925213e-60,2.13633160961649,0.236457213984578,0.175729538929258,0.0607276750553195,0.138743958340101,0.382188327723259,2.16716133914483,1.49384710224121,1.62901789064678,-0.135170788405562,0.635163418850444,0.99998241641373,2.52301240648222,0.0243891624756306,0.0831846371285996,-0.058795474652969,0.999999998231898,1,0,0,0,0,NA,NA,0.864444028373259,2.24179043457056,1.61143044971048,0.630359984860084,0.213924827078337,0.978653450279076,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.2007079957661,NA,NA,NA,NA,NA,2.13746708480158,1.09071748313127,1.20895611172964,-0.118238628598364,0.664251022020855,0.999989875876421,2.37486035913783,0.851489098284172,0.924230420673434,-0.0727413223892615,0.65434642998841,0.999999728243791,2.30105335348124,0.0470263246616286,0.043610908721253,0.00341541594037559,0.39497622962863,0.934056861052216
TMEM40,1.05806842411636,1.20870835589732,1.04588744381508,0.162820912082241,9.91810315551226e-19,4.30817029612463e-18,1.96769944521657,2.06509271600305,0.604638813454638,1.46045390254841,9.16287062080634e-26,4.81150448564257e-25,2.00260506323268,0.121705996729285,0.305959235806475,-0.18425323907719,0.970786512281,0.99913521707492,0.49853752267581,1.24269830757867,1.24702951597411,-0.0043312083954421,0.505770243740421,0.960466820351534,1.25157968888213,3.13290343524456,3.1468146067266,-0.0139111714820386,0.51472955404016,0.876846410660511,0,0,0,0,NA,NA,1.79599438809594,2.71253136659574,2.37454652077919,0.337984845816541,0.386482187540279,0.978653450279076,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0.922877880124697,1.65620566557487,1.40221051727679,0.253995148298072,0.216091728423159,0.999989875876421,1.94751700105861,1.04318555786683,1.20883256963496,-0.165647011768128,0.75532645895427,0.999999728243791,0.193873251877146,0.112760513380257,0.168842658498066,-0.0560821451178086,0.870709625133431,0.999662782356121
PQLC3,1.57431185813031,1.04991611470833,0.887128385206137,0.162787729502189,5.63629034231246e-49,2.95538428743561e-48,1.68137035827404,2.02178551087914,1.43236253434878,0.589422976530361,0.0378084711738489,0.114139544493163,2.23918570524606,0.44232594440115,0.116865205850591,0.32546073855056,1.05065687960264e-18,2.03734433914336e-17,1.50840944594034,2.82977866715532,2.03312558196495,0.796653085190372,0.0513588342027926,0.18188475037767,1.95368267611059,0.78220560609474,0.750124616100427,0.0320809899943136,0.360443769505084,0.876846410660511,0,0,0,0,NA,NA,1.74744901443574,2.2952125971469,2.28990709858618,0.00530549856072016,0.498126535788997,0.978653450279076,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,2.08519608302548,NA,NA,NA,NA,NA,2.25048529359734,1.06734916993976,1.11500661113739,-0.0476574411976327,0.573518218414785,0.999989875876421,2.19156974138083,0.728427771932325,1.06473792816494,-0.336310156232619,0.944485933648946,0.999999728243791,2.17096634631819,0.332075879533931,0.0691542759081124,0.262921603625819,1.49522290556279e-38,7.43208045519056e-37
OSBPL7,0.525229648418641,1.03162006969729,0.86894783466083,0.162672235036456,0.0106237900629546,0.033822708110224,0.27138816643014,0.810166905661447,0.53427056436734,0.275896341294106,0.0128872220719416,0.0426821397439443,1.03620744399091,2.03696682144154,1.17556546970246,0.861401351739079,0.0106476789289446,0.0478275209523749,1.42234796109084,2.18025532422581,2.00105557562514,0.179199748600669,0.354594579152657,0.789722745182675,1.14036340285611,2.60085738114715,2.60012057937132,0.000736801775834017,0.499055607502063,0.876846410660511,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0.729599683961598,1.41111680985248,1.22712053822382,0.183996271628662,0.257787739645955,0.999989875876421,0,0,0,0,NA,NA,0.652389825856808,1.27683745464443,1.15134561931822,0.125491835326207,0.35542164230309,0.934056861052216
TNFRSF18,0.423760598920559,0.750435053474921,0.587875540253974,0.162559513220947,0.022583348620297,0.0690112399311065,0.982845377294025,1.90530546836424,1.63742356356737,0.267881904796865,0.239983543500719,0.529814779341958,1.46332750629328,1.85684904137753,1.08758212480265,0.769266916574879,0.0131155975786259,0.0576597405353166,0.848393636885174,1.56605107667814,1.41330691138117,0.152744165296975,0.326324390683339,0.749122289873157,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,2.54734422360791,NA,NA,NA,NA,NA,0.199758765241279,0.518746335779365,0.420127217511537,0.0986191182678287,0.15436971042302,0.999989875876421,0,0,0,0,NA,NA,0.743280703491833,1.65739861254994,1.32031558527702,0.337083027272926,0.192598642713522,0.775503011973496
SMPD2,1.0737263926365,0.917200374660725,0.754809854743677,0.162390519917049,1.47679556618231e-06,5.49622943673935e-06,1.33284907320556,1.83225786422615,1.75414990167331,0.0781079625528405,0.423772628192855,0.75268010250454,0.879828962779711,1.47935058088136,1.09377429360416,0.385576287277199,0.133973484262667,0.37227359502607,1.52202443726402,1.9531308904709,2.03502197214797,-0.0818910816770728,0.566544999888225,0.99998241641373,0.484421003974237,0.469327418182815,0.46080792734629,0.00851949083652498,0.438628660768737,0.876846410660511,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,2.63631653647377,NA,NA,NA,NA,NA,1.99158878806509,1.34488297823079,1.33845183745259,0.00643114077819917,0.491688561092294,0.999989875876421,2.87574103760218,0.0276425975382088,0.132577456368231,-0.104934858830022,0.999967416454786,0.999999728243791,1.65081062347416,2.06541141707703,0.733315158844213,1.33209625823282,3.23492570292623e-10,4.58773996964394e-09
GPR183,0.277350147148534,0.610823097448754,0.44866298657281,0.162160110875944,0.000442191281110865,0.00154159941557078,1.01881460941704,3.06090840466217,1.66664300163959,1.39426540302257,0.000151941217628604,0.000575626518722818,0,0,0,0,NA,NA,0.610279412934066,0.776865743507577,1.34006108633908,-0.563195342831501,0.959962846158313,0.99998241641373,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,1.14440744913423,2.2704568263178,1.47992577774943,0.790531048568365,0.0346198507372416,0.193144310742206
PANK1,0.327328279062767,0.726699578521381,0.564550530088934,0.162149048432447,0.023480002895879,0.0715267624070682,0.220920814076585,0.53686606701487,0.427148938561166,0.109717128453704,0.133712588329665,0.340014158403661,0.965590592688968,1.8423100325419,1.1478136770484,0.694496355493502,0.0286233988169743,0.113728901524993,0.576281988649137,1.66050465220702,1.31676984409849,0.343734808108534,0.138490206429968,0.411701982596443,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0.743148742975588,1.65681016255859,1.42187976508644,0.234930397472146,0.368853231859373,0.978653450279076,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0.191769707983297,0.478083071699985,0.404010857639972,0.074072214060013,0.213302776900736,0.999989875876421,0.575570944254096,1.09242179919145,0.927882218454875,0.164539580736574,0.185485224995272,0.999999728243791,0,0,0,0,NA,NA
PRSS8,2.36176426867264,0.267209948511991,0.105115427149702,0.162094521362289,0,0,1.85108988678427,2.22131272548562,0.879766263707895,1.34154646177772,2.29222089647452e-11,1.00989469111603e-10,2.91003714876363,0.0600402845391321,0.0290559831410182,0.0309843013981138,0.000402471633614324,0.00224362711572277,3.26697869837845,0.287475531716751,0.0168976563142746,0.270577875402477,0,0,3.31811919432479,0.00264918268208619,0.019363918066024,-0.0167147353839378,0.999999999999722,1,0,0,0,0,NA,NA,3.26474133854421,0.00483420163100052,0.00537197573635462,-0.000537774105354108,0.580395665301461,0.978653450279076,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,3.24283755584443,NA,NA,NA,NA,NA,3.40900694503228,0.0220487124116508,0.0395592788797095,-0.0175105664680587,0.972532755223164,0.999989875876421,3.15585363119399,0.0325377851480816,0.0318023100021207,0.000735475145960923,0.453557675341814,0.999999728243791,2.44181584370477,0.0412010615055934,0.0293368856496222,0.0118641758559712,0.0844864537658542,0.412862692774341
PLAC1,0.273690248694943,0.668189451203412,0.506226390419063,0.161963060784348,0.000358758987514151,0.00125673219539252,0.73438477461774,1.79874482694017,1.3900256570066,0.408719169933569,0.102125938495277,0.272768083180209,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0.86898810260026,2.2654209673824,1.61651087218851,0.648910095193892,0.207924425114183,0.978653450279076,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0.199979201934155,0.519891855680882,0.420571107491889,0.0993207481889927,0.152910456783624,0.999989875876421,0.255819198711968,0.719878086725964,0.413214879175975,0.30666320754999,9.0466920864668e-05,0.0117945669724271,0.677731209085309,1.3779587753047,1.22194138832766,0.156017386977041,0.332044933371244,0.934056861052216
LMBR1L,1.5539510392581,0.902314804393829,0.740439978362073,0.161874826031756,0,0,0.95802764983092,1.79313515911309,1.61502918892924,0.178105970183851,0.316985593687703,0.642023627994541,2.02068751276858,0.0642388702073034,0.282206499573502,-0.217967629366198,0.992391985236351,0.99913521707492,1.27085565725266,3.09617438729117,1.83867170280531,1.25750268448586,0.00219831277992029,0.0107739911621367,2.63216170531089,0.32395331023501,0.0530398875647234,0.270913422670286,0,0,0,0,0,0,NA,NA,2.58480786660585,0.304817554836712,0.0901605554853619,0.21465699935135,6.97688333507151e-07,2.49181936544028e-05,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,2.30969105119907,NA,NA,NA,NA,NA,2.39438663761908,1.2035915440185,1.00506287389,0.198528670128503,0.195852491671101,0.999989875876421,2.30638514412959,0.758109015101346,0.993443000912689,-0.235333985811343,0.883984887496422,0.999999728243791,1.37219821906338,1.47912820313516,1.52678607445991,-0.0476578713247453,0.542275808402604,0.987996932533285
NUP214,2.20513540856454,1.91705251856835,1.75556627480972,0.161486243758634,0,0,2.60134896239261,0.806888061236746,0.0516091380271403,0.755278923209606,0,0,1.89081498788465,1.13662544343277,0.586403620279644,0.55022182315313,0.0015959025914542,0.00821828999684374,2.43780170299293,2.06943817868373,0.840818449878753,1.22861972880498,5.81359431957982e-10,3.47673833295056e-09,2.37114742938007,0.36739854176708,0.150162657044059,0.217235884723021,6.31994903361837e-34,6.96706343227595e-33,2.68763910479324,14.4468079152277,14.4399800819938,0.00682783323385472,0.452610599156516,0.709554105960966,2.8222654712576,0.00949904526471677,0.0275991761635885,-0.0181001308988718,0.908121044462617,0.978653450279076,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,2.36861473729939,NA,NA,NA,NA,NA,2.81097696273296,0.103811323017483,0.449697089946176,-0.345885766928693,0.999573845378375,0.999989875876421,2.43477469112936,0.149249702442495,0.855112238554138,-0.705862536111643,0.999984406867049,0.999999728243791,1.99458477308201,0.0808069746108441,0.154280296209888,-0.0734733215990438,0.947361771492538,0.999662782356121
SMPDL3B,0.837066360144972,1.13234447836258,0.970895970635849,0.161448507726735,0.00629942927639954,0.0205366492316276,0,0,0,0,NA,NA,0.38529281122202,0.742252751896835,0.510901861195569,0.231350890701266,0.0773639627029893,0.248198535400388,0.907293578200185,1.57282473959504,1.4400110773441,0.132813662250934,0.350452329276515,0.784650369338437,1.4328133846359,4.10590839038354,3.98889194838314,0.117016442000402,0.403203265526669,0.876846410660511,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,2.17967703242831,NA,NA,NA,NA,NA,2.19794509150471,1.68468159382098,1.15734046569559,0.527341128125392,0.0240887609812275,0.999989875876421,2.03003267313402,1.70713394461111,1.159559018741,0.547574925870115,0.00859817140252177,0.316442103070588,1.41728606275289,1.51064336331834,1.45225533499909,0.0583880283192455,0.445614928955922,0.945200896814529
SIGLEC1,0.185565663007297,0.487537964652771,0.326400696991312,0.16113726766146,0.000413933082187271,0.00144567211738499,0.654908234613425,2.14282124398257,1.27846171301923,0.864359530963338,0.00175526661150202,0.00631770254716903,0.510685090184516,1.30399630668384,0.742240361109903,0.561755945573932,0.00869422309114371,0.0398028948123498,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0.690063305275032,1.42856209586131,1.24330489578398,0.185257200077326,0.306146955828487,0.934056861052216
SCPEP1,1.49736725926619,0.727646780776427,0.566629238944568,0.161017541831859,0,0,2.59647916095405,0.89821653408841,0.052133602090275,0.846082931998135,0,0,2.3925683910075,0.109794720058934,0.0498414130001209,0.059953307058813,7.83843836258011e-05,0.000473960926131242,0.882848519713028,2.4505436185774,1.42979778141118,1.02074583716623,0.00147402974336413,0.00742776044270568,1.19021970393256,2.83324588725861,2.83675124989878,-0.00350536264016554,0.50411812708311,0.876846410660511,0,0,0,0,NA,NA,2.64950374301873,0.0530395833663948,0.0635254501075609,-0.0104858667411662,0.631024732130637,0.978653450279076,5.17018219881051,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0.463984390187382,0.86108630907753,0.897702051636965,-0.0366157425594343,0.570193749484295,0.999989875876421,2.77959540529983,0.0527447738791961,0.199363859177631,-0.146619085298435,0.999896542340375,0.999999728243791,2.01847327854881,0.0177963814577837,0.137176982123169,-0.119380600665385,0.998461855100079,0.999662782356121
MXD3,2.56856321970073,0.273339693264604,0.112422715309781,0.160916977954824,5.3026143493209e-194,4.20698079021674e-193,2.89190640541607,0.0693988312279984,0.0291507504874272,0.0402480807405712,1.25167411407985e-09,5.35290419000104e-09,2.49923318981334,0.102918223138216,0.0365832982608994,0.0663349248773169,6.0532173750054e-09,5.37986331503358e-08,3.05475165145764,0.217288414867482,0.0271443645316423,0.19014405033584,2.18136825935644e-187,2.32446471776992e-186,2.81264694322827,0.0438978208800996,0.0378437095104507,0.00605411136964896,0.0907063017527437,0.453517925595553,0,0,0,0,NA,NA,2.62258281648593,0.0656956498312421,0.0734130485588263,-0.00771739872758417,0.584364577300254,0.978653450279076,4.40826737498289,NA,NA,NA,NA,NA,3.37596781509723,2.16276678538117,0.566618837017808,1.59614794836336,8.32117360041258e-06,0.000111516176879345,2.5823104837707,NA,NA,NA,NA,NA,2.90551607583548,0.039445269118115,0.285949786604882,-0.246504517486767,0.999907280774738,0.999989875876421,3.16519731947238,0.015089127335744,0.0318232559272878,-0.0167341285915438,0.996011027406732,0.999999728243791,2.35782998020099,0.016896810865979,0.035700102198585,-0.018803291332606,0.963389575988867,0.999662782356121
MARCH6,3.12264262185726,0.397981155215034,0.237230126849981,0.160751028365053,0,0,2.75530275434605,0.934808140933886,0.0376320266182634,0.897176114315623,0,0,2.67714465145993,0.0408379162076835,0.0316992306229863,0.00913868558469721,0.182475274520113,0.466799222857117,3.26627124719614,0.125192231742284,0.0169104295687427,0.108281802173541,5.74426937210408e-157,5.73665310426947e-156,3.03320840710046,0.0719309994645803,0.0258994434292111,0.0460315560353692,3.61503914075534e-50,4.94012466209982e-49,4.28495613095631,0.958946489324704,1.50851738108763,-0.549570891762925,1,1,2.7848328899104,0.134590417971034,0.0327348562436062,0.101855561727427,1.42514010800947e-10,7.59663969603994e-09,4.8640038157129,NA,NA,NA,NA,NA,3.51392886950512,1.62697277501314,0.49901255165923,1.12796022335391,0.000275141571641783,0.00344664523543809,3.01459224863802,NA,NA,NA,NA,NA,3.07521071050671,0.0198174189037866,0.165908640486995,-0.146091221583208,0.999932806479606,0.999989875876421,3.20037327746638,0.00826591087612756,0.0323217597073452,-0.0240558488312176,0.999913313692835,0.999999728243791,2.63519728012514,0.0584492517131104,0.0216649490758013,0.0367843026373092,3.84961771676379e-09,5.06651915267996e-08
BIK,1.33426066962278,1.25025732133668,1.08967667749273,0.160580643843956,0,0,0.971008796762302,1.86477530550906,1.62696097451315,0.237814330995906,0.263985815247156,0.566220464527039,1.8206290186708,1.12030916109986,0.806879333788815,0.313429827311047,0.11109839789877,0.326152866413792,1.64317267228123,2.83170868967354,2.02652422911989,0.805184460553652,0.0489960835002593,0.174782482287467,2.42892562425089,0.733497636458325,0.119969728412041,0.613527908046285,0,0,0,0,0,0,NA,NA,1.63495632967038,2.03824937751372,2.09174467394325,-0.0534952964295292,0.520670506955126,0.978653450279076,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,1.34612687368191,1.77387483888087,1.62842403949151,0.145450799389368,0.349262635155835,0.999989875876421,2.09220612634378,0.6537685676059,1.12336796384469,-0.469599396238793,0.982529378528891,0.999999728243791,1.40558125456651,1.48638963662555,1.47289583181392,0.0134938048116242,0.487570809231202,0.957049755240547
RARRES3,1.7291010391978,0.564073316144188,0.403531015492218,0.160542300651969,0,0,2.75669106826828,1.03597929654934,0.0375263534257943,0.998452943123544,0,0,2.69522213669302,0.0124324173750775,0.0313889293810371,-0.0189565120059596,0.971142053745275,0.99913521707492,3.10688390323711,0.111292787860633,0.0240223024606482,0.0872704853999851,5.1874399621469e-52,3.96991728867831e-51,0.893737957118609,1.59753507198909,1.5828112779496,0.0147237940394886,0.469029413657602,0.876846410660511,0,0,0,0,NA,NA,2.89158885561115,0.124651391836662,0.020789645459492,0.10386174637717,2.11852982621679e-24,2.48253176908495e-22,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,2.9661795719874,NA,NA,NA,NA,NA,0.544534492425837,1.07776962341406,1.01592887259061,0.0618407508234511,0.39590873452482,0.999989875876421,1.75737073406619,1.53054665151542,1.30145917723255,0.229087474282869,0.187250095180604,0.999999728243791,2.64498124455776,0.150525920901599,0.0213835964224518,0.129142324479147,4.60057320839511e-94,8.12186251813109e-92
MTF1,1.73285669051528,0.599823145135493,0.439307259460388,0.160515885675105,0,0,2.06731987067201,1.41446168189255,0.426860544026017,0.987601137866533,8.48586439874182e-24,4.35487338931176e-23,0.743611367673732,1.15497708390747,1.00978437249234,0.145192711415126,0.325687864741639,0.692245754228353,3.1196279482136,0.271308028109087,0.0233214563214573,0.24798657178763,0,0,2.72274203680641,0.174431204577189,0.043848180116926,0.130583024460263,6.38853569444176e-137,1.60339719389911e-135,0,0,0,0,NA,NA,2.85647868399266,0.0316824685834806,0.0238027664886056,0.00787970209487499,0.251115955589979,0.978653450279076,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,2.69516890184231,NA,NA,NA,NA,NA,1.73792313061125,1.53041553661914,1.52557470779571,0.00484082882342385,0.494510978750926,0.999989875876421,1.76190781977305,1.35512464449169,1.29910657349481,0.0560180709968805,0.413889222578706,0.999999728243791,2.3189560474101,0.065830803174328,0.0407739938680138,0.0250568093063142,0.0183009246008751,0.110358814662285
NECAB3,1.39616703105226,0.915000674816665,0.754520580940615,0.16048009387605,2.95898711956611e-08,1.13431885231603e-07,1.71174431975415,2.26726866893813,1.38018318453138,0.887085484406754,0.0027597197944162,0.00980041835119535,1.97578346486781,0.547102272158491,0.346125830518579,0.200976441639912,0.0340233015173555,0.130792445078931,2.66436866059929,0.505959148358209,0.208977096776616,0.296982051581593,1.62623926635582e-09,9.67696887352107e-09,1.00010392469503,2.0004157203808,1.99099290302249,0.00942281735831574,0.484231379935675,0.876846410660511,0,0,0,0,NA,NA,1.79654478766016,2.51575832025487,2.37450694709832,0.141251373156546,0.452014874021518,0.978653450279076,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,2.67083234599625,NA,NA,NA,NA,NA,0.194333918908266,0.490953736497178,0.409189786595266,0.0817639499019123,0.193118504172274,0.999989875876421,2.48651180428196,0.798877949748165,0.753734487434995,0.0451434623131702,0.381260127045834,0.999999728243791,2.13227942975594,0.0236709318308031,0.0814955734285037,-0.0578246415977005,0.992096598477878,0.999662782356121
WDR5,1.68364512105581,1.06456995758032,0.904246290183164,0.160323667397156,2.92112492101883e-37,1.43477157409302e-36,2.05979093481811,1.86680853934657,0.438546042558857,1.42826249678772,3.27091296347477e-45,2.02017123623279e-44,1.78977625784952,1.01783007760859,0.869245524381785,0.148584553226803,0.295575385087212,0.648122895664655,1.98288193469446,1.60441132740356,1.83966340365565,-0.23525207625209,0.702828116723027,0.99998241641373,1.45902205606159,4.25749072014838,4.06679850075777,0.190692219390612,0.347635799403045,0.876846410660511,0,0,0,0,NA,NA,2.39430347054617,0.727670579190375,0.45259910199839,0.275071477191984,0.109001163177119,0.978653450279076,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.95116830438699,NA,NA,NA,NA,NA,2.3700201382256,1.14361542460912,1.02208726963234,0.121528154976775,0.303071748353174,0.999989875876421,2.73279091881811,0.0274868050824756,0.234829382278476,-0.207342577196001,0.999995798796942,0.999999728243791,2.04786549954455,0.000386102414134638,0.11869367656837,-0.118307574154236,0.999650794946343,0.999662782356121
LILRB2,0.479541854608843,1.64020757415736,1.47988463518307,0.160322938974284,0.025550567540642,0.0773903306439071,0.759441106622657,2.03323104186167,1.42049687758716,0.61273416427451,0.0312734133941959,0.0962791096495924,0.885470159754162,1.47956427269717,1.09771369886358,0.381850573833585,0.137161498955582,0.37876064023484,0,0,0,0,NA,NA,0,0,0,0,NA,NA,2.33267188100932,10.8827162089031,10.8901709277208,-0.00745471881769433,0.568429003832661,0.733157409024983,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0.817835398702289,2.0065642181116,1.39046484765916,0.616099370452438,0.0658972470093095,0.335722350970705
WDR25,0.64350644875396,0.874666988166904,0.714355220644214,0.16031176752269,0.000190265292254696,0.000673874269142183,0.783165064574905,1.27608327941523,1.44816961264359,-0.172086333228363,0.696045234740416,0.953970626293971,0.87911136658733,0.437734404351361,1.09326825476375,-0.655533850412392,0.970237271430007,0.99913521707492,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0.951918677938919,2.71844750822694,1.69089112609526,1.02755638213168,0.109023341915837,0.978653450279076,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,2.59589167652871,NA,NA,NA,NA,NA,0.404219961149711,0.9736523304127,0.801964074587711,0.171688255824989,0.176620650820559,0.999989875876421,1.79791605110057,1.37511485237318,1.27932916275461,0.0957856896185643,0.35281045193311,0.999999728243791,1.61873336618816,1.96563750688964,0.829929975597213,1.13570753129243,1.62445631589702e-06,1.71242447191917e-05
TOLLIP,1.81555777867103,0.540405130370392,0.380100460038929,0.160304670331464,0,0,2.59053721723369,0.889918046061367,0.0527812334290325,0.837136812632334,0,0,2.17231428901272,0.21718310374802,0.152353252051894,0.0648298516961264,0.0905752623108995,0.279519465017867,1.14935636742209,2.52097848885583,1.65824340570688,0.862735083148953,0.0151293849363441,0.062685763701222,1.86770523035348,1.61591018518462,1.09920868607857,0.516701499106048,4.30312713165551e-05,0.000263400768101336,0,0,0,0,NA,NA,2.58713892507069,0.0357814705263006,0.0890183619685812,-0.0532368914422807,0.887275356936069,0.978653450279076,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,2.53070462136873,NA,NA,NA,NA,NA,2.80247144639373,0.0724652439452087,0.468911681863374,-0.396446437918166,0.99987686712293,0.999989875876421,2.74237590931996,0.0273752134963095,0.22702176880524,-0.19964655530893,0.999995435458667,0.999999728243791,2.24367840190393,0.0244395518862624,0.0534662104857119,-0.0290266585994496,0.96759295672342,0.999662782356121
