,logFC,logCPM,PValue
LBP,10.0507639791077,7.42848976884961,0.000315215489041505
SPRR1B,8.63588143146248,6.09404239845005,0.0190760101540361
TNF,8.60224293125487,6.06373580450356,0.0205742046035355
NOD2,8.41306773804807,5.89205748571921,0.030828463364195
SAMD4A,8.02851608947579,5.55136936167063,0.0609499216424483
ZNF30,7.95518042959174,5.4887416505249,0.0687004535773626
BLMH,7.92321375902938,5.458983005614,0.072483605382557
TMEM186,7.86676864038921,5.4112503427057,0.0773974220994785
FAM86EP,7.85994436868899,5.40491362119594,0.0781245491414989
ROR2,7.63709544685121,5.21466105504383,0.100194408311335
ZSCAN20,7.56282510552525,5.15444911884221,0.108409015599679
LRRC29,7.51428255943056,5.11451825093975,0.114270101317193
PRDM1,7.5080198912175,5.10737140614986,0.115031543049531
LAMB3,7.38478035330486,5.00686673977638,0.128951497518787
IVL,7.34731683033838,4.9768815784337,0.132198939416741
OLFM1,7.32671895267059,4.9596966536601,0.133711189634139
STAC2,7.3185959493401,6.01804436902484,0.0391726473197547
FFAR2,7.28256645476039,4.92532630596389,0.137394364714079
NPTN-IT1,7.28077955603634,4.9215916835647,0.137610790920598
E2F7,7.27087851231777,4.91719166121198,0.138461629005607
ELAVL2,7.23468633932312,4.88610940776325,0.141520757629135
NEK10,7.22607898605948,4.87926318851345,0.141932423711601
PEG10,7.21356611729213,4.87139191245465,0.143036157700074
PRSS3,7.18917921112936,4.84988451645444,0.145643972515927
CLDN19,7.17405229337701,4.84002812863294,0.146919016394373
FLJ38717,7.16400235449463,4.83207915733959,0.147418180280093
FAM222A,7.15597155734015,4.82337022051218,0.148642655516763
AC010524.2,7.13488794875638,4.80662865047664,0.150400248573554
SERPINA1,7.11450694167618,4.78962538506795,0.152204314533955
PLAC1,7.08097781839239,4.76685452293185,0.155149629990006
NEURL4,7.07374406117945,4.75914316595887,0.15566707229539
ENDOU,7.058882646621,4.74738667300632,0.157203200722283
UAP1L1,7.02775662625905,4.72117812162584,0.160532818234266
ZCCHC11,7.01436982486857,4.71135950517232,0.162005178461858
PIGR,6.99837274719738,4.69898820331066,0.163680985582113
CD36,6.98148052030448,4.68975687862423,0.164340857091002
LTF,6.96583646481583,4.67392222882977,0.166302336369647
ZNF569,6.96028252130278,4.67189946361545,0.167283070395209
LOC100507642,6.957632064558,4.66948950536403,0.167459229510352
GPR156,6.95048609078075,4.6619251905575,0.168014397716707
PRELID2,6.94270524027799,4.65706272949342,0.169223764520582
ZNF818P,6.91790622415462,4.63822485858512,0.171498011952041
CDKN2D,6.9111189599121,4.63596108007258,0.171668603160538
OTX1,6.89847647568263,4.62244250110882,0.173581442704004
CFI,6.89847647568263,4.62244250110882,0.173581442704004
DCHS1,6.86973788279221,4.60219953121539,0.175345219109805
A1BG-AS1,6.86973788279221,4.60219953121539,0.175345219109805
MYBL1,6.76168537781005,4.51940296573158,0.18205668156393
EFNB1,6.7578098085993,4.51727240281283,0.182106145391053
KRT40,6.75659144171647,4.51749737023998,0.182100921122308
APOD,6.73780395100691,4.50261904110517,0.183473840571897
S100A7,6.71640508077769,7.31063441748283,0.00623153570572878
STX11,6.661074139738,4.4467246615721,0.189133613632806
PIK3AP1,6.65192964207481,4.44318373650722,0.189218121025475
IFIT2,6.648236590635,4.44053400860517,0.189281412395405
TRIM22,6.63434322182827,4.42622413664934,0.19077288362191
CLEC2B,6.62912993095695,4.42644158884314,0.190767659635168
SDR42E1,6.61348908448443,4.41112978571533,0.19231249215927
MX2,6.61159489750263,4.41145463335733,0.192304644241575
JAKMIP3,6.58385995709094,4.3908744390374,0.194008094244654
ZNF367,6.54559987405558,5.35286350862923,0.124127693159291
RNF157,6.52076697948029,4.34409167338726,0.197655321620486
SYNDIG1L,6.50444200932534,4.33318838964142,0.199223284136463
KIAA1107,6.50323788261924,4.33400882340906,0.199202917894201
C3orf70,6.49717098371313,4.32738926674332,0.199367369684405
IL32,6.48806831918105,4.32300333955219,0.200807998233549
ACPT,6.48160746856872,4.31708051539557,0.200955788126039
ACTL7A,6.45884251467153,4.30282465204066,0.202679280979245
ZNF878,6.44878874290009,4.29339173917012,0.202916415336556
MIR17HG,6.44524796214811,4.29186809728169,0.20295477527149
PIM1,6.41968664020057,4.27554203399582,0.204770745790793
SELPLG,6.4108518841525,4.26764599512125,0.204970974600104
NXPH1,6.39687239270256,4.26244670618797,0.206545301493296
C16orf95,6.39463626107481,4.25772193898793,0.206665663786369
ZNF620,6.37303019499345,4.24084111577872,0.208579642686624
DYNAP,6.36213325733239,4.23854655056108,0.208638506059749
ALDH1A1,6.35604511949805,6.20980948159283,0.0537117832994436
SFMBT2,6.34481810638673,4.22483990216615,0.210515727299657
KDM4D,6.32653685839705,4.21424107507852,0.210789507951846
FGF11,6.32573877255342,4.2102829908515,0.210891952393474
KLHL38,6.3084037554524,4.20193197204852,0.21267776658449
P2RY1,6.29307214405177,4.18629926026987,0.213084953305879
