,logFC,logCPM,PValue
SGTA,11.0361101313117,7.40519861267028,0.0361354378958718
NPNT,11.0208175913568,7.3901002616213,0.0373317189492386
SCYL3,11.0031065597767,7.37263194395243,0.0387656952331605
CEP290,10.660696503783,7.03513272089074,0.0739441709875898
ELL3,10.5489587607712,6.92559234801007,0.0889317883971478
BHLHE41,10.3671043126287,6.74678104694945,0.117785806867173
PIP5K1B,10.2780794750759,6.66004233318586,0.133835183910516
CXCL6,10.2623927673785,6.64598276442146,0.136630610236794
LINC00260,10.2374182425172,6.61975733055369,0.141649912008658
ERCC-00120,10.1856162062652,6.56908460408142,0.151998205199671
TMEM106A,10.1555459370279,6.54054140570108,0.158056226579469
TMEM136,10.1500191765228,6.53428643122587,0.15938644707683
LYRM1,10.1494976684435,6.53417916286348,0.159405526684929
OXSM,10.1290857608044,6.51448064712064,0.16384389063369
INPP5F,10.1205651705312,6.50628966997374,0.165563844070461
ZNF28,10.0797729162644,6.46568320408269,0.174782891818935
DECR2,10.0635118426638,6.44992730098366,0.178284343697308
HCAR1,10.0376311278126,6.42455477924711,0.183409237877742
FUT2,10.0180085020398,6.40542666869031,0.186616090357126
TRIM62,9.92641251619514,6.31702359061046,0.202139601408675
ABCC4,9.91568423423858,6.30578757906774,0.204258795849558
GABBR2,9.89431955952044,6.28500682500775,0.208020274542142
OBFC1,9.88262240971235,6.27464123486773,0.209767112486466
STK32C,9.87263402930944,6.26392247021095,0.211885424180065
SBF2-AS1,9.85001284491833,6.24265032178887,0.215840441944397
PHGDH,9.82826082488947,6.2208065546061,0.219942908165447
PRIMA1,9.82826082488947,6.2208065546061,0.219942908165447
ZNF23,9.82826082488947,6.2208065546061,0.219942908165447
F2R,9.80555219823627,6.19875575205296,0.224143853288203
ZNF251,9.78248075184187,6.17636281377613,0.228465719038904
SESN2,9.74143323942053,6.14010687462392,0.235668321562415
ZNF487,9.73520170633209,6.13050689210271,0.237492060658027
ZNF16,9.73520170633209,6.13050689210271,0.237492060658027
ALDH1B1,9.73520170633209,6.13050689210271,0.237492060658027
NOXA1,9.71688470640725,6.11337926231618,0.240853995373775
ZSWIM3,9.71096876437896,6.10702076248517,0.242207143886868
ZBED6CL,9.71096876437896,6.10702076248517,0.242207143886868
FANCC,9.7084455252878,6.10740170277964,0.242147947903658
DDX20,9.68632223550165,6.08314613464306,0.247064401709695
TTC4,9.63573022809317,6.03417846193813,0.257230106557724
NDE1,9.62119264619027,6.02087875624067,0.260202047678687
BAMBI,9.60975369901802,6.00905723477298,0.262551792803964
ABLIM2,9.60975369901802,6.00905723477298,0.262551792803964
GALNT18,9.58521554937029,5.98698074476521,0.267458094257911
PRTFDC1,9.58330136758521,5.98349104752466,0.268042188430274
KHK,9.58131562570297,5.98295317874489,0.268132317339947
FRAS1,9.55300486305259,5.95593506990721,0.273969186752754
ZNF823,9.52889729422063,5.9309587551472,0.279560216015098
STRIP2,9.50226565454794,5.90729535298609,0.28501920890013
MROH7-TTC4,9.50090694330129,5.90395785868399,0.285604633377718
SLC8B1,9.49878625533938,5.90922992633112,0.284680366364395
LOC101926959,9.48355130772184,5.88848520682851,0.287599732487207
ELMO2,9.47795866729764,5.88782289071508,0.287594477594307
KCNC1,9.47233063289735,5.87644228132419,0.2879665062556
ADCK1,9.47233063289735,5.87644228132419,0.2879665062556
LINC00673,9.47233063289735,5.87644228132419,0.2879665062556
MCM9,9.47233063289735,5.87644228132419,0.2879665062556
GPR39,9.44316632477105,5.84839203235218,0.289152728872464
ZNRD1,9.44316632477105,5.84839203235218,0.289152728872464
TRIM16L,9.41644002818038,5.82594929534856,0.290418268395243
SPAG4,9.41340021847494,5.81978593402837,0.290368354823188
CACNA1B,9.41340021847494,5.81978593402837,0.290368354823188
CD160,9.38300695234111,5.79060152577412,0.291614748770418
KLHL25,9.38300695234111,5.79060152577412,0.291614748770418
ZNF502,9.38085352776372,5.79038477412535,0.291612975538183
PLCD3,9.353651265153,5.76489860007407,0.292927072379285
RNF144A,9.35195952681716,5.76081495849673,0.292893369560902
LRRC3,9.32022916031625,5.73040087781187,0.294205778951461
TMEM186,9.30067818888379,5.71325091060517,0.295129571383637
RHBDL3,9.28778512885081,5.69933229473491,0.295553651360271
ZNF160,9.28778512885081,5.69933229473491,0.295553651360271
HMGB3,9.28778512885081,5.69933229473491,0.295553651360271
SNHG11,9.25459458721024,5.66758044219329,0.296938784789409
ZKSCAN4,9.25459458721024,5.66758044219329,0.296938784789409
NRSN2,9.22591330903204,5.64226439342383,0.298424503905556
TMEM8B,9.22062236907348,5.63511461545389,0.298363113089332
LRRC61,9.19483257147786,5.61354860909426,0.29933970957385
TNFRSF19,9.18583076300656,5.6019019942539,0.299828719769651
TEAD4,9.17228154343402,5.59066220379614,0.300326838392584
NRTN,9.11362427370517,5.53309329345568,0.302892946226409
FAM53C,9.11362427370517,5.53309329345568,0.302892946226409
CHMP6,9.10327274670558,5.52606717645693,0.303464455135384
AKAP5,9.03761212274765,5.46084128923894,0.306151772298917
POLD1,9.03761212274765,5.46084128923894,0.306151772298917
NSUN3,9.03761212274765,5.46084128923894,0.306151772298917
ACTR3C,9.03761212274765,5.46084128923894,0.306151772298917
PLA2G4F,9.00423170471773,5.43894310177189,0.308005029427114
UBE2Q2P1,8.99804927409684,5.42331299556008,0.307861478603049
GDPD1,8.96505004448678,5.39468921833873,0.309721362341343
GJB4,8.95737068657492,5.38478354307622,0.309629145570964
SUFU,8.91551400843093,5.34519811565168,0.311650663822454
CDR1,8.88068910375035,5.31524316828775,0.314081771794314
TCF19,8.87241153875493,5.30449727419011,0.314135391970287
SNX7,8.85280227135807,5.29244029500088,0.315765387701628
LOC101928498,8.78214011890033,5.21948519358541,0.319397176062916
TEX30,8.78214011890033,5.21948519358541,0.319397176062916
APCDD1,8.78214011890033,5.21948519358541,0.319397176062916
SLC10A7,8.78214011890033,5.21948519358541,0.319397176062916
TMEM218,8.75242172488917,5.19546311775342,0.321217282871905
TMEM120B,8.73479415570444,5.17502674264561,0.322188401474318
MB21D2,8.71275766319643,5.16589599502049,0.324003657819922
TMEM53,8.68584171253961,5.12915692762642,0.325097243202236
PDCD2L,8.68584171253961,5.12915692762642,0.325097243202236
ZNF606,8.68584171253961,5.12915692762642,0.325097243202236
CEP72,8.68584171253961,5.12915692762642,0.325097243202236
LOC100129520,8.68584171253961,5.12915692762642,0.325097243202236
MFSD9,8.65319765163024,5.10345277150106,0.327076326233472
LOC100505920,8.63516994031387,5.08178335693272,0.328132876871063
ANO2,8.61668084462129,5.07582889733718,0.33009146038262
RMI2,8.61643672130634,5.07168010261222,0.330113405565823
NMT2,8.58265366576346,5.03280427653448,0.331305547235599
