,logFC,logCPM,PValue
PPBP,14.0049860234926,11.4858376245704,0.0531238495292566
CCL3,13.636926325114,11.1182554037495,0.0881703590020275
ITGB3,12.9557932536284,10.438369371508,0.0990890816822178
C6orf25,12.9259679559476,10.4086135135491,0.100970602184946
CXCL3,12.7756604566949,10.2586864593101,0.0721197571586928
RNASE1,12.7271546390582,10.210323693543,0.101050795965457
CCL4,12.6711647269327,10.154487300734,0.0719697558415229
ABCC3,12.5816968613028,10.0652621613776,0.087616039775924
PLAU,12.2035504493525,9.68843534800134,0.0874521589916003
TNF,12.1070695939889,9.59233496141293,0.0815945738918381
C1QB,11.8881197348327,9.37438564383061,0.131844948260194
C1QC,11.8159818434042,9.30260720669748,0.132656144001909
PTGS1,11.7892456250762,9.27597642434085,0.088044376996325
GP9,11.7387736444509,9.22576310731952,0.134273280701023
SERPINE1,11.6537272452454,9.14118647795391,0.135262733307319
ESAM,11.5681234613175,9.0561085176197,0.0393988234127021
CD68,11.5604854983638,9.04851212329269,0.0737840414282412
NFE2,11.5537020779005,9.04175372044447,0.111521870710157
GPR183,11.5416091556156,9.02975958381517,0.0852204231008898
CD69,11.5024712920422,8.99083722419802,0.137052315162534
ICAM2,11.4950070194374,8.98343048453105,0.0901246799055177
APOD,11.4844724325874,8.97296516641175,0.0504438591277624
RNASE2,11.4279969503968,8.91686430717275,0.108287652861815
CLEC1B,11.4039299313673,8.89294225328462,0.121711113820572
LYVE1,11.3674187847101,8.85672876359739,0.137494950660895
GP6,11.3363575283559,8.82584048034881,0.106652979931868
IL8,11.3263074287964,11.8688594075122,0.0586599096090662
DAB2,11.3176661896377,8.80729454197235,0.0909696655905514
SLC2A3,11.282101373352,8.771979422457,0.090990867615949
RRM2,11.2819721700464,8.77194542031367,0.0906873248544239
FAM65C,11.2146913429445,8.7050758190294,0.0966639007208367
MOB3C,11.0855053958371,8.57693852266519,0.0777306713720619
GRAP2,11.0259820930751,8.51791202597514,0.125557089039169
C17orf72,11.0198600826577,8.51185427795647,0.0944573743509756
TUBB1,10.9889278447119,10.5869357300887,0.110851768663872
TPST2,10.9881041482303,8.48039735200006,0.0605520227134256
PIM1,10.9693748373186,8.46186028785767,0.0195627104207997
