,Br11.10,Br11.18,Br11.1,Br11.2,Br11.3,Br11.4,Br11.6,Br11.8,Br11.9
C1orf86,3.8580506738477,4.57020169182154,5.58103285319381,6.10719912990423,4.10843716652605,4.42001620453904,6.49853124786075,5.21010906606064,4.92430611074429
SKI,1.37201470237603,4.76853236192594,4.97568210488614,4.16865492083614,0.967774308989832,1.96912187144367,5.98193317010962,3.00840964825682,0
MORN1,0,2.42655883810241,5.77873028902746,3.88748925225091,0,0,0,2.04680443405476,0
LOC100129534,0,0,0,0,0,0,4.52546856046124,0,0
RER1,7.42411715873952,5.42661764758953,7.72732457020758,7.3047253654145,8.95730835325775,7.91595124220017,6.53930437817357,8.13599045285464,8.08295762323589
PEX10,6.3006283346297,0,7.09720371289533,4.60604068470593,4.02619234968349,4.42001620453904,5.95204510272603,5.93755685219747,5.64214029109355
PLCH2,0,0,3.00547457322004,3.98742461116933,0,2.77201118331505,2.90294840608274,4.36277556523011,0
PANK4,4.72318079994974,2.83320060573328,0,6.25488146436056,6.25757369966919,6.78559828256756,0,5.69747729229411,4.49402188188269
HES5,0,0,0,0,0,0,0,0,0
LOC115110,0,0,0,0,0,0,0,0,0
LOC100133445,2.52730886067184,2.17020601574214,2.50765345445563,0,0,0,0,0,0
TNFRSF14,4.80742708924121,5.71803085251162,6.20256706199523,0,0,0,0,0,0
RP3-395M20.9,0,4.98334344580881,0,0,0,0,0,0,0
FAM213B,5.5806089704772,4.94286405140962,6.87038753122428,6.81324959273714,7.08502895039423,7.73036182690599,6.57895678824126,6.68350931008344,5.21785185108739
MMEL1,5.16763848630326,3.28572646127337,3.66872714671387,6.25488146436056,5.58000154070818,7.75003264803006,7.19122273879372,4.41665960727428,6.03565795828179
TTC34,0,0,0,0,0,0,0,0,0
LOC101929067,0,0,0,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0,0,0,0
LINC00982,0,0,0,3.07563022327984,0,0,0,0,0
PRDM16,0,0,0,4.89048419696863,0,0,0,0,5.0992777575283
MIR4251,0,0,0,0,0,0,0,0,0
ARHGEF16,7.00965591724354,0,1.11884864333125,7.56138171741588,7.84797831173967,6.23534569763452,0,6.88808753015786,4.05840147761124
MEGF6,6.0119586493746,0,0,0,3.64037238185392,0,0,4.6594796353863,0
MIR551A,0,0,0,0,0,0,0,0,0
TPRG1L,2.31347637875414,4.27646705410085,4.67843552156071,0,5.29398980957923,0,6.14931969745784,0,4.82816022366801
WRAP73,4.80742708924121,0,2.50765345445563,6.78575368137492,6.63589306676056,6.02539521063773,6.72749101607453,7.24900960339704,5.0574838095014
TP73,0,0,0,6.89272633243738,4.79509088348968,4.76753170768432,4.60444634799238,5.26988477774144,1.56443800849731
TP73-AS1,0.843307622681109,0,7.00808355072043,2.88148064607876,5.63653382102523,4.98233751746731,0,1.74369722987071,0
CCDC27,0,0,0,0,0,0,0,0,0
SMIM1,0,2.83320060573328,0,2.65707978202499,0,3.96129795912948,0,2.04680443405476,0
LRRC47,6.43911037531888,1.45966154349926,6.15591417147655,4.99021931261378,5.42814648695817,7.15372347895468,0,6.69445735095687,4.55536590162407
CEP104,5.65070276859227,4.34019345737389,4.97568210488614,2.65707978202499,5.52116336832044,5.70093079746821,0,5.08257157937645,5.61358338090832
DFFB,5.03414323195572,0,0,0,0,0,0,5.24030648837628,5.67014289600023
C1orf174,5.93913422144651,4.27646705410085,4.61086050056151,6.75772353500039,0,7.25356824154821,6.82964528044503,5.9002165776632,0
LINC01134,0.843307622681109,1.85824263088808,0,0,0,0,0,0,0
RP13-614K11.1,0,0,0,0,0,0,0,0,0
LOC102724415,0,0,0,0,0,0,0,0,0
RP5-1166F10.1,0,0,0,0,0,0,0,0,0
AJAP1,0,0,0,0,0,0,0,0,0
LOC102724429,0,0,0,0,0,0,0,0,0
MIR4417,0,0,0,0,0,0,0,0,0
LOC100287877,0,0,0,0,0,0,0,0,0
MIR4689,1.75807992347051,0,0,0,0,0,0,0,0
NPHP4,2.31347637875414,0,0,4.72662639942142,5.66399038320728,4.42001620453904,0,5.17926603625191,0
KCNAB2,0,4.34019345737389,0,2.06506563084475,0.967774308989832,4.20881251001496,0,0,0
CHD5,0,0,1.11884864333125,0,0,1.96912187144367,0,0,0
RPL22,4.48814791069996,0.90705921075679,6.74990914710401,6.17235094843194,3.64037238185392,5.10960792425769,4.60444634799238,5.76134527692405,6.66984269634042
LOC102724450,0,0,0,0,0,0,0,0,0
RNF207,2.87838610537646,0,0,2.06506563084475,2.27001571216642,0,0,2.51041665824996,0.984634069889191
ICMT,6.16350149033679,0,6.37541326861985,8.29528892713782,8.81147112767503,5.61772181193057,6.14931969745784,6.95334642112475,4.55536590162407
LINC00337,0,0,1.74134691342348,1.04370148673221,0,0,0,0,0
HES3,0,0,0,0,0,0,0,0,0
GPR153,0,0,2.17479231363065,0,0,0,0,3.14237153267426,3.67194278334819
ACOT7,6.80970045988966,5.17027626076525,4.86402071962576,7.03963998973351,6.76828714269082,6.02539521063773,4.88312957164409,7.78800565296187,0.984634069889191
HES2,0,0,0,0,0,0,0,0,0
ESPN,0,0,0,0,0,0,0,0,0
MIR4252,0,0,0,0,0,0,0,0,0
TNFRSF25,0,0,3.52927408359663,3.39966198476817,0,1.96912187144367,0,0,5.13989497101275
PLEKHG5,0,0,3.52927408359663,4.16865492083614,0,0,0,0,0
NOL9,2.31347637875414,3.40971822989597,4.02081918446073,6.17235094843194,6.49011037917301,4.20881251001496,5.11659670062274,4.46860335515537,6.53928702917681
TAS1R1,0,0,0,0,0,0,0,0,0
ZBTB48,5.13540477230622,0,4.86402071962576,3.53792971830122,0,0,4.88312957164409,4.6594796353863,0
KLHL21,7.11259046553221,5.02271799168463,6.35490653233578,6.56091183568748,0,0,7.45900055324465,5.65327170953921,0
PHF13,5.99409426261502,5.69384127087612,0,5.40595464217754,6.92402196283839,0,7.45900055324465,5.17926603625191,5.69761230526735
THAP3,4.76591880332032,0,6.20256706199523,5.03761508897867,5.79394255151046,5.48315343552474,5.36363056944324,4.46860335515537,6.13946140942462
DNAJC11,6.58944982801478,0,6.33410410136927,6.47743987900354,6.06504762460837,5.48315343552474,3.13347161369605,5.80240533087562,5.85227499905585
LOC100505887,0,0,0,0,0,0,0,0,0
CAMTA1,6.21067355591978,6.0771715392537,6.58361843335365,6.77180668189052,4.52255059110667,0,3.80313073493845,6.54521121220467,5.49334343659868
LOC100129476,0,0,0,0,0,0,0,0,0
LOC101928836,0,0,0,0,0,0,0,0,0
VAMP3,7.09593667616195,5.42661764758953,7.72732457020758,6.90555698161194,6.90112995863859,6.39379326525253,5.98193317010962,6.06112479892699,6.92355086343558
PER3,6.06426171023709,0,7.03411313079118,4.25139118580583,0,0,0,0,0
UTS2,0,0,0,0,0,0,0,0,0
TNFRSF9,0,0.90705921075679,0,0,0,0,0,0,0
PARK7,7.07908839602764,8.58954332308203,8.8899032901194,8.32901607093841,8.36963324945968,8.39342990052209,7.72066771466064,8.91447251852081,8.21713295779462
ERRFI1,2.52730886067184,0,9.23105015860842,4.66759304973827,0,7.85367440480062,9.32749398119472,4.41665960727428,7.7241347966841
LOC102724539,0,0,0,0,0,0,0,0,0
SLC45A1,0,0,0,0,0,0,2.90294840608274,0,0
RERE,4.84777444925032,5.39695749956397,6.71814913031528,7.66310909040219,7.80546197060512,7.01427809643458,7.73828630590412,5.14774918913529,8.63095792414747
LOC102724552,2.52730886067184,3.52389183682194,3.37488463660939,2.3912288507298,1.54183294072644,0,1.84471249713376,0,3.97105330384343
ENO1,11.2951515656659,8.52245138027804,10.9925680031802,10.7778109904845,11.1326716951465,11.0639533377171,10.943600851273,11.4504727581687,10.9606399012058
MIR6728,4.26795921041992,1.45966154349926,3.66872714671387,3.78011273527587,4.63781447643797,4.0903568110676,4.44191560566814,3.98882215151491,3.4313706822122
ENO1-AS1,0,0,0,0,0,0,0,0,1.56443800849731
CA6,0,0,0,0,0,0,0,0,0
SLC2A7,0,0,0,0,0,0,0,0,0
SLC2A5,0,0,0,0,0,0,0,0,0
GPR157,4.6337081726244,0,0,5.33184389944241,5.45982316543531,5.28165616703326,4.04883618003845,5.60766869311086,0
MIR34A,0,0,0,0,0,1.96912187144367,0,0.834285950287708,1.97688929324989
LOC102724571,0,0,0,4.54174470684303,2.94312368104972,0,0,0,0
H6PD,0,0,7.78211106720904,3.39966198476817,4.02619234968349,6.23534569763452,0,4.70349827627479,4.42995320548937
SPSB1,5.82250375999043,7.13991008439525,0,4.7833388332932,0.967774308989832,0,0,4.46860335515537,0
LOC100506022,0,2.42655883810241,0,0,0,0,0,0,0
SLC25A33,0.843307622681109,0,6.00615743648722,3.07563022327984,0,2.42571333789311,1.1990640901276,4.30680063087715,3.77868666613505
TMEM201,4.20722869586796,0,4.67843552156071,6.06207037401061,8.18295915795145,0,1.1990640901276,6.8688867928812,0
PIK3CD,3.02634497884694,0,0,2.3912288507298,2.27001571216642,3.48588283494556,1.84471249713376,1.35949233011302,2.55926093499899
C1orf200,0,0,0,0,0,0,0,0,0
LOC101929074,0,0,0,0,0,0,0,0,0
CLSTN1,7.47007527820804,0,6.03222147911248,5.57611217872611,7.20203179100251,8.08036454984087,6.79639113020575,7.10873887612688,6.42888918323942
CTNNBIP1,6.45225465024319,4.06642891725039,6.26983416616533,6.51141037126527,7.21136686283264,5.81738404967788,6.01121459788637,5.46151511529678,6.23629479082177
LZIC,3.8580506738477,3.62968872200817,5.0793185433476,4.329638905314,5.84281385851269,5.38591976725673,0,5.35514639873725,4.72514644042358
NMNAT1,4.0775144924767,0,0,3.53792971830122,0,4.0903568110676,0,0,0.984634069889191
MIR5697,0,0,0,0,0,0,0,0,0
LOC102724647,0,0,0,0,0,0,0,0,0
RBP7,0.843307622681109,0,5.6159214993519,5.2130105354435,0,0,0,0,0
UBE4B,5.40245818969413,1.45966154349926,5.74760528159266,6.82680349925471,6.32792335775193,0,6.59838165134284,6.7688520536254,3.67194278334819
KIF1B,7.66895945648468,5.64421025882745,6.84119796870364,6.90555698161194,6.08549831888339,5.10960792425769,6.22625204056702,4.82802740442056,7.46912113709304
MIR1273D,0,0,0,0,0.967774308989832,0,0,0,0
PGD,11.1017415651282,6.98904313633757,8.07321779740337,8.46090562303642,9.11980222337726,8.96859045906756,8.34993407707721,8.11577168984808,7.00276409875954
APITD1-CORT,4.0775144924767,0,3.79588063492644,3.98742461116933,3.84614159452782,0,0,6.7688520536254,0
APITD1,3.8580506738477,0,4.46540285174021,4.329638905314,4.26007070111535,0,0,6.90703607872363,0
CORT,2.06234119915064,0,0,0,0,0,0,2.86072345122316,0
DFFA,5.45564211355251,0,4.8047724936185,6.52810029313185,4.89115807823127,6.46693572251838,5.8903447089995,6.45795789273571,0.984634069889191
PEX14,2.31347637875414,0,2.77793079780948,4.08088364944794,5.14606679016331,4.76753170768432,5.16950351668004,1.35949233011302,3.97105330384343
CASZ1,7.43739811779184,2.83320060573328,7.94874409548473,6.31382163346515,6.78088209511051,7.95036707044538,7.50089005046762,7.77774743639475,7.6274687970249
C1orf127,0,0,0,0,0,0,0,0,0
TARDBP,7.88792230081095,3.28572646127337,7.86420905419842,8.36661995607665,7.76165452415669,7.15372347895468,7.49053115020882,6.41888531813369,5.67014289600023
MASP2,1.37201470237603,0,4.21537091401379,1.04370148673221,0,0,4.15759259333674,0,0
SRM,6.96450005535958,4.57020169182154,8.35201061401817,7.43433320642381,6.80574685571457,6.34288673448666,3.13347161369605,6.77917348938229,6.41240513866239
EXOSC10,5.5069349567907,0,6.13200951624057,7.52026293583684,7.60756449139055,6.91321484097735,6.0956534582206,5.822505289613,0.984634069889191
MTOR,5.40245818969413,3.28572646127337,7.85693568331347,7.05123335994633,7.5350688370106,7.88958964872671,6.79639113020575,4.6594796353863,6.15935502675774
MTOR-AS1,0.843307622681109,0,0,0,0.967774308989832,0,0,0,1.56443800849731
ANGPTL7,0,4.81412964080472,0,0,0,0,0,0,0
UBIAD1,4.43617049758378,0,6.24775846046066,6.71462996273876,6.08549831888339,5.81738404967788,6.94034579503324,7.34939793085217,6.09883181420956
PTCHD2,0,0,0,5.36937509888177,5.10658842486211,0,0,0,0
RP1-69M21.2,0,0,0,0,0,0,0,0,0
FBXO2,0,0,2.77793079780948,2.65707978202499,0,4.51505197721073,0,0,0
FBXO44,4.43617049758378,0,7.00808355072043,6.06207037401061,4.58133335141104,0,0,5.53644189151931,0
FBXO6,0,0,2.77793079780948,4.16865492083614,5.89008374943914,0,0,5.80240533087562,6.37886102321156
MAD2L2,4.38225022710986,0,5.22202442078976,5.89197934105533,5.89008374943914,5.48315343552474,5.26982976624249,6.62748710526465,4.05840147761124
DRAXIN,0,0,0,0,0,0,0,0,0
AGTRAP,4.5868011524303,6.34908501577056,7.88581170851857,8.01058645264452,5.55088238715192,5.22655541074288,6.98530643443925,5.91900751811003,5.0992777575283
C1orf167,2.06234119915064,4.98334344580881,0,2.65707978202499,2.27001571216642,0,0,2.86072345122316,0
LOC102724659,0,0,0,0,0,0,0,0,0
