,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_CL.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_CL.1,Patient.5_SC.1,Patient.5_SC.2,Patient.6_CL.1,Patient.6_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1
LOC100129534,0,0,0,0,0,0,0,0,0,0,0.689176506931713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100129550,0,0,0,0,6.18239295593452,5.95707420438286,0,0,0,0,0.689176506931713,0,1.83625290352412,0,6.34076875872631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM47E,0,0,0,1.27689537498251,0,0,0,0,0,0,0,0,0,0,0,5.6742825218446,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100129637,0,0,0,3.141993919775,6.41752658517171,0,1.37346791594545,1.69714186803903,0,0,1.78636704450183,0,0,0,0,0,0,0,0,0,1.11191956130249,1.95916362587443,6.15908939647142,3.29287793801317,0.761288961885244,2.25664244173703,1.10854125096693,0,0
LOC100129716,0,2.46942978306514,0,0,1.50413050867315,0,0,0,1.19247782045769,2.82169173897487,0,0,0,0,6.34076875872631,0,0,0,0,0,6.11932478562893,0.972904584827748,0,0.485457433388496,0,0,1.10854125096693,0,0
LOC100129726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC152,0,0,7.49922405812118,5.92536151539247,8.54972772839201,5.95707420438286,0,0,0,0,8.83864529803864,4.68034844398007,0,0,0,0,0,0,4.88533337994384,0,0,0,0,0.485457433388496,0.761288961885244,0,0,0,0
ZNF737,0,2.46942978306514,0.767926212721523,0,0,0,0,0,1.83628717466164,2.7044513768047,0,4.49571911629971,2.6186210330242,7.2533853831839,0,2.50935605588115,0,4.3439398932939,0,2.51148001502746,1.73233892820492,3.85589368250264,0,3.56081299583139,0.761288961885244,0,0.824442068361178,0,1.2156952551763
LOC100129935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94141182391221,0,0,0,0,0,0,1.9525735575155,0.485457433388496,1.25701585004217,0,0,0,0
HDAC6,7.73174441759678,3.86935279501855,9.50862480909783,0,6.95475415398913,0,2.88043178333614,10.3980497690866,8.7834031667247,0,4.52638593008214,9.14514199792271,1.83625290352412,11.0472007259,6.34076875872631,10.3645216428875,8.67951635713667,7.44929222934155,7.84197627688879,3.91706334818991,12.854409084802,12.4962870378128,8.18584669788832,8.0034840616862,0.761288961885244,3.46946241013623,0,10.023261482459,8.74650991723902
LOC100130015,0,0,2.17443889281608,0,2.70257110612812,0,0,0,3.32166047360343,1.91036801052915,1.50441128065414,0,0,4.53914056077319,0,0,0,0,0,0,0,0,1.03130377689581,6.50154508179753,0,1.8152421216173,0.824442068361178,0,0
FTLP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSFX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3587073609411,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100130093,0,0,2.38319884410805,8.03425764456628,5.37169150326863,0,0,0,0,0.633951882286905,0,0,0,0,0,0,7.68303075309593,0,0,0,0,0,0,4.33638520405788,0,0,4.59248705783058,0,0
MAPT-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100130238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100130264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3439398932939,0,0,0,0,0,0,0,0,0,0,0
CCDC166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM48B1,0,0,0,0,0,0,0,0,0,0.633951882286905,0,2.02858807362061,0,0,0,0,0,0,0,0,0,1.95916362587443,0.334531230128682,0,0,0,0,0,0
C17orf107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100130331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00552,0,0,0,0,0,5.95707420438286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100130417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CECR7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP14571,0,0,0,0,5.94499216304302,0,0,0,0,0,10.1478202384533,1.34484369375117,0,0,0,0,0,0,0,0,0,0,0,8.09708536407779,0,8.21434076895723,10.7517409727719,1.22422793839013,0
LOC100130522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100130557,0,0,0,0,0,0,0,5.44655424010655,1.19247782045769,0,0,0,0,0,0,0,0,0,0,0,0,1.54872100336129,0,0,0,0,0,0,0
LOC100130581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51148001502746,0,0,0,0,0,0,1.10854125096693,0,0
CXorf64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100130691,0,0,0,0,0,0,0,0,0,1.68133222698939,0,2.02858807362061,0,0,0,2.85961415941826,0,0,0,0,3.19050614948235,2.76058926383798,0,0.485457433388496,0,0,0,0,0
CECR5-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848044515947232,0,0,0,0,0
LRRC70,0,0,0,0,1.90873798039785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC69,0,0,0,0,0,6.94541577333683,1.37346791594545,0,0,0,5.97380995399192,0,2.6186210330242,0,6.34076875872631,1.3587073609411,8.67951635713667,4.3439398932939,5.86071766675293,3.37907952609912,1.11191956130249,0,0,0.485457433388496,0,0,0,0,0
EFCAB10,0,0,0,0,1.90873798039785,0,0,0,0,6.90254562765582,8.35755990906354,0,0,0,0,0,9.67775594354228,0,0,0,0,0,0,5.30022812483631,0,0,1.54948443867215,0,0
LOC100130776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34076875872631,0,0,0,0,0,0,0,0,5.56692001312345,0,0,0,0,0
LOC100130872,0,0,0,0,0,5.95707420438286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972904584827748,0,0,0,0,0,0,0
PSORS1C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C17orf110,0,0,0,0,1.90873798039785,5.95707420438286,0,0,0,0.633951882286905,0.689176506931713,0,1.83625290352412,1.25737674937938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9321203237702
SYCE1L,0,0,0,0,2.22437167170613,0,0,0,0,1.07287405068531,0,0,2.6186210330242,0,0,0,0,0,0,0,0,0,4.18775689745333,0,0,0,0,0,0
LOC100130987,0,0,0,0,0,0,0,0,0,0,1.15362755386286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7orf72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSPH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSTD1,3.76656286518673,0,3.77090998179136,6.84365185029431,6.25357339117217,6.94541577333683,0,3.47139649414148,7.72665200408173,0,4.08078008376764,3.89338558874537,1.83625290352412,0,0,1.3587073609411,0,8.44515884181961,0,2.51148001502746,0,1.54872100336129,0.605906972748426,8.50552143351235,3.32697681088972,12.41170735789,7.79092265301329,0,0
LOC100131193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41653404153657,0,0,0,0,0,0
TMEM194B,0,0,0,0,6.87799053924547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF503-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100131434,0,0,0,0,0,0,0,0,6.62489263092158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD300LD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBIL5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100131496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67951635713667,0,0,0,0,0,0,0,0,0,0,0,0
LOC100131551,0,0,0,0,0,0,0,0,0,0,2.4023239106024,0,0,0,0,0,0,0,6.43738070309256,3.37907952609912,0,0,0,0,0,0,0,0,1.2156952551763
FKSG29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100131691,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25737674937938,0,0,7.68303075309593,0,0,0,0,0,0,0.485457433388496,0.761288961885244,0,0,0,0
LOC100131726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00271,0,0,0,0,0,5.95707420438286,0,0,0,0,0,0,0,0,0,0,9.67775594354228,0,0,0,0,0,0,0,0,0,0,0,0
UBE2DNL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF717,0,0,0,0,0,0,0,0,0,0,1.15362755386286,0,1.83625290352412,0,6.34076875872631,0,0,0,4.88533337994384,0,0,0,0,0,0,0,0,0,0
FAM196B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3439398932939,5.86071766675293,0,0,0,0,0,0,0,0,0,0
KRTAP25-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RRN3P3,0,0,1.26642114770696,0,0,0,0,0.642142248560006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848044515947232,0,0,4.54563803979895,0,0
FAM66E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100132111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13756195323953,0,0,0,0,0
LOC100132215,0,0,0,2.3976684741859,0,6.94541577333683,2.06414213445011,0,0,2.43682268474353,0,0,1.83625290352412,0,0,0,7.68303075309593,4.3439398932939,5.86071766675293,0,1.11191956130249,7.94550832776295,0,2.07047094303057,0.761288961885244,1.17606321257009,0,0,0
LOC100132247,0,0,0,0,1.50413050867315,0,0,0,0,2.28174858552841,0,1.34484369375117,0,1.25737674937938,0,5.38122718662729,0,0,0,7.69967712595598,2.99421434546041,5.26861195449167,0,0,0,1.8152421216173,0,0,2.92839573478099
KIR2DS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100132287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEKT4P2,0,0,0,0,0,0,0,0,0,4.86504320929989,9.57743674627601,0,1.83625290352412,7.19980674351312,6.34076875872631,0,7.68303075309593,0,7.65022918842124,0,0,0,0,4.12111636384014,0,0,0,1.22422793839013,0
KIAA0664L3,0,0,0,0,1.50413050867315,5.95707420438286,0,0,0,0.633951882286905,9.76274453877637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100132354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP4-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM157B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBPF10,5.90316471391709,0,8.75900431718639,10.0399092313027,7.93275278810076,5.95707420438286,1.37346791594545,9.32096852474095,1.83628717466164,4.04007519380172,0,0,1.83625290352412,1.25737674937938,7.33184133868637,8.30851968193766,0,0,0,15.0717470296497,10.2937437435226,9.62659685893681,10.7662423522692,8.3915652199886,7.87784521311818,0,7.1775544575289,10.1303423065826,10.1956905624257
FCGR1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM99B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP4-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3439398932939,0,0,0,0,0,0,0,0,0,0,0
GOLGA8F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XGPY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100132707,0,0,0,0,6.65951428854914,6.94541577333683,0,0.642142248560006,0,4.08767401685795,0,3.35616642721074,1.83625290352412,0,0,0,0,0,0,0,0,0,0,2.96356751014738,0,0,0,0,1.2156952551763
CYP4F30P,0,0,1.26642114770696,0,6.41752658517171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848044515947232,0,0,0,0,1.2156952551763
DCAF13P3,0,0,0,0,0,0,0,0,1.19247782045769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100132831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485457433388496,0,0,0,0,0
LOC100132832,2.7234076295416,0,0,0,4.13165779175423,0,0,4.1092519019183,0,1.68133222698939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPH3P1,0,0,0,0,0,0,0,0,0,7.99340591060872,0,0,1.83625290352412,0,0,1.3587073609411,0,0,0,0,0,0,0.334531230128682,1.92607834906031,0,0,0,0,0
FAM66D,0,0,0,4.23186397051145,0,0,0,5.60451055036348,0,5.79777006740738,0,0,0,1.25737674937938,0,0,0,0,0,0,0,0,0.834228102129192,0.485457433388496,0,0,0,0,0
FAM25B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM27C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8DP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXorf49B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM95B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100133050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334531230128682,0,0,0,0,0,0
FAM27B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2Q2P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972904584827748,0,0,1.25701585004217,0,0,0,0
LOC100133161,0,0,0,0.77533276569841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85562061710453,1.95916362587443,0,0,0,0,0,0,0
SPANXB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM66A,0,0,0,0,0,0,0,0,0,0.633951882286905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485457433388496,0,0,2.84132920270062,0,0
LINC00240,0,0,0,0,0,0,0,0,3.65180299241686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485457433388496,0,0,0,0,0
SBF1P1,0,0,0,0,0,0,0,0,0,0.633951882286905,1.15362755386286,0,0,0,0,0,0,0,0,0,0,0,2.960726343521,0,0,0,0,0,0
LOC100133308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25701585004217,0,0,0,1.86594004333891
LOC100133331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67951635713667,0,0,0,0,1.54872100336129,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22422793839013,0
MRPL23-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100133612,0,0,0,0,0,0,0,0,0,0,0,1.34484369375117,0,0,0,0,0,0,0,0,0,0,6.04397737148438,1.13756195323953,0,0,2.2792485107954,6.13930171326806,1.2156952551763
LOC100133669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26330548750524,0,0,0,0,0,0,0.485457433388496,0,0,0,0,0
LOC100133920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD24,0,1.70890420617023,13.1355824162739,12.3149331217391,11.5692060746745,9.52059042647832,0,10.8797409783905,6.26381394984266,12.3218123090909,11.956602295359,13.7473432231788,6.13774885111942,11.92058384825,10.0246836965761,0,9.99933169779167,5.8807458634218,4.88533337994384,0,0,0,1.03130377689581,9.65295195886325,0,1.17606321257009,9.58712509426661,3.37213404013521,1.2156952551763
LOC100133957,0,0,0.767926212721523,4.80942587223382,4.4672906700395,0,0,5.2480246586356,5.30609739921349,4.4573827261577,7.0314496555514,2.83998115155058,0,0,0,0,0,0,0,0,5.45842206339731,0,0.334531230128682,6.90459032270973,0,0,0,0,0
LOC100133985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65658914481871,0
LOC100133991,0,0,0,0,0,0,0,0,0,0,0,0,1.83625290352412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100134229,0,0,1.93027608846896,0,2.70257110612812,8.74438518392977,1.37346791594545,3.85354420514437,5.67616931004995,0.633951882286905,0.689176506931713,7.91435029087671,1.83625290352412,7.84831053304796,0,14.9760118979809,8.67951635713667,0,0,0,9.7033392218033,0,0,0,0,0,0,1.22422793839013,12.444530418949
LOC100134259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100134368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100134713,1.92681716332862,0,1.26642114770696,4.69518472729797,2.70257110612812,0,0,5.62103954118315,0,4.75141378530107,3.65934181591033,2.02858807362061,0,0,0,2.04582942277881,0,0,0,0,0,0,0.334531230128682,5.439727788392,0,0,5.86859614967012,0,0
LOC100134868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33184133868637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2Q2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91839285036296,0,0,0,0
UPK3BL,1.26368182533138,0,0,0,0,0,0,0,0,1.07287405068531,0,0,0,0,0,0,0,0,0,0,1.73233892820492,0,0,0.848044515947232,0,0,0,0,0
HDAC5,1.26368182533138,0,8.49803869702871,2.3976684741859,0,7.52647109999157,2.88043178333614,4.85958406036349,3.12311918185579,9.05485165777515,0.689176506931713,6.93854590621481,2.6186210330242,10.2712980617523,7.91381571415406,13.0831486466967,9.67775594354228,6.28964918143899,5.86071766675293,8.67975495214341,12.7744049939064,13.0872441586604,0,3.35059386450388,13.3412560710573,0,0,12.4171023646047,12.8099686640993
C17orf99,0,0,0,0,0,0,0,0,0,0.633951882286905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51413046853537,0,0,0,0
LINC00029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100144603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100144604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824442068361178,0,0
KLLN,0,0,0,0,0,0,0,0,1.19247782045769,0.633951882286905,0,0,0,0,0,3.37675125567388,0,0,4.88533337994384,4.30802510407008,2.49705566164505,2.27832775377154,0.334531230128682,0,0,0,0,1.22422793839013,0
PDCD6IP,0,0,8.23074800032292,7.72053508571584,6.46328716722619,6.94541577333683,0,1.4232739995641,4.87183797216947,4.56219405747914,5.72930390320389,0,0,5.55120893972436,0,0,0,7.28039872706037,0,2.51148001502746,0,0.972904584827748,6.92250796862682,5.77093420314227,0,1.17606321257009,7.6868234716599,0,0
KRTAP20-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU4ATAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6ATAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53951656871727,0,0,0,0,0,0,0
SCARNA9L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26330548750524,0,0,0,0,0,0,0,0,0,0,0,0
PDCD6,12.7680938624767,5.96038091048418,11.3774665576054,8.56819597087118,8.24369897273908,9.10620752035446,0,6.75599798638882,9.79643791372624,10.0602212159838,6.65556872170973,9.75391031823403,4.43072084888206,10.3851861376332,10.6456872482567,2.50935605588115,7.68303075309593,0,0,0,0,0.972904584827748,3.09896875014673,9.03518091211689,7.54354349613726,3.76510339291839,10.0389931333437,1.87680482549574,1.2156952551763
PRINS,0,0,0,0.77533276569841,0,0,0,0,0,0,0,1.34484369375117,1.83625290352412,1.91884921017826,0,0,0,0,0,0,2.49705566164505,0,1.8518694301372,0.848044515947232,0.761288961885244,0,0.470328647579054,0,0
LOC100169752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PATE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEG3-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAR-A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAR-A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAR-A13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCL2L10,0,0,0,0,6.04869505061959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAR-B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAR-C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAR-C4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAR-E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAR-H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAR-I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAR-C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAR-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAR-G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRRM5,0,0,0,0,7.14460781712547,5.95707420438286,0,3.90844025402477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3785775435324,1.62527656915657,10.0365051596735,0,0,0
C19orf69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C17orf96,0,0,0,1.27689537498251,0,0,0,2.29998129864663,0,0,0,10.6489937369255,0,0,0,0,0,0,0,0,0,0,0,1.3785775435324,0,0,0,0,0
LOC100170939,0,0,0,0.77533276569841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69432688884865,0.485457433388496,0,0,0,0,0
BCL2L11,0,0,0,0,0,0,0,4.15537239693457,6.92875208969815,0,0,6.10352233987207,0,0,0,0,0,0,0,0,0,0.972904584827748,0,1.3785775435324,0,0,0,0,0
TOMM6,0,3.33292227538681,8.95357228699731,9.29440525242336,8.2653882376607,7.52647109999157,3.93718765502533,10.4212400988098,8.946400688127,8.31420129202051,10.2035758919091,10.9646402802946,2.6186210330242,4.14464025045391,8.32735682670814,0,9.26330548750524,8.91793055633145,0,3.37907952609912,0,2.53951656871727,11.4389948567921,9.43598554157689,1.91839285036296,7.0984120904273,5.53854294244196,0,1.2156952551763
LOC100188947,0,0,0,0,0,0,0,0,0,0,0.689176506931713,0,2.6186210330242,0,0,1.3587073609411,0,0,0,0,7.1914667817369,0.972904584827748,3.61136217040224,0,0,0,0,2.9413917072078,7.36626385293444
LINC00426,0,0,0,0,0,0,0,0,1.19247782045769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00092,0,0,0,0,0,0,0,0,1.19247782045769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334531230128682,0.485457433388496,0,0,0,0,0
DNMBP-AS1,0,0,2.17443889281608,9.03542158630559,0,0,0,0,0,0,0,1.34484369375117,0,0,0,1.3587073609411,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100189589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH2B3,12.999453161914,6.71945337302066,0,0,7.55004235327002,8.74438518392977,4.63598028521974,5.74686668187534,10.0915160665439,0,0,0,0,0,7.91381571415406,0,9.26330548750524,4.3439398932939,5.86071766675293,2.51148001502746,11.7903061627229,0.972904584827748,5.85526570862951,5.717095976921,0,0,1.10854125096693,13.6896744314839,10.7528614399098
LOC100190938,2.37940797290972,0,0,0,2.70257110612812,0,0,1.08494163435955,0,0,0,0,0,0,0,0,7.68303075309593,0,0,2.51148001502746,0,0,0,0,0,0,0,0,0
