,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1
A2M,0,0,1.2900233167856,0,0,0,0,0,0,0,0,0.00861892666858257,0,0,0,0,0,0,0,0,0,0,0,0
A4GALT,0,0,0,0,0.10528294076156,0,0.141617226092039,0.242371068767668,0,0,0,0,0,0,0,0,0,0,0.115061751107904,0,0,0,0,0
AADACL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527971891410068,0.0589440281250251,0,0,0,0,0,0,0,0
AAGAB,0,0,0.0923263934874272,0,0.197172851912781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547267330476545,0,0,0,0,0.119339315845829
AASDH,0,0,0,0.20572452875503,0,0,0,0,0,3.53336400745329,0,0.0085040566762096,0,0,0,0,0,0,0,0,0,0,0,0
AATK,0,0,0.0100365098983713,1.32916070994115,0,0,0,0,0,0,0.0436214209831415,0,0,0,0,2.37469851708523,0,0,0,0,0,0,0.00744634138271064,0.00402610318621911
ABAT,0,0.00324473916691638,0.595085030715606,0,2.72328749446261,0.00207496854438736,0.00417449978398646,0,0,0,0,0,0.286435190561752,0,0.0121456722216739,2.31871128922154,0.00139022574268555,0,0.0339171489514192,0,0,0,0.00188678925351201,0
ABCA10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205225062264545,0,0.155037979950494,0.00424883592692744,0.473760233777336,0,0,0.00372678918902214,0,0
ABCA11P,0,0,0,0,0.346965170129794,0,0,0,0,0,0,0,0,0,0,0.0191410121314117,0,0,0,0,0,0,0,0
ABCA12,0,0,0.040517966816062,0,0,0,0.137454623863113,0.0197703315430038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA13,0,0.00374815055949509,0,0,0,0,0,0,0,0,0,0,0,0.00581778624598139,0,0,0,0,0,0,0,0,0,0.000471370696478095
ABCA17P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305147719623861,0.00212921322853935,0,0,0,0,0,0,0,0
ABCA3,0.458734459332887,0,0.284581358333496,2.60454429520655,1.51543808838667,0,0.261881916819436,0,1.88596702785259,0,3.71060558745651,0,0,0,0,0,0.0636426762935325,0.380512291350619,0.488807215886674,0,0,0,0.486257514644625,0
ABCA4,0,0.0139054650637614,0.15693918306911,0,0.107730112315883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA6,0.00399044019634063,0.0169411090866851,0,0,0,0.00361120639221398,0.00726516088400688,0,0,0,0,0,0,0,0.665844632885372,5.1180067146718,0.0653265741107399,3.73184538683569,2.17224071942518,2.01193951269433,0,0.0287890970600074,0,2.65605912942241
ABCA9,0,0,0,0,0,0,0,0,0,0,0,0.00968247356981096,0,0,0,0.321244987368448,0,0,0,0,0,0,0,0.0778585148150274
ABCB6,0.246097482752785,0.0773917087049006,0.0606565650266564,4.91220763584429,47.3000793200179,2.54878610398475,31.6625732236584,1.75562578784366,2.91054553347766,79.4354858398865,4.93364798922991,0.0907781768943207,54.9179042337162,239.830538602812,119.425444144766,47.2797802692769,1083.89776204272,0.269890923368757,107.188911624372,0.212829943652388,0.121624497547916,167.999330946965,147.113645949885,7.03198344279253
ABCB7,0,0,0,0,0.00726656911784195,0,0,0,1.14776979627707,0,0,0,0,0,0,0,0,0,2.8024660827328,0,0.137968609373505,0,0,0
ABCC1,0,0.00184497473794351,0,0,0.0595567206931591,0,0.016615488562144,0,0,0,0.0305261314335827,0,0,4.86117146361978,0.00345304464728768,0.85871473666157,0.237937259128623,0,0.00192854586391623,0.00112749910261736,0,0.0263363700021018,0,0.0162417947033658
ABCC10,0,0,0.0242563133721792,9.40587453675378,3.06371485797671,0,0,0,0.290978826912655,0,0,0,0,0,0,0,0,2.72518910309586,1.76310211861397,0,0,0,0,0
ABCC11,0,0,0.964262519925318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCC3,0.00438735972105493,0.0434611347669997,0,0,0,0.0952897065390123,0.167743989606166,0.0259024752608292,0.035922754259612,0.0333430745770343,0.090641420906406,0.029130640521937,1.63582927713546,14.1809073889752,1542.24878402798,64.9141543642915,326.455434739627,0.0180432854242545,4.73118682020497,113.090263009042,0,0,215.579888065801,65.518250968173
ABCC4,0.000895355373268546,0,0,0,0.676232433181374,0.000810264754804637,0.00489036335474059,0.107043055066224,0,0.00170113136840437,0.0086322833300469,0.00297243412625843,0.000860396136442346,0.00098334510252476,0,1.57791011804365,2.63892093181846,0.00220932226894855,0.00132444756587421,29.2499734263546,0.00132748794724576,0.00516764496666112,1.53913695145137,9.84677719616147
ABCD1,0,0,0,0,0,0,0.0230718785739508,0,0,0.0240769203777781,0,0,0,0,0,0,0,23.4000747272204,0.149964284618448,0,0,0,0,0
ABCD4,0,0,0,0,6.69255673286582,0,0,0,14.771876446744,0,0,0,4.75488399785226,0,0,0,0,21.7603312616771,0,0,0,0,0.0466675352101647,0
ABCF3,0,0,3.92101529476108,0.133419860595837,19.8022003597324,0,54.2492555120085,0.0232940710366038,23.259814763336,17.4514997911935,88.4695818151105,0,8.43228277221167,0,0,0,0,0.155772568237995,66.8620521507609,0.0682437567058288,0,0,0,0
ABCG2,0,0,0,0,0,0,0,0,0,0,0,0.00887582889904535,0,0,0,0,0,0,0,0,0,0,0,0
ABHD13,0,0,6.88146453358059,0,8.52696839028463,0.0287935102571671,36.8131596256017,0.0704421172839925,0,0.0604512823919508,0,0,0.657361972008565,0,0,3.0811651065354,0,0,0,0,0,0,0,0
ABHD15,0,0,84.2078923411836,70.6214552402251,0.118329752026196,0,0,0,1.27254004550105,0.14764457275729,0.160545648937337,0,7.84092654117114,0,13.1724512568749,0,0,0,0.402330028839706,0,0,0,808.574647495393,0.968096052305179
ABHD2,0,0.00310587982904798,0.00486853191299806,0,2.5198523375492,0.0039723396035228,0.00399585113270303,0,0.47620848359712,0.0125097472130641,0.33855957068297,0,0,0.00482086956334552,0,0,0,0.0018052079672825,1.4479683013678,0.0018980621512424,0.0325401846419627,0.0158340534963188,7.41200328610602,0.00585897250506726
ABHD4,0,0,0,0,0,0.0152358769891292,0.183912663270015,0.0124246450468305,4.92808719466953,1.21551957983051,0,0.0279461993363408,0,0,0.0445910296857882,20.6348371392349,0.0306240426535214,0,0.224139184942938,0.0145600046020261,0,0,0,65.1089977851702
ABHD5,0,0,9.2380319905119,0,4.18133388714394,0.0154668435630105,13.7743603008103,0.0462476485693627,1.32941378530659,0,17.9608517859913,0.00945661554028676,0.00547459430828508,0,0.0150890008050456,0,0,0,0.0252818886509825,0,0,0,0.00468805086216473,0
ABI1,0.00440491007960859,0,0,0.162917682675533,0.355493604943931,0.00199314344457507,0.549353692846764,0.0926466977322075,0.0811495188150869,0.188305052988657,0.00303346685300341,0.00365589614879131,0.0126987598232723,0.00241889806168946,0.0175000727365732,3.61443643735716,2.39170686486691,0,0.100996906266156,0.279042423342009,0.00653088730347957,0.765881055659938,1.61664731967004,1.65411169776356
ABI2,0.00211111016783331,0.00896255698307958,0.0187319952674243,0.33016858258912,0,0.00955239792810168,0.0768714941636607,0.00467390831603947,0.125318528755061,0,0,0,0.00811472667161015,0,0.022365696960476,1.80405302073599,46.5376286983975,0,0.121790897174165,0,0,0,0,0.77396878986725
ABLIM2,0,0,1.61578806056049,0.00275392789011105,0.119050044540157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABLIM3,0,0.00299728007826621,1.49405924769159,0.00447631538271001,0,0.00383344334394171,0.0231367966340913,0,0,0.579471992524937,0,0,0,0,0.039267851220287,0.302179796289744,1.89548005732709,0,0.0187982804720087,0.0119060160763945,0,0,0,0.00565410850874111
ABO,0,0,0,0,0.893699761432413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABR,0,0.00633352860291421,0,0,0.204449516976229,0,0.277044354703978,0,0.0274835991351104,0,0,0,0,0,0,2.50616211943054,0.843940172210588,0,1.33401383672015,0,0,0.0290600063798263,0,0
ABT1,0.732658943634677,0,98.8435736265524,0,0,0,0,0,0.409012722627864,0,0,0,3.96829424400227,0,0,0,0,0,2.06903477588724,0,0,84.2841665620678,0,0
ABTB1,14.1057496727978,0.133970655301576,0,0,4.61295011277693,70.6226922523187,28.9563365183951,2.37540057792086,12.402129738909,21.7639481680463,2.52086068381064,0,10.9470942810927,0,0,0.676499083896429,0,0.0519111937451858,9.56933669788847,0,0,0,92.1590584610535,0.0561608897461484
ACAA2,24.2815408823501,0.168385212890448,0.017596490694134,1.55915391748582,1.18374420214069,36.5825383751623,0.0144423326227011,0,0.259800084787248,0,0,0,1.66177573988303,0,0,0,0,0.00652462092575702,4.13042653695902,6.64755974432486,0,0,0,0
ACACB,0,0,0,0,0,0,0,0.00736378445745636,0,5.91493578130028,0,0,0,0,0,0,0,0.00273573576127428,0.784750839686129,0,0,0,0,0
ACAD10,0,0,0,0.367528021284565,0,0,0,0,0,0,0,0,1.14930198400356,0,0,0,0,0,0.971208113600508,0,0,0,0.00292041539268722,0
ACAD11,0,0,0,0,0,0,2.49044910336954,0.0127783325608176,0.136709365051615,4.36132543963737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACAD9,4.491742267569,0.0321438664028911,0,0.168019430812732,1.74666086778325,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90638918883675,0.00245546590547827,0,7.1694135347982,0,0
ACADM,0,0,0,0,0,0,0,0,3.27799626945557,0,0.00550034451203238,0.0198868383532741,0,0,0,0,0,0,0.295370433020408,0,0,0.00576228750320869,0,0
ACAN,0,0,0,0,0,0,0,0,0,0.00666193860418824,0,0,0,0,0.037147514086168,0.00259202259473271,0,0,0,0,0,0,0,0
ACAP2,0,0,0.00332369676989064,0,0.155144374488858,0,0.00818377967325498,0,3.17741829702371,0.0455481388336145,0.00206367093011707,0.0174097719868685,0,0,0,0.00221522990564878,0.000908476205769578,0.00616198475953184,0.707030669061892,0,0,0,0,5.21315138399324
ACAT1,0,0,0,0,18.883449880096,0,0,0,5.29400723884326,0,0,0.0270854260165467,0,0.00896044113741016,0,0,0,0.020131795128338,2.55855090720837,0,0.0362890227897918,0,0.0067137050379189,0
ACBD4,0,0,0,0.0460189649555368,0.397872424134363,0,0,0,0,0,10.7064165556338,0,0,0,0,0,0,0,0,0,0,0,0,0
ACBD5,0,0,0,0,0.04100653258667,0,0,0,0,0,0,0.217919247810452,0,0,0,0.00248842611826557,0,0.00276876793273204,0.0149384234272462,0,0.239563453460642,0,0.0637111437863056,0.00299543237950015
ACBD6,0.0734991120409258,0,2.8532070706265,1.35006223373107,0.368671930908144,0,3.08956446580419,0.00319066499520238,3.00233686924954,0.00205359873552795,0.321557862312802,0.01435324061739,0.00103866664895402,0,0,0,0,3.43787215748144,0.0255818817718099,0.000467378513013546,0.00320507589305056,0,0.000889439802281162,0
ACBD7,0,0,0,0,0,0,0.0345167515031236,0,0,0,0,0,0,0,0,0,0,0.0155936527034727,0.0280443133939413,0,0,0.0820661338476678,0.530429639922405,0.60732802490839
ACCS,0,0,0.0305469005393089,0,0,0,0.0501427819728098,0.0101625345954253,0.0281877487962191,36.6027843707826,0.0189664566332336,0,0,1.67875567545506,0.0364725012360056,6.71859560419171,0.367377021953464,0,0,30.820794573429,0.0204168690182555,0.0198696964887838,0,67.3589132748529
ACD,0,0,54.1931424935707,0,3.25505336636395,0,0,0,1.87529175642639,0,95.6874102390776,0,3.66821023111751,0,0,0,0,0,12.7614191968416,0,0,0,0,0
ACER3,0,0.00430104218248137,0.0101129610338047,0.173432632610396,0.0323959589397851,0.00962661210091869,6.64570961929635,0.508030945779006,0,0,0,0,0.0394285403730659,0,0.00402490353405329,4.0733553068977,0.225743537067637,0.00124993174926111,0.57322277100765,9.53798272760478,0,0,0.00125051040335545,2.55711813417404
ACHE,0,0,0,0,0.220045871246421,0.588489022890716,10.1950764069015,1.51969785245722,0,16.8854202141779,0,0,0.972065200615104,0,0,0,0,0.29715067995543,0,0,0,0,0,0
ACO1,0,0,0.534134972198505,0,1.48850685985237,0,0,0.0185656063418179,0,0,0,0,0,0,0,0,0,0,0.207332313166772,0.00155402722778231,0.0213136678996833,0.0103712305704361,0.00295737530017384,3.53698747952989
ACO2,6.53618371312504,555.796740145027,0.446439408837207,0.1570508846138,1.43327153688839,0.0112079842610502,4.25605663305625,0.406727986015178,2.54148050094547,3.05313342376943,7.97035234432508,0.00513952302419745,0.407623854694256,0,0.0164012731022613,0.00228884605116943,0.00563199920023136,0.00509340703581376,4.45644122044359,0,0.436108714302248,0,0.00509576502122951,0
ACOT13,0.119353720007688,0,0.470680908904192,11.4773198409127,2.68573999622538,0,0,0.0734011307565452,9.75885212286685,0.705494918786609,0,0.0110065257338867,0.00637186347272212,0,0.0175620416154019,0.455855258267722,0,0.0218155324332253,7.89584583288232,0,0.00983102039080449,0,0,18.0315117460197
ACOT4,0,0,0,0,34.1271758752765,0,0,0.239014042526878,0,38.2743808383748,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOT6,0,0.0399030715462705,0,0,6.18283870365656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOX2,0.0235326363885296,0,0.50461537429928,0,0,0,0,0,7.46635567921453,0,0,0.0130207538389185,0,0,0,0,0,0.00645196051292158,6.34710936049052,0,0,0.0113184397331822,0,0
ACOX3,0,0,0,0,1.87757736325817,0,0,0,0,0,0,0.00562295205141941,0.00325522182490324,0.00372038681204005,0,0,0,15.2379967213769,3.55273767720805,0,0,0,0,0
ACP2,0,0,0,0,0,0,0,0,0.0537457367717998,0,6.11162269925589,0,0,0,0,0,0,0,8.85547376501889,0,0,0,0,0
ACP5,0,0,0,0,0,0,0,0.470804891588248,0,0,0,0,0,0,0,0,0,0.0477026620535625,0.0857905732412174,0,0,0,0,0
ACRBP,0.0538935429209988,0.152533946928103,0.119550083923023,4.95472003462879,1.47716196107076,0.341402171148161,8.04590715172683,0.835226117490912,0.275792934364375,0.204790185337639,4.89906128558944,0.447294479226023,0.129473160861093,1247.10057395735,98.1343351807423,576.30282706552,474.094111724497,0.0221640494345896,1.8335970263763,1209.3079046063,0,0.0388815860336193,1307.95169004896,1169.98311724888
ACSF2,0,0,9.35221151309635,0,2.27137127063901,0,0,0.0114669008263866,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9953783663277,0,0
ACSF3,0,0,0.014769752664849,0,0.527208363660134,0,0,0,1.77859462683985,0.0126503482321814,0,0.0055260762767633,0,0,0,0,0,0,0.743611930403913,0,0,0,0,0
ACSL3,0,0.00852726307605521,3.34834935757062,5.68623069408717,4.89053046484886,0,0,0,8.59704211624279,3.8982474985344,0,0.0150033396773975,5.81072427339472,0,0,0,0,0.337024263077638,2.13478787250317,0,0.00893398103784592,0,0.0223134014099427,0.00268099017862929
ACSL4,0.00462019416314465,0.00326911357596072,0,0,0.858299646014539,0.0041811113246398,0.00420585853427612,0,0,0,0,0,0,0,0.0183553653652123,6.02304706446924,0.00700334543898416,0,0,0,0,0,0,0
ACSM1,0,0,5.10169376044306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM3,0,0,0.00597182464503545,0.0227586771781516,0.0286953027925464,0,0,0,0,0,0,0,0.0168155183800355,0,0,0.129356369572115,0,0.462788494520684,0.00199114655036786,0,0.00199571739562873,0,0,0.00479114402802925
ACSS1,0,0,0,0,5.25561313222091,0,0.00870345614678762,0,3.37592510530703,0,4.30603213326111,0.00793513125421256,0.00459378138137673,0,0,0,0,0.0117958961862876,10.7697728751779,0,0.042525919104716,1.19330277921804,0,1.87169606429429
ACSS2,0,0,0.511110021794236,0,0,0.0695042714317404,0,0,1.65535251569782,0,0,0.0149985012777595,1.03326337165856,0,0,7.06353346924724,0.0356106363840581,0.0260118643805043,12.3768856217323,0.070328140331171,97.2127900131555,0.0651880969798283,0.00371770093363905,0.0201009419324867
ACTA1,0,0,0,0.142536943875387,0,0,0,0,86.4201548619108,0,0,0.111949230719367,0,0,0,0,0,0,0,0,0,0,0,0
ACTA2,0,0,0,0,0,0.081117200939546,0,0.00661499452631041,0,0.0170303612760119,37.9998839209102,0,0,0,0.011870335779503,0,0.00271742001163804,0,0,0.00581390959555176,0.046514101808159,0.00646678898253994,0,0
ACTB,57.3166920706186,0.847089644109791,362.169586481628,164.760697566012,139.958693607114,43.4762164370661,21.9677944487511,13.4064011099236,81.9011404498017,47.267902172987,60.5643006104472,818.277738201495,32.9296248975952,0.118187102520502,0.356271540092143,34.9970242895104,0.0734036077450899,13.2325375313916,95.1720205778042,22.3995175933146,107.875223260105,54.335953001694,0.177105866427971,18.2478770932244
ACTG1,225.542983607879,3169.94593335934,3077.41422211754,2557.46704171676,830.848328640054,53.4855641147686,811.723610619548,53.5571684499425,1080.12478773078,661.203009620363,900.142733714806,3.59593276526288,183.193661727276,1.22798643059476,0.740345786486059,15.665506657251,0.148298386959083,862.091312836756,1272.94711688986,187.522294847866,3098.25104139265,505.523469009681,186.920365348939,120.139418922761
ACTG1P4,0.449898104063074,0.955004020084647,0,0,0,0,0.409551571581665,0,0,0,0,0,0,0,0,0,0,0.555070048016654,0,0.0972701823948023,0,0.649159468514915,186.58987767573,0.20017023637889
ACTG2,0,0,0,0,0,0,0,0,28.9646506663475,0,0,0.0607713946731099,0,0,0,0,0,0,0.0135391605550729,0,0,0,0,0
ACTL6B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50075150018816,0,0,0,0,0,0,0,0,0
ACTN1,0,0.00338853282473314,2.42208796965376,1.54349379093334,1.49490863893243,0,0.139503892963551,0.00353419047233796,0.450926894826663,0.054592825728966,3.25177910697379,0.00397464841290368,0,0.00262979826301916,0.0190258786073876,3.21446224480431,8.95056215651046,4.15759827559411,0.233773446728632,0.252637205345601,0,0,0.762546382043291,4.72381572045248
ACTR3B,0,0.00373164174924235,0,0,0.481837156500649,0,0,0.00973012023086237,0,0,0,0,0,0,0.0279364813031083,8.33134749660255,0.00959305045257072,0.00216891502168683,0.140424210734205,6.54953036133923,0,0,0,3.9936964847192
ACVR1,0,0,0,0,0.131576054766241,0,0,0,0,0,0,0,0,0,0,0.57754661442686,0,0,0.181077706485564,0,0,0,0.0118508667430234,0.0016018877560572
ACVR1B,0.0666831496491381,0.00786383941555117,9.75044625391873,0,0,0.0050288231460186,0.0101171756042012,0.959618811381345,0.978227127355106,0,5.33457516573388,0,0.0480596247340973,0,0.0588716756767435,0.0164314320672903,0,24.0004424485176,1.79196976387125,35.1852372635965,0.00823891459622942,0,0,0.202737482849119
ACVR2A,0,0,0,0,0,0,0,0,0.502364999019044,0.00555106232950684,0,0,0,0,0,1.54641937787369,0,0,0.216094157302722,0.0151603945541587,0,0,0,0.0233986897638326
ACVR2B,0,0,0,0,0.626075687883427,0,0,0,0,0,0,0.0106638686859195,0,0,0,0,0,0,0,0,0,0,0,0.640267337150781
ACY1,0,0,44.4099883633701,0.909929371948218,0,0,0,26.9437751097303,2.02697682892204,10.6340896393483,0.83018483082616,0,37.4426124159464,0,0,0,0,0.0354125276778026,89.5445589736479,0,0,0,0.10628676556872,0
ADAM10,0,0,0,0.00331059145215037,0,0,0.182522691677051,0,0.830459806019918,0,0,0.00260015513324293,0,0,0,2.87636912537025,0,0,0,0,0,0,0,0
ADAM17,0,0,0,0.531024573662996,0.495124168282396,0,0.995631716700919,0,0,0,0,0,0.0106521393723129,0,0,0,0,0,0,0,0,0,0,0
ADAM23,0,0.00401872990611556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM32,0,0,0,0,0,0,0,0.00104576114767061,0,0,0,0.00705655156686956,0,0,0,0,0,0,0,0,0,0,0,0
ADAM8,0,0,5.033134658628,0.0368871562257801,2.97658949864345,0,0,0,0,0,0,0,0,0,0,0,0,20.7009214968175,3.38214846562282,0.0528293965429134,33.536844011568,0.0755510552538641,0.0143623474053154,0
ADAM9,0,0,0.170489132177941,6.33492218617884,7.95813565440424,0,0.139929080080173,10.3796492022527,0,0,0,0,0,0,0.203561244326039,20.5102671469938,0,12.6431682175489,4.09284573249048,0,0,0,0,18.3971760468814
ADAMTS15,0,0,0.119866037716248,12.0864456089391,1.91990022662502,0,5.55847781003189,0.21268152401306,0.95860896106182,0.496217589975885,0,0,0,0,0,0,0,0.0370377097515875,16.3061897443658,0,0,0,0,0
ADAMTS5,0,0,0,0,0,0.0371318334691743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS9,0,0,0,0,0,0,0,0,0,0,0,0.00485741675071905,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL5,0,0,0,0,2.68454937304827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADARB1,0,0,0,0,0,0,0,0,0.520544602521693,0,0,0.00274105426509402,0,0,0,0.0158691897312507,0,0,0.393274724831887,0,0,0,0,0
ADARB2,0,0.000636996652764126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205972190272964,0,0,0,0,0,0,0,0
ADAT1,0,0,0.0634883674344536,0,6.27570291996073,0,0,2.05584629938472,0.195283768143298,5.32904629795843,0,0,0.293367999839737,0.0209556079505957,0,0,0,0,0.395145564038997,0.00412529791406527,0,0,177.305917301811,0.152808528664242
ADAT2,0,0.0128074209108243,0.0200759014706179,0,0,0,0,0.0133579538105321,7.03966339817746,0,0,0.0450681735986483,0,0.00993968038886959,0.311613887744987,11.9086483983346,0.0109748151279341,0,0,0.00391342908030626,0,0,0,0.434881566556356
ADCK2,3.7312541228314,0.0153050767214915,0.0479820589016834,0,1.71272622721738,0,0,0.933833891784055,0,11.486559057126,0,0,0,0,0,0,0,0.00889565854387073,7.67920560891021,0,0,0.0156053303355039,0,0
ADCY1,0,0.00479074708460821,0,0,0,0,0,0,0.408847992984447,0,0.424303936230901,0.00561940411421588,0,0,0.00448316804474369,0,0,0,0,0,0,0,0,0
ADCY3,0.266968416749385,0.00353082250403982,0.011069276975419,1.51339095177574,0.0607875957296085,0,0.908511718334283,0,0.148108675572234,0,0,0,0,0,0,1.64152189774606,0,0.00205219431084903,0.616356392524042,0,0,0,0,0
ADCY5,0,0,0,0,0.0184169716092907,0,0,0.604723268002408,0,1.21504435487309,0,0,0.00726410925655666,0,0,0,0,0,0,0,0,0,0,0
ADCY6,2.61034240212198,0,0.0488643671260822,0,1.57650684693385,0,0,0,0,0.878902765717014,0,0,0,0,0,0.0651357899787349,0,0,0.276972964040089,0,0,0,0.0181268569829218,0
ADCY7,0,0.00495643169030107,0,0,2.82659829470614,0,0.0127533351410608,0,0,0.765261027232724,0,0,0,0.00384662511007352,0.0278292914789467,0,0.00212360950241415,0.0115231631216917,0.295313654682218,0.00302896953983648,0.010385669198097,0,0,11.8681116087481
ADD2,0,0,0,0,3.69140317658512,0,0.00571715195157181,0,0,0,0,0,0.079965781671932,0,0,0,0,0,0,0,0,0,0.00258403675197217,0
ADD3,0,0.0128182780102408,0.0160743361617226,0.015314859749853,0.00551707357665761,0,0.00989476738169027,0.046792471625825,0.00370822687239211,0,0.219570898369678,0.0300709191763984,0.104451375188096,72.0640831162393,2.94604803104315,8.5989047861546,0.0615110646743076,0.00447016475805276,0.00803934163350101,39.4204875297652,0.0026859322073198,0,0.0298148947623868,10.262233061685
ADIPOR1,0,0.0201089354693056,0,0,6.66436684098396,22.3882206136973,0.0258710307530174,1.58348621437088,5.61374917162056,0,0,0.0235871843604031,40.0365158226005,0,0.0752715476877872,15.4099057411749,0.00861578028596947,0,0.0210198023471663,14.2367513318165,0.0210680550807109,0,0.128624994276568,1.06214527997193
ADIPOR2,0,0,5.24169432996927,1.01158511786727,5.3013029234681,0,0.678800021358351,0.00185910423088339,0,0,0.340027451339078,0,0.447847792762339,0,0,0.204846691148782,0.00152742894060754,0.00207203970638252,2.01600819317654,0,0,0.0545235587566348,0,0
ADM,0,0,0,0,0,0,255.235218060248,0,0.222105876056956,0,0,0,37.4326964132859,0,0,0.0802110537630775,0.0657898609960475,0,10.5934377030489,0,0,0,0.0892888103752141,0
ADNP,0,0,0.0263105215152901,1.80485339417253,4.87639576857323,0.00536682969693041,6.95339029567795,0.00875314943258284,1.52954848311427,0.0112675298934034,0,0.0393761363711778,7.3629496598144,0,0,0,0,0.960936981678496,5.3863430127708,21.6971938064663,89.6765815011393,1.61728049004946,0.0244005544686152,0
ADNP2,0,0,0,0.445734828174963,0.0802864630459224,0,1.49991934261731,0.0145915945880736,6.9477964197885,0,0,0.0218801481226164,0,0.00723842332074628,0,0,0,0,1.11141854681322,0,0,0,9.07888045143315,0
ADO,0,0,0,0,65.3756927395592,0,0.977083930285814,0,0,0,0,0,0,0,0,0,0,241.510697329905,5.85475587515722,0.0870230442654217,229.854252014728,0.096795392950947,0,0.537248607296256
ADORA2A,0.0103018174412678,0,0,0,0,0,0.0187559159957123,0.0152051910704655,0,4.42348640914346,0,0,0,0,0,13.3270020285332,0.349789838608939,0.00847337097021366,0,0.0311822502349871,0,0,7.9093150268034,0
ADORA2B,0,0,0,0,0,0,0,0,0,0,0,0.0136718765893557,0,0,0,14.5031939073662,0.00499397821252986,0,0,0,0,0,0,39.5776884274881
ADORA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.209527332154,0.160126666256472
ADRA1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232480453524842,0,0,0,0,0,0.0118991200057036,0,0,0,0
ADRA2A,0.0650252417038043,0,0,0,0,0.0588455300523924,0,0,0,0,0,0,0,0,0,0.096137436279212,51.3726186054985,0,0,0,0,0,0,0
AEBP2,0,0,0,0,0.155165003351477,0.00072043770455233,0.284083121082591,0,0,0,0,0,0,0,0,0.0535533801854761,0,0,0.143669336395343,0,0,0,0,0
AEN,37.8574414180228,0.260857579560158,0,0,8.70130219669235,0,52.7738485172472,0.102026498635651,1.88660108171186,0,0,0,0,0,0,0,0.0139707270609297,0.0189520444635316,4.83995546128468,0.189305337612106,0,0.531950120033055,0,0.0205035485179766
AFAP1,0,0,0.154342660164842,0.638198366518583,0.745872105348441,0.00125931486625156,0.00253353702703489,0,0,0,0,0,0.409192118444101,0,0.0221139143975146,1.55331787247832,0,0,0.0226430453666476,5.74467298806526,0,0,0.0103059662594529,0.456924586163674
AFAP1-AS1,0,0,0.495201261070708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150101570340354,31.6707502267631,0,0,0,0
AFAP1L1,0,0,0,0.564293629237446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFAP1L2,0,0.0064922528260797,0.00508837138117951,0,1.00595143410109,0,0,0.00169283132765189,0.00469539402500059,0,0.0031593508156658,0.00380760991940211,0,0,0,0.118698233691531,0,0,0,0,0,0,0.564391181805909,9.02813251027722
AFF1,0.004895584527582,0,0.795472798109159,0.121572556181916,0,0.0365502208968528,0,0.00722574425026292,3.08396192374324,0,0,0.00406313597712753,0,0.00134417271982738,0,0.855886673472924,0.00148415708785135,0,0,0.0190520900650108,0,0,0,1.30145094231609
AFF3,0,0,0.012103769495419,0,0.233826945000845,0,0.964324818756463,0.00172575343012008,0.0295180439072494,0.414676948256589,0,0,0,0,0,0,0,0.000961707679223426,0.269237571062325,0.000168529146371338,0,0,0.000320717633467228,0
