,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1
GNG7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47320460983135,0,12.4847795884191,0,0.360126571079381,0,0,0,0,0,0
ITM2B,13.8054918558893,8.57767700128219,9.52724328881018,10.516986934465,9.69363307659114,7.61648553835534,3.25215580891681,13.5575388142947,10.2882109895413,10.1682744732487,9.38088028017854,8.37981153573561,9.09601012819036,5.37232763195234,7.25600726502207,16.6051669954712,16.5963560989079,10.6189854985814,9.01859491618401,14.5488285979591,9.30738994684209,7.00341200664454,18.4197241453092,17.6193501800351
MPPED2,0,0,0,0,0,0,0,0,8.09691896452238,0,1.07374196661985,5.66718251371805,0,12.1285562978898,4.971347266693,0,0,0,0,0,0,0,0,0
PRPSAP2,0,0,7.92064888703303,0,7.04108096335495,0,0.686284966381428,8.26773538270423,8.82352584847504,8.03967756560467,9.58768016757516,6.39274672444112,0,3.47320460983135,0,13.88160921834,0,3.89659993262038,0,9.84041444509815,0.928798629156702,10.2261911557875,0,0
ATXN3,0,4.92185271661597,0,0,7.37172108924237,6.18846102162945,8.22922771029566,0,0,0,0,0,0,4.40674300237995,4.971347266693,12.6605386353504,0,0.648076070868591,0.90246408449394,0,0,0,0,11.3431006321109
TAF9B,10.133338590602,0,1.71844714392447,9.52404380594888,7.89149333013851,0,0,0,10.003104357191,0.735804357408018,7.79067247342202,6.39274672444112,0,0,0,0,0,0,0.90246408449394,0,0,0,0,0
MAP2K7,0,0,0,0,2.31925793196232,0,0.686284966381428,0,0,0,1.40997669898968,0,0.583848766442788,0,0,0,0,0,3.34016158000297,0,0,0,0,13.4998836764288
TALDO1,13.3340799929527,7.20519442507868,3.1103744150299,9.6612314316713,10.0204190874434,15.8620536973906,11.4194650557906,15.5869524552732,7.80366417891849,9.53690409532252,11.1484022229751,6.39274672444112,11.9895953719703,0,5.94816776536613,14.851859890046,7.1702247484203,2.13831055348231,10.8663963122869,12.6654858610647,11.0649405320951,8.48463117534541,14.7886599760646,6.91398594630415
NUP153,0,0,1.71844714392447,7.54342632703757,6.7648765115855,5.39586655790974,9.69596422899549,4.13795821240506,0,0,0,0,6.5665470609576,0,0,8.63864383482888,0,1.09366428582413,7.04245843535376,14.4164828153267,0,0,0,0
TBP,0,0,0.818528852622447,2.03298832515174,0,0,0,10.7686661233661,0.677653057474106,0.735804357408018,1.07374196661985,4.13791331447149,0,3.47320460983135,0,0,7.89063094314122,0,2.63587866499256,0,0,0,0,13.0975972846769
OSGIN2,15.4272997302753,8.83082442639337,0.818528852622447,0,7.81045756943909,0,2.94494839199857,0,7.52714759970551,0,0,5.66718251371805,6.73815448713051,0,0,3.08764676387688,2.85173750034454,0,3.51488864423629,0,0,0,0,0
ACSL4,4.25544331663855,3.96867819654524,0,0,6.93920320204164,4.42973145089303,0.686284966381428,0,0,0,0,0,0,0,6.52532026021664,14.6913794300778,5.00420748682039,0,0,0,0,0,0,0
C6orf72,0,0,0,2.68075289988014,6.85467133157918,0,0,0,5.57784489691163,0,10.202437100156,4.13791331447149,0,0,0,11.5442068242044,0,0,0,0,0,0,0,0
BTAF1,0,0,0,0,6.73815974635052,0,2.01637963127089,10.669189516976,0,0,1.91158211135682,0,3.99686542829255,0,0,0,0,0.360126571079381,0,13.3213736290501,2.2062557221776,1.17394637431776,3.2677224296125,8.87904483149191
TTC9C,0,0,0.818528852622447,0,0,0,3.4257483575507,0,0,0,0,0,0,0,0,0,0,0,2.91062123794648,0,0,0.877760165335303,0,13.268441022416
C16orf86,0,3.96867819654524,0,0,0,0,0.686284966381428,0,0,0,0,0,0,0,0,12.4809986085036,0,0,0,0,0,0,0,0
PIGC,10.1216672286435,20.9627005628838,7.08102827606752,6.9533530324937,8.38468878589577,6.95780261814536,1.14943439400826,11.3624804781758,9.81041929800724,6.53628523082261,3.29852436879751,6.39274672444112,0.998329075997963,0,7.25600726502207,7.72130664476448,5.00420748682039,7.6502952828989,4.53393863543584,0,0,0,3.2677224296125,8.95550761179445
UNC119B,0,0,0,0,7.51237962577782,0,0,0,0,0,7.50938922249785,6.39274672444112,0,0,0,0,0,0,0.90246408449394,0,0,0,3.2677224296125,12.1850399439031
EVI2A,0,5.49086278725599,0,0,0,3.49516589389416,0,3.21766096289394,0,0,0,0,0,0,0,0,0,0,0,13.0522807966577,0,0,0,0
LOC100499484-C9ORF174,0,0,0,0,0,0,0,0,0,0,1.40997669898968,0,0,12.2352158996617,0,0,0,0,0,0,0,0,0,0
C14orf135,0,0,0,0,0,0,0,0,6.24682502165307,0,2.82311181191324,4.13791331447149,0.583848766442788,3.47320460983135,0,0,0,0,0,0,0,0,0,13.6222090942131
NME1,0,0,7.40732791778397,9.41553040898068,8.64052606905024,0,9.87788933208605,13.7765037558555,10.5615075807033,10.0779153662099,10.8113681728073,7.86709336279574,1.58273417171756,5.37232763195234,0,0,2.85173750034454,3.01586549552461,11.8531862747489,7.22051475306466,12.2609304525242,11.4613128993081,5.15076206981284,0
SCFD1,4.25544331663855,0,0,0,6.92742625699479,0,0,10.0436456435977,2.53512838483547,0,0,0,0,0,0,12.4052168706479,0,6.67157228993864,3.85533858468813,0,0,0,0,0
GBA2,9.06319976817902,0,4.48420177130756,0,6.79110750067139,0,5.42728046137078,0,4.534983875771,9.05509233191245,8.53795291216884,0,1.58273417171756,0,0,0,0,1.09366428582413,7.4889012649678,0,0,0,10.2503051273686,13.7706779313708
GJA4,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80942323531704,0,12.0622545328485,0,0,0,0,0,0,0,3.25433087032954
UBB,19.0643899778253,16.1396771889503,11.1545664730107,13.9488974966719,12.966588021959,19.9455643709491,14.1348067855775,19.8151721777218,13.3785590975213,14.2765849742501,14.7258277882941,10.7408896162609,15.6836628195818,13.9810165949169,9.83308290800877,15.5797748233451,8.54736320237614,12.2303185581634,11.9812247338167,6.27265932491943,8.68237473132831,13.2406995586624,11.8207741149661,12.5440079096846
ARL6IP5,0,4.92185271661597,6.58025448518392,7.06585468720888,8.55891278981333,13.9311355665265,10.5420094998511,8.54930269638579,10.6324236992295,9.66893460393711,10.7174545897596,7.64573046727078,0.998329075997963,4.96885338267809,7.25600726502207,14.716518835476,3.74818044964381,0.888005180667002,6.46532506749944,2.45656008374938,1.89183530984135,3.02128823822619,15.235019695304,15.5962352156166
LOC440944,0,0,0,0,0,3.49516589389416,0,0,1.13689425061501,0,1.68247064766758,0,0,13.112021202944,0,0,0,0,0,0,0,0.504630698863175,0,0
HAUS4,0,0,0,8.01806188218601,7.75156449933128,0,0,10.3675687870195,0,0,0,0,0,0,0,0,0,0,0.520676641899108,0,0,0,0,0
LNX2,0,0,0,0,5.3542950463017,0,3.90786117494002,0,0,0,0,0,0,0,0,12.5220541835928,2.85173750034454,0.888005180667002,7.91237818215353,0,0.537887479196465,0,0,9.14156844855561
CNTRL,0,0,0,0,0,0,0,0,0,0,10.1507914364679,4.13791331447149,0,10.7387951221765,0,0,0,0,0,0,0,0.504630698863175,0,4.17668326841082
EIF4E3,0,3.96867819654524,2.82961690382586,0,6.50449289221095,4.42973145089303,6.68265012508792,0,0,0,0.634540208895062,0,1.58273417171756,0,5.94816776536613,6.9190699585933,15.6203460571381,0,0,0,0,0,0,0
ME1,0,0,0,0,0,3.49516589389416,0,0,8.93905182841232,10.6334194976411,3.37733609049554,5.66718251371805,0,3.47320460983135,0,12.8231775055605,0,0.648076070868591,7.53019267561019,0,1.23605484403774,0,0,0
FAM72A,0,0,0,0,0,0,0,0,0,0,0,12.2137209017611,0,0,0,0,0,0,0,0,0,0,4.19081171184153,0
BTBD7,0,0,3.1103744150299,0,7.29130356098278,0,7.97357856613074,3.21766096289394,7.72816891551474,4.02702051299194,0,5.09634619115361,0,0,5.94816776536613,12.512825431859,2.85173750034454,0.360126571079381,5.38732900877711,15.0443165232166,0.928798629156702,9.99768189503442,3.2677224296125,12.6203676176544
BAALC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54105745316247,11.4397467313277,4.80397001110163,9.35992302375288,6.22307078905894,0,0
WDR24,0,12.0184623204484,0,0,0,0,2.21872144910573,7.23313962699866,0,0.735804357408018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK18,12.3304221951872,6.47473199096168,0,0,0,0,0,0,0,0,0,0,0.583848766442788,0,0,0,2.85173750034454,0,0,0,0,0,0,0
ZFP36L1,6.89050821220906,4.92185271661597,3.54726394293116,7.48236198298893,9.41662658061548,0,10.2689961227787,6.87330672191071,0,0.735804357408018,0,0,1.31992275372838,0,0,11.7685995024288,2.85173750034454,0,5.17811161981093,13.0891645383981,0,0,0,10.0148760098963
COPS4,0,0,8.96252461590231,8.19595204257746,3.31892381384557,0,0,3.21766096289394,4.89616073207739,10.2454204791466,3.45206457279618,0,6.85466606850087,0,0,8.04186680450772,13.9854283295942,1.09366428582413,8.5648799426711,12.2274113886272,2.87299233604716,12.4803218114538,4.74919836178881,0
NUDT2,0,0,0,0,3.4563969593839,0,9.10603549421502,4.6953436578178,0,0.735804357408018,0,0,0,0,0,0,0,0.360126571079381,8.46549811005544,0,0,0,0,11.1932660042831
ANO7,0,0,0,7.45083239822645,0,0,0,0,0,0,0,4.13791331447149,0,0,0,0,0,0,0.520676641899108,0,0,0,3.2677224296125,12.5000082098359
NEDD4,12.7075034660995,6.69480521881274,0,0,6.56655231389603,0,0,0,0,0,0,0,0,0,4.971347266693,0,2.85173750034454,0,0,0,0,0,0,0
HSPA14,0,0,1.33754747741868,0,7.39756073676379,3.49516589389416,6.18740903172783,0,0,0,5.26926200684551,6.39274672444112,1.80496729491802,17.6597809199452,0,0,0,0,1.45339209383777,3.31876909190812,2.05759420084595,9.38298305758859,4.74919836178881,4.17668326841082
PPM1K,0,0,0,0.826297654785786,1.58273770828451,0,0,0,0,0,0,0,0,0,0,12.9462008418552,0,0.360126571079381,0,2.45656008374938,0,0,0,0
LUC7L,13.8930560462671,6.69480521881274,5.93840173702227,0,7.67615792696594,0,4.48024633467786,4.13795821240506,6.68539418054546,9.92141581360564,0.634540208895062,4.13791331447149,4.24475990999538,10.0932799585914,18.0879501238168,8.49606289339384,6.35478711110963,0.648076070868591,5.31040874239649,11.1095821395414,2.05759420084595,8.16917687418112,15.2599875517762,7.42496560464882
GGCT,8.82489828537457,0,8.97133083254259,10.5162255348105,8.85775561725438,0,0,0,9.39591727743463,0,9.12376562635898,6.65291664993573,8.39327092936104,0,0,0,0,1.57761952485716,9.35177086827741,7.56636367598537,12.6807675263779,10.2605795918638,5.72212375598213,0
TMEM170B,0,0,0,0,0,0,0,0,0,0,0.634540208895062,0,0,0,9.45023557237006,9.93094556788068,0,0,0,0,0,0,6.44811561927846,0
POLN,0,0,0,0,0,0,0,5.66722917873644,0,0,0.634540208895062,0,0,12.2502566758199,0,0,0,0.648076070868591,0,0,0,0,0,0
ST3GAL1,15.4998164348066,7.87959537928779,9.33764700410506,9.18967486994135,0,3.49516589389416,8.28382281429942,12.3041771223132,7.87171633019913,11.5959240253923,10.0079364608254,6.87325952617192,9.97751313374799,5.37232763195234,5.94816776536613,14.4954076557619,17.5288296063633,0.888005180667002,9.2606626700555,7.87302147200461,11.231981613859,7.8796180199429,14.1471952855906,12.8004523047954
FAM196A,0,0,0,0,0,0,0,0,0,0.735804357408018,0,0,1.80496729491802,0,0,0,0,0,0,0,0,0,0,12.4054963934744
XPR1,3.32906903637853,0,6.97117438425859,0,0,4.99220591003359,2.69648597615189,3.21766096289394,0,0,0,0,0,0,5.94816776536613,12.6605386353504,3.74818044964381,9.68818539952891,7.41366938960214,13.3965687970822,2.05759420084595,0,10.1442671914739,0
GMIP,0,0,0,0,0.998331727399385,3.49516589389416,0.686284966381428,0,0,0,1.91158211135682,0,0,0,10.5979662228059,8.30398853246401,0,0,7.29889710920626,0,0.928798629156702,0,11.41387841573,7.907991773148
DKKL1,0,0,0,0,0,0,0,0,0,0,1.07374196661985,0,0,12.1022709254362,0,0,0,0,0,0,0,0,0,0
MARCH9,14.4441228406353,7.34180887870019,8.23408657499158,0,0.998331727399385,0,3.72057300025087,0,5.08637851497387,0,0,0,8.74317832993832,0,0,0,2.85173750034454,11.4683947513326,3.7659813302028,0,6.50648076422107,0,5.15076206981284,0
UBTF,0,0,6.17023398419244,0,6.66911963310471,5.39586655790974,2.21872144910573,0,0,0,0,0,0,0,4.971347266693,0,0,0,5.64711179809095,0,0,0,0,14.112899277264
ZNF426,0,0,9.19832209632302,8.96035552069865,8.14642041171151,0,0,0,0,0,0.634540208895062,0,0,0,0,0,0,0,7.32650550418363,0,0,0,0,0
HEATR1,3.32906903637853,4.92185271661597,9.05655712360931,1.73091708777391,9.41662658061548,4.99220591003359,10.5769483427207,8.18783249466451,3.32092265618983,0.735804357408018,7.6107288623493,5.09634619115361,8.43753501563653,0,4.971347266693,15.6086509800413,10.1614334622851,1.93937140620472,8.22474826977115,17.8789206884006,0.928798629156702,7.20111713549995,14.6613327547004,7.35140681442069
DGKG,0,3.96867819654524,0,1.34837882341911,0,0,0,3.21766096289394,0,0,0,0,0,0,0,11.4925623166858,5.83208568427218,0,0,0,0,0,0,10.2657150355458
FMR1,0,3.96867819654524,0,0,1.58273770828451,0,0,5.09639240148749,7.17879960041364,0,0,4.13791331447149,0,0,4.971347266693,13.3481065684767,0,0.888005180667002,6.17550431315228,0,0,0.877760165335303,0,12.2921220493474
RAE1,8.98805611531952,0,4.32841766474624,8.15349332350194,8.81365255763886,0,8.3739964120504,0,1.99916218308649,0,8.87828536648894,0,7.9938487977731,0,0,0,0,11.7350690798667,9.68072575281888,3.31876909190812,8.26162057088768,11.8260768546692,0,0
PPP1R2,0,0,8.51872240049676,0,7.71092295693789,0,0,0,1.13689425061501,0,0,0,0,3.47320460983135,0,0,0,0,4.2004665265677,0,0.537887479196465,0,3.2677224296125,13.0848876894801
UAP1,14.7675600753419,8.33735529101238,9.21138991362793,7.25298062705233,8.23029230428813,4.42973145089303,0.686284966381428,3.21766096289394,0,10.3550158658435,1.68247064766758,0,1.80496729491802,0,0,4.0001954170122,0,10.5296604960485,7.10300633324195,0,1.48922444106289,10.2898304598497,0,0
RDH11,4.25544331663855,4.92185271661597,4.53260334607533,11.5286267483192,8.3673590279267,6.18846102162945,4.39926956542521,9.2259297383698,11.1294538639281,6.79153721594296,3.59082451546534,8.70087314708404,8.92444105061211,9.04025373464014,6.93643684437488,17.6370454420127,7.59827184635039,5.1987240183089,9.20650190456908,16.464134956565,2.68305422620643,1.17394637431776,13.0841495465718,17.4625181331998
MITF,0,0,0,0.826297654785786,6.79110750067139,3.49516589389416,1.14943439400826,0,0.677653057474106,0,0.634540208895062,5.09634619115361,0.998329075997963,0,0,10.8207862112781,8.52318101431428,0.360126571079381,4.99361025637009,0,0,0,4.19081171184153,14.409267220942
CNIH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82856923604409,7.96351566206884,4.55122797516665,0.928798629156702,12.1570817800271,0,0
FRYL,0,3.96867819654524,4.02433153741993,0,0,0,0.686284966381428,0,0,0,9.58456936814267,5.09634619115361,0.998329075997963,7.15458759841372,0,13.030099518639,2.85173750034454,0.360126571079381,1.66591105796389,12.9239902296239,0.928798629156702,0,0,4.17668326841082
LRMP,0,0,0,0,0,3.49516589389416,0,0,0.677653057474106,0,0,0,0,4.40674300237995,0,8.49606289339384,0,0,0,9.96875491701434,0,0,10.4681396548828,7.68660011177204
HBG1,3.32906903637853,3.96867819654524,0,0,0,15.0198888125845,2.82605939329517,15.222303270287,0,0,0.634540208895062,5.09634619115361,8.31633881322277,7.73617088016619,6.93643684437488,6.50800079364226,2.85173750034454,0,2.29620821068561,2.45656008374938,2.05759420084595,0,4.74919836178881,0
C20orf4,0,0,0,0,8.84529171405532,12.5035431203089,0,0,9.69828308463698,0,5.60021294107531,6.39274672444112,8.12595118733029,0,0,0,0,7.23017660131749,9.10767116100423,0,0.537887479196465,0.877760165335303,4.19081171184153,0
FMOD,11.265906030487,4.92185271661597,7.24976885028837,7.76983323248456,9.15905868524723,0,3.05478157178742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC74A,0,0,8.68854408017796,0,0,0,8.1815941310042,9.65529648887518,0,0,0,0,2.80448929494745,0,0,0,0,4.21563100025851,8.16483247851388,5.01896552307051,10.1972040683065,10.5708986144934,0,0
CABYR,0,0,1.33754747741868,6.07658283100318,0,0,0,0,1.13689425061501,0,0,0,0,0,0,0,0,11.8254194118531,7.85123797955546,0,0,0,0,0
ADARB2,0,3.96867819654524,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1812053185655,0,0,0,0,0,0,0,0
RFX3,0,0,0.818528852622447,0.826297654785786,1.58273770828451,0,0,0,0,0,0,0,0,0,0,12.579760062627,0,0,0,0,0,0,0,0
CHMP4A,10.6944279291479,5.49086278725599,7.64051782005282,9.32799543930566,9.00789525626027,0,1.14943439400826,0,8.27501081315379,9.78445689839887,5.32996478383426,6.07510471425364,9.40817211830291,18.0739539457671,0,0,0,9.092654082305,10.516086380363,7.49635487453784,1.23605484403774,6.76871517781643,6.44811561927846,0
ZNF266,0,3.96867819654524,0,0,7.79109244531136,0,1.14943439400826,3.21766096289394,8.62969877437237,0,0.634540208895062,6.87325952617192,7.62238200765364,11.2324886646164,0,0,0,0.888005180667002,7.23789485489537,0,1.89183530984135,0.504630698863175,14.8876935374202,3.25433087032954
PCNT,3.32906903637853,4.92185271661597,1.33754747741868,1.34837882341911,6.91555238311746,0,1.14943439400826,9.44797793128874,3.76449972532885,3.96690709521259,2.10924601473523,0,8.73813102251742,9.22213191720457,0,12.2293276211169,0,1.09366428582413,8.06534375133767,0,0,0.504630698863175,0,15.0726549035675
SPC25,0,0,0,0,6.64055113625414,0,0,0,0,0,0,4.13791331447149,0,0,0,0,0,0,1.8511064447162,0,0,0,0,12.4611957533676
TRIM24,3.32906903637853,3.96867819654524,0,0,2.31925793196232,5.39586655790974,3.65232087660646,6.07515160998626,3.32092265618983,9.07302531134169,8.55500598805417,4.13791331447149,0.583848766442788,0,4.971347266693,16.5529975987231,2.85173750034454,5.10674793110981,3.97978302523756,11.6627146535761,0,0,0,14.6054397142905
PRKAB1,0,0,9.27856243046921,8.43063022059314,8.42712376302564,6.69708746523945,8.19964152681409,3.21766096289394,0,0,0,0,0,0,0,10.6827640581321,0,9.9161258641335,7.47487059595632,2.45656008374938,0.537887479196465,11.0785776936305,0,0
GATA3,7.93863711937499,6.88570845172635,11.4427272665654,10.8613782872318,11.1546414361206,6.69708746523945,8.50796978764247,5.66722917873644,12.4833031294859,13.2640283592831,12.2055739380622,19.8207490180632,10.4885116355879,5.68727302741465,8.09980321358224,13.7659607068067,4.69347407832659,11.0672227261613,8.65318983264185,3.31876909190812,1.70452904254281,0,8.15901915337862,12.022742384548
KALRN,0,0,0,0,0,0,0,0,7.82670674638111,0,0,5.09634619115361,0.583848766442788,3.47320460983135,0,5.93094236456495,0,0,0,13.7696805509895,0,0,3.2677224296125,7.42496560464882
IDO1,6.00780859614375,3.96867819654524,0,0,0,0,0.686284966381428,0,0,0,0,0,0.583848766442788,8.92500485163943,14.7496208668883,6.38391024019035,0,0,2.82472535159098,0,0,5.03675696083993,3.2677224296125,0
MCL1,0,6.21493820535335,10.3660475832985,9.96895804022995,10.8623965854749,11.6095768651404,5.36467329390521,3.21766096289394,3.03464300226689,0,2.82311181191324,0,0.583848766442788,0,4.971347266693,13.5447503213892,0,1.93937140620472,5.74389142039912,2.45656008374938,0,0,11.8847374407505,9.36359591001697
DERA,0,0,0,0,6.7648765115855,3.49516589389416,0.686284966381428,4.13795821240506,0,0,0,0,0.998329075997963,0,0,13.2155897426785,0,0,0,0,0,0,6.92881374577966,0
EDC3,0,0,8.91766872329993,5.7224566179469,7.73138683533224,0,0,0,8.78286575176576,0,6.34170509417683,0,0,0,0,0,0,0.360126571079381,7.2295627980587,4.2446020553849,7.99910143488952,0,0,13.0834685758268
PHF23,0,4.92185271661597,0,2.2826313462247,7.73814412818242,0,9.42903434308302,9.18535658970106,7.8305116456281,3.36661033326586,0,6.39274672444112,3.24493607054067,0,0,7.37524661962303,0,0,5.89904926968276,0,0,0,0,15.4915213036725
LOC221442,0,0,0,0,7.95667687851097,0,0,3.21766096289394,0,0,0.634540208895062,0,0,0,0,0,0,0.648076070868591,0,0,0,0,0,11.8126951983556
LYL1,0,0,0,0,0.998331727399385,12.3642762620617,5.00296629361083,5.66722917873644,0,0,0,0,0,10.3825464338702,7.73873488099101,6.62225814729817,2.85173750034454,0,2.16253991957406,9.36827151886888,0,0,0,9.74016176280624
POLR3H,14.2216435837611,20.8261869436524,5.6620469392557,7.14679279579881,7.51237962577782,5.39586655790974,9.15772572887934,10.5702424489009,7.97157990578745,8.62037438517517,9.58768016757516,4.13791331447149,8.43337741796518,0,5.94816776536613,3.08764676387688,4.29690349151233,0.648076070868591,8.94671175548857,3.85471293754161,8.27220201201389,0,4.74919836178881,0
OR2W3,9.0385842130461,0,2.4806891098202,9.72192618757484,7.69711731044881,9.42937073517431,3.84809309880102,13.4535339813048,8.8686332432083,0,1.91158211135682,5.09634619115361,10.9910112923632,0,0,10.6494644916079,2.85173750034454,0,0,11.3468776577523,1.70452904254281,0,7.20683053605046,0
DHRS13,0,0,5.88347683876731,0,3.69735832192847,11.3275333563905,0,4.13795821240506,6.34585342203832,0,3.5231121613456,5.09634619115361,0,15.1468790760012,0,3.08764676387688,0,0,6.3623896928961,0,0,0,0,7.907991773148
TNS1,11.3281655535933,4.92185271661597,1.33754747741868,7.4947833748518,8.48048663682967,8.06701709776468,1.14943439400826,12.1064886579034,4.77502757954042,1.22073322541004,8.78379892267049,4.13791331447149,9.66731657116895,7.66611983057513,5.94816776536613,14.8419447576547,11.5529708399359,0,0.520676641899108,0,0,0,11.868178001359,10.8233345508446
KPNA5,11.9823448259844,4.92185271661597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC10A3,0,0,1.33754747741868,0,0.998331727399385,0,6.28078846515554,0,0,0,0.634540208895062,0,0.583848766442788,0,0,4.55478842621104,3.74818044964381,0,4.16595132073868,10.5116990013073,0,0,0,13.1088014659564
CORO1A,0,0,7.48317374124722,0,5.64058455851515,11.9502668507513,0,0,0,0,0,0,0,0,0,0,0,0,3.14131884139813,0,0,0,0,0
BRE,0,0,0,0.826297654785786,7.5512681534284,0,0,0,0.677653057474106,0,9.84243712114117,0,0,0,0,0,0,0.888005180667002,9.92087545027401,0,0,0.504630698863175,0,0
HDAC7,13.4447731380946,7.05427722937254,6.34302937041839,2.68075289988014,6.9966876352566,5.39586655790974,0,5.40986167000988,0,1.87235708264064,0,0,0,0,0,4.55478842621104,0,5.850691929539,7.37263867208114,15.7576122935559,5.75129954479854,0.504630698863175,0,9.45422782896394
PKIB,0,0,8.21937668634703,0,0,0,0,0,9.74942361343742,0,9.70309283294618,6.65291664993573,0,0,0,0,0,0,1.20406798267283,0,0,1.41956075653212,0,0
STIP1,7.82807616205757,0,8.11992274448245,0,8.09470580468242,0,1.14943439400826,9.03362880673127,0,9.03875982290202,0,0,0,0,0,8.16007905187805,0,0.648076070868591,2.82472535159098,3.85471293754161,8.27430901886968,0.504630698863175,0,13.31150544402
P4HA1,0,0,9.50770261871204,0.826297654785786,0,0,0,9.81008891165003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNKD,9.26766256116472,0,9.38455118400472,7.92474978665392,10.0654429134767,3.49516589389416,4.26858684305836,9.9005936334974,10.4478258386594,8.68243504282917,7.73190028187276,7.760653415932,4.97404240911151,4.40674300237995,13.3676897454764,13.7829507457306,13.8492053692183,1.7085439489459,9.97046838790683,17.6529423825672,11.2953433100077,10.3954217521977,15.9177518935963,8.18703930694621
NBN,0,0,1.33754747741868,8.20731806677521,9.38252892010418,0,0,9.699186161715,0,0,0,0,0,0,0,0,0,0,5.87787961063461,0,0,0,0,0
SLCO2B1,12.8940087418953,6.69480521881274,0,0,0,3.49516589389416,0,3.21766096289394,0,0,0,0,0,0,5.94816776536613,0,0,0,0,0,0,0,0,0
IMPA2,14.1101535398492,7.34180887870019,0,0,3.16695784845715,0,0,0,4.29172157266837,0,0.634540208895062,0,6.14645048341823,0,0,3.08764676387688,0,1.43361702111365,9.21285599620645,0,0.537887479196465,0.504630698863175,0,0
PPP1R35,0,3.96867819654524,4.32841766474624,4.77010976333172,0,0,0,6.39279375970058,0,0,0,0,0,0,8.3883533591788,11.698696019716,0,0,4.36164609609716,5.52012792999004,0,0,12.8943931585483,0
ITLN1,0,0,5.08044821685131,0,0,0,0.686284966381428,12.2609017128257,0,0,0,4.13791331447149,7.5512628727823,0,0,0,0,0,0,0,0,0,0,0
WHSC1L1,15.7854442436299,9.26811549725452,8.49143282246586,8.10570354491473,1.58273770828451,4.99220591003359,8.44380013181376,3.21766096289394,7.26567660064048,0,8.29823475931806,5.09634619115361,0,0,0,0,0,6.28242004085356,9.01617489708001,0,0,0.877760165335303,0,0
NME6,0,0,9.41391805748627,0,5.38905852360544,0,0,8.01338404216591,7.94725455902143,7.19678727914761,9.79567563580354,0,0,0,0,0,0,0,0,0,0,0,0,0
ATG2B,0,0,8.37679958509547,0.826297654785786,5.95091174156973,0,6.00786809697907,3.21766096289394,7.70762718637538,0,0.634540208895062,0,0,0,0,0,0,10.6388760524908,2.5312959716849,0,0,0,0,12.3802905183295
FAM175B,0,4.92185271661597,0,0,0,0,0,0,2.80639737728569,0,7.63097412829265,0,0,12.1671076470139,0,0,0,0,6.73036774119169,0,0,0,0,0
SEH1L,0,0,0,0,0,0,5.50674227308072,11.4549868407712,8.49234110463094,0,0,6.65291664993573,0.583848766442788,0,0,0,0,0.360126571079381,7.18285593134064,0,0,0,0,0
ZNF514,0,0,0,0,0,12.6117165306382,0,0,6.82924937101384,0,0,4.13791331447149,3.64078019249453,0,0,0,0,0,6.73036774119169,0,0,0,0,0
CD36,0,0,0,0.826297654785786,9.2469654295867,0,1.49947786604883,7.23313962699866,7.97502171401321,0,0,4.13791331447149,0,0,4.971347266693,14.3186806320601,0,0,0,0,0,0,3.2677224296125,5.13623391282999
OR1J2,0,0,0,0,0,0,0,0,0,0,0,5.66718251371805,0,0,0,7.30854615900243,0,0,0,0,0,0,0,11.309505328292
SLC30A1,0,3.96867819654524,1.33754747741868,8.60690107639496,0,0,4.26858684305836,0,0,0,0,0,0,0,0,3.08764676387688,4.29690349151233,0,0,0,0,0,14.3221356361643,3.25433087032954
ACVR1B,6.7760439521425,3.96867819654524,9.24082206896541,0,0,3.49516589389416,0.686284966381428,10.924700506669,5.71589494459396,0,8.59265400570042,0,2.45669637086268,0,6.93643684437488,4.95439803073298,0,10.5409616988792,6.58118389916946,16.0043600554003,0.537887479196465,0,0,8.45628305218389
EDC4,0,0,2.97681455625026,3.12619513402463,5.7246450396903,0,3.05478157178742,0,4.24686913750471,0,7.75790820104549,6.07510471425364,1.80496729491802,16.2298224857143,0,0,0,0,6.98916291304093,0,0,0,0,7.74521365800503
ALG8,0,0,0,0,8.18649752865627,0,9.88348247501828,11.8451484828018,0,0,0,0,2.31925368677062,0,0,0,2.85173750034454,0.888005180667002,8.87773868179268,2.45656008374938,0.928798629156702,7.80053026244179,0,0
