,theta_1,theta_2,mu_1,mu_2,size_1,size_2,prob_1,prob_2,total_mean_1,total_mean_2,foldChange,norm_total_mean_1,norm_total_mean_2,norm_foldChange,chi2LR1,pvalue_LR2,pvalue_LR3,FDR_LR2,FDR_LR3,pvalue,pvalue.adj.FDR,Remark,Type,State
TEAD3,6.89549699548148e-09,0.923076909798726,1.72727271045394,209.000002095139,0.517130666313335,15852.1807308258,0.230408968221294,0.986987257937597,1.27272727272727,26.4615384615385,0.0480972515856237,1.72727272727273,16.0769230769231,0.107438016528926,22.6814993777008,0.000101381977413384,0.000197503516671582,0.000349019922242797,0.00065145139006857,4.70508951275761e-05,0.0214671786827878,NA,DEg,down
MLL,0,1.50126205683937e-09,99.909090909091,103217.539019795,0.367023653100592,0.123540258513976,0.00366013037803696,1.19689068178713e-06,73,14532.9230769231,0.00502307757452575,99.9090909090909,103217.538461538,0.00096794684700139,22.6749359622343,2.05327082447582e-06,0,8.56662661867394e-06,0,4.71992603808813e-05,0.0214671786827878,NA,DEg,down
STRADB,0.0822183457015969,1.88649602179812e-09,260.014391078827,49458.230948627,0.806298511765093,0.155794897691885,0.00309139015402012,3.15001980351253e-06,401.090909090909,9060.15384615385,0.0442697680306143,238.636363636364,49458.2307692308,0.00482500809116741,22.5456139608011,2.22044604925031e-16,8.5265128291212e-14,3.56857400772372e-15,2.85728887358849e-12,5.02195277866102e-05,0.0214671786827878,NA,DEg,down
KDM4D,0.909090912772491,0.846142320689904,25635.0000037845,9.49928838844721,27319.0563200146,11444.4077366164,0.515901107801191,0.99917065082092,565.818181818182,0.153846153846154,3677.81818181818,2330.45454545455,1.46153846153846,1594.52153110048,22.4602737767676,0.000174186402184806,1.11443164696468e-08,0.000580007575985348,1.42701613330843e-07,5.23173133314403e-05,0.0214671786827878,NA,DEg,up
DGKE,9.13190824882002e-09,0.287657361857389,3530.38256019413,26.6725763280991,0.036005442908856,1.10859903410254,1.01986328927995e-05,0.0399046843644662,860.727272727273,26.0769230769231,33.0072405470636,3530.36363636364,19,185.808612440191,22.4346708556414,0.0336551259467233,4.32055554222543e-07,0.0537867309650828,3.1798481210304e-06,5.29635317348953e-05,0.0214671786827878,NA,DEg,up
SYNGR2,0,1.14422202754212e-09,493,59968.0772528041,0.563608956111537,0.11511223019578,0.00114191756824125,1.91955477822438e-06,1188.18181818182,6203.46153846154,0.191535292161493,493,59968.0769230769,0.00822104068190127,22.0694007292569,0,0,0,0,6.30977182933812e-05,0.0245911222871858,NA,DEg,down
TSPAN15,0.636363573937986,0.197709454010718,56.0000130681799,2047.87931142465,109.339662006423,0.0848559520215067,0.661303235034711,4.14342952739269e-05,54.6363636363636,296.615384615385,0.184199358732554,20.3636363636364,1643,0.0123941791622863,21.8335809841537,1.71051617314788e-10,9.93956989014944e-06,1.09514754988126e-09,4.88450002402039e-05,7.06442026817689e-05,0.0249349753064194,NA,DEg,down
DFNB31,1.80941914233927e-09,0.846153744229598,42.4545454818381,14.9999958548156,0.475037367480306,12479.0907396447,0.0110655015947319,0.998799432774072,113.363636363636,4,28.3409090909091,42.4545454545455,2.30769230769231,18.3969696969697,21.7518682791444,6.65266748334226e-06,0.0365954518293613,2.62605295395089e-05,0.0475167655657412,7.3463577148547e-05,0.0249349753064194,NA,DEg,up
MED24,9.69617069415956e-09,6.00009182238501e-09,34.9090908793119,44570.2205251278,0.363070498643602,0.0493222755664094,0.0102934009275234,1.10661828468339e-06,62.6363636363636,4004.61538461538,0.0156410435511473,34.9090909090909,44570.3076923077,0.000783236479992168,21.741674280024,2.53463916521923e-13,4.95064977901194e-09,2.54271126447152e-12,7.15346183664569e-08,7.38230789689709e-05,0.0249349753064194,NA,DEg,down
DSE,0.0344664985493675,1.52657058777605e-09,25.7983552937319,1967.84613941044,0.814364860609485,0.117435498042738,0.0306005870834153,5.9673613648159e-05,26.2727272727273,579.538461538462,0.0453338803484808,24.9090909090909,1967.84615384615,0.0126580479172145,21.6122467369556,0.000581800167598123,3.8916980749093e-11,0.00177929177469329,9.08062884145503e-10,7.85427575786812e-05,0.0256733471788638,NA,DEg,down
POLR2K,0.267908985866637,7.50248390666837e-09,75.9963508382927,15453.1310659717,1.20835756166743,0.0430063606367364,0.0156513454517245,2.7830114664751e-06,71,1492.69230769231,0.0475650605514043,55.6363636363636,15452.8461538462,0.00360039588063303,21.4869942509636,4.28664422402747e-07,1.22469944074943e-07,1.9400760496676e-06,1.04264952388127e-06,8.33960876656104e-05,0.0264078923848634,NA,DEg,down
