"Ensemble ID","Symbol","No. dataset","Direction","More details"
"ENSG00000086730","LAT2","1","negative","More details"
"ENSG00000086848","ALG9","1","negative","More details"
"ENSG00000087086","FTL","1","negative","More details"
"ENSG00000088280","ASAP3","1","negative","More details"
"ENSG00000088756","ARHGAP28","1","negative","More details"
"ENSG00000088888","MAVS","1","negative","More details"
"ENSG00000089094","KDM2B","1","negative","More details"
"ENSG00000089199","CHGB","1","negative","More details"
"ENSG00000089775","ZBTB25","1","negative","More details"
"ENSG00000090447","TFAP4","1","negative","More details"
"ENSG00000090487","SPG21","1","negative","More details"
"ENSG00000090661","CERS4","1","negative","More details"
"ENSG00000090905","TNRC6A","1","negative","More details"
"ENSG00000092295","TGM1","1","negative","More details"
"ENSG00000093072","ADA2","1","negative","More details"
"ENSG00000094661","OR1I1","1","negative","More details"
"ENSG00000095066","HOOK2","1","negative","More details"
"ENSG00000096093","EFHC1","1","negative","More details"
"ENSG00000096996","IL12RB1","1","negative","More details"
"ENSG00000099139","PCSK5","1","negative","More details"
"ENSG00000099337","KCNK6","1","negative","More details"
"ENSG00000099804","CDC34","1","negative","More details"
"ENSG00000099864","PALM","1","negative","More details"
"ENSG00000099998","GGT5","1","negative","More details"
"ENSG00000100012","SEC14L3","1","negative","More details"
"ENSG00000100024","UPB1","1","negative","More details"
"ENSG00000100055","CYTH4","1","negative","More details"
"ENSG00000100083","GGA1","1","negative","More details"
"ENSG00000100150","DEPDC5","1","negative","More details"
"ENSG00000100154","TTC28","1","negative","More details"
"ENSG00000100201","DDX17","1","negative","More details"
"ENSG00000100226","GTPBP1","1","negative","More details"
"ENSG00000100276","RASL10A","1","negative","More details"
"ENSG00000100302","RASD2","1","negative","More details"
"ENSG00000100341","PNPLA5","1","negative","More details"
"ENSG00000100393","EP300","1","negative","More details"
"ENSG00000100403","ZC3H7B","1","negative","More details"
"ENSG00000100478","AP4S1","1","negative","More details"
"ENSG00000100490","CDKL1","1","negative","More details"
"ENSG00000100600","LGMN","1","negative","More details"
"ENSG00000100626","GALNT16","1","negative","More details"
"ENSG00000100784","RPS6KA5","1","negative","More details"
"ENSG00000100934","SEC23A","1","negative","More details"
"ENSG00000101040","ZMYND8","1","negative","More details"
"ENSG00000101213","PTK6","1","negative","More details"
"ENSG00000101280","ANGPT4","1","negative","More details"
"ENSG00000102032","RENBP","1","negative","More details"
"ENSG00000102595","UGGT2","1","negative","More details"
"ENSG00000102755","FLT1","1","negative","More details"
"ENSG00000102805","CLN5","1","negative","More details"
"ENSG00000102893","PHKB","1","negative","More details"
"ENSG00000102934","PLLP","1","negative","More details"
"ENSG00000102962","CCL22","1","negative","More details"
"ENSG00000103047","TANGO6","1","negative","More details"
"ENSG00000103056","SMPD3","1","negative","More details"
"ENSG00000103091","WDR59","1","negative","More details"
"ENSG00000103175","WFDC1","1","negative","More details"
"ENSG00000103197","TSC2","1","negative","More details"
"ENSG00000103199","ZNF500","1","negative","More details"
"ENSG00000103313","MEFV","1","negative","More details"
"ENSG00000103363","ELOB","1","negative","More details"
"ENSG00000103544","VPS35L","1","negative","More details"
"ENSG00000103657","HERC1","1","negative","More details"
"ENSG00000103707","MTFMT","1","negative","More details"
"ENSG00000103723","AP3B2","1","negative","More details"
"ENSG00000104093","DMXL2","1","negative","More details"
"ENSG00000104154","SLC30A4","1","negative","More details"
"ENSG00000104164","BLOC1S6","1","negative","More details"
"ENSG00000104490","NCALD","1","negative","More details"
"ENSG00000104517","UBR5","1","negative","More details"
"ENSG00000104537","ANXA13","1","negative","More details"
"ENSG00000104714","ERICH1","1","negative","More details"
"ENSG00000104814","MAP4K1","1","negative","More details"
"ENSG00000104848","KCNA7","1","negative","More details"
"ENSG00000104885","DOT1L","1","negative","More details"
"ENSG00000104888","SLC17A7","1","negative","More details"
"ENSG00000105072","C19orf44","1","negative","More details"
"ENSG00000105136","ZNF419","1","negative","More details"
"ENSG00000105143","SLC1A6","1","negative","More details"
"ENSG00000105221","AKT2","1","negative","More details"
