"Ensemble ID","Symbol","No. dataset","Direction","More details"
"ENSG00000175305","CCNE2","1","positive","More details"
"ENSG00000175356","SCUBE2","1","positive","More details"
"ENSG00000175592","FOSL1","1","positive","More details"
"ENSG00000176887","SOX11","1","positive","More details"
"ENSG00000177283","FZD8","1","positive","More details"
"ENSG00000177807","KCNJ10","1","positive","More details"
"ENSG00000177990","DPY19L2","1","positive","More details"
"ENSG00000178460","MCMDC2","1","positive","More details"
"ENSG00000178695","KCTD12","1","positive","More details"
"ENSG00000179163","FUCA1","1","positive","More details"
"ENSG00000179922","ZNF784","1","positive","More details"
"ENSG00000179954","SSC5D","1","positive","More details"
"ENSG00000180089","TMEM86B","1","positive","More details"
"ENSG00000180773","SLC36A4","1","positive","More details"
"ENSG00000180934","OR56A1","1","positive","More details"
"ENSG00000181458","TMEM45A","1","positive","More details"
"ENSG00000181481","RNF135","1","positive","More details"
"ENSG00000181588","MEX3D","1","positive","More details"
"ENSG00000182472","CAPN12","1","positive","More details"
"ENSG00000182718","ANXA2","1","positive","More details"
"ENSG00000183691","NOG","1","positive","More details"
"ENSG00000183726","TMEM50A","1","positive","More details"
"ENSG00000183814","LIN9","1","positive","More details"
"ENSG00000184205","TSPYL2","1","positive","More details"
"ENSG00000184347","SLIT3","1","positive","More details"
"ENSG00000185352","HS6ST3","1","positive","More details"
"ENSG00000185567","AHNAK2","1","positive","More details"
"ENSG00000185650","ZFP36L1","1","positive","More details"
"ENSG00000185869","ZNF829","1","positive","More details"
"ENSG00000185909","KLHDC8B","1","positive","More details"
"ENSG00000186222","BLOC1S4","1","positive","More details"
"ENSG00000186847","KRT14","1","positive","More details"
"ENSG00000186891","TNFRSF18","1","positive","More details"
"ENSG00000187514","PTMA","1","positive","More details"
"ENSG00000187955","COL14A1","1","positive","More details"
"ENSG00000187997","C17orf99","1","positive","More details"
"ENSG00000188042","ARL4C","1","positive","More details"
"ENSG00000189079","ARID2","1","positive","More details"
"ENSG00000196154","S100A4","1","positive","More details"
"ENSG00000196369","SRGAP2B","1","positive","More details"
"ENSG00000196436","NPIPB15","1","positive","More details"
"ENSG00000196678","ERI2","1","positive","More details"
"ENSG00000197587","DMBX1","1","positive","More details"
"ENSG00000197724","PHF2","1","positive","More details"
"ENSG00000197798","FAM118B","1","positive","More details"
"ENSG00000198160","MIER1","1","positive","More details"
"ENSG00000198286","CARD11","1","positive","More details"
"ENSG00000198492","YTHDF2","1","positive","More details"
"ENSG00000198502","HLA-DRB5","1","positive","More details"
"ENSG00000203772","SPRN","1","positive","More details"
"ENSG00000203943","SAMD13","1","positive","More details"
"ENSG00000204390","HSPA1L","1","positive","More details"
"ENSG00000204677","FAM153C","1","positive","More details"
"ENSG00000204859","ZBTB48","1","positive","More details"
"ENSG00000205542","TMSB4X","1","positive","More details"
"ENSG00000206418","RAB12","1","positive","More details"
"ENSG00000213190","MLLT11","1","positive","More details"
"ENSG00000213626","LBH","1","positive","More details"
"ENSG00000213689","TREX1","1","positive","More details"
"ENSG00000214357","NEURL1B","1","positive","More details"
"ENSG00000215018","COL28A1","1","positive","More details"
"ENSG00000215305","VPS16","1","positive","More details"
"ENSG00000215845","TSTD1","1","positive","More details"
"ENSG00000219073","CELA3B","1","positive","More details"
"ENSG00000224420","ADM5","1","positive","More details"
"ENSG00000227345","PARG","1","positive","More details"
"ENSG00000233087","RAB6D","1","positive","More details"
"ENSG00000233493","TMEM238","1","positive","More details"
"ENSG00000239282","CASTOR1","1","positive","More details"
"ENSG00000243477","NAT6","1","positive","More details"
"ENSG00000253276","CCDC71L","1","positive","More details"
"ENSG00000257594","GALNT4","1","positive","More details"
"ENSG00000258947","TUBB3","1","positive","More details"
"ENSG00000260097","SPDYE6","1","positive","More details"
"ENSG00000261210","CLEC19A","1","positive","More details"
"ENSG00000261652","C15orf65","1","positive","More details"
"ENSG00000269720","CCDC194","1","positive","More details"
"ENSG00000270885","RASL10B","1","positive","More details"
"ENSG00000272398","CD24","1","positive","More details"
"ENSG00000273559","CWC25","1","positive","More details"
"ENSG00000275023","MLLT6","1","positive","More details"
"ENSG00000275700","AATF","1","positive","More details"
"ENSG00000276293","PIP4K2B","1","positive","More details"
"ENSG00000277258","PCGF2","1","positive","More details"
"ENSG00000277363","SRCIN1","1","positive","More details"
"ENSG00000277972","CISD3","1","positive","More details"
"ENSG00000284981","UPK3BL2","1","positive","More details"
"ENSG00000008226","DLEC1","1","negative","More details"
"ENSG00000008517","IL32","1","negative","More details"
"ENSG00000023445","BIRC3","1","negative","More details"
"ENSG00000028277","POU2F2","1","negative","More details"
"ENSG00000038274","MAT2B","1","negative","More details"
"ENSG00000049249","TNFRSF9","1","negative","More details"
"ENSG00000062282","DGAT2","1","negative","More details"
"ENSG00000065802","ASB1","1","negative","More details"
"ENSG00000066827","ZFAT","1","negative","More details"
"ENSG00000079257","LXN","1","negative","More details"
"ENSG00000080007","DDX43","1","negative","More details"
"ENSG00000081479","LRP2","1","negative","More details"
"ENSG00000083845","RPS5","1","negative","More details"
"ENSG00000088986","DYNLL1","1","negative","More details"
"ENSG00000090339","ICAM1","1","negative","More details"
"ENSG00000092010","PSME1","1","negative","More details"
"ENSG00000092421","SEMA6A","1","negative","More details"
"ENSG00000097021","ACOT7","1","negative","More details"
"ENSG00000100104","SRRD","1","negative","More details"
"ENSG00000100906","NFKBIA","1","negative","More details"
"ENSG00000103061","SLC7A6OS","1","negative","More details"
"ENSG00000104856","RELB","1","negative","More details"
"ENSG00000105246","EBI3","1","negative","More details"
"ENSG00000105483","CARD8","1","negative","More details"
"ENSG00000105825","TFPI2","1","negative","More details"
"ENSG00000108179","PPIF","1","negative","More details"
"ENSG00000108622","ICAM2","1","negative","More details"
"ENSG00000110047","EHD1","1","negative","More details"
