,mean,total,tech,bio,p.value,FDR
F12,4.15924016108413,9.44979107255088,6.4358940514476,3.01389702110328,0.0241811999830423,0.40928862265112
LOC100288181,3.83233658409489,9.56260016339641,6.55013798336056,3.01246218003586,0.026261978208625,0.430806300827828
PFKFB2,3.15057292851856,9.5462054350107,6.54294386418556,3.00326157082514,0.0264940403690435,0.433357376372605
APOBEC3B,3.09162205667249,9.52678980405678,6.5235784196292,3.00321138442758,0.0261455311342664,0.430606242862723
KPNA2,7.07607011016516,7.45127232177503,4.44933459954329,3.00193772223174,0.00222562677330593,0.0777459969520923
FBXO32,6.19546056693015,7.99520481488814,4.99818820885776,2.99701660603038,0.00573909140630568,0.155905059102631
GMNN,5.11235104649014,8.834947352334,5.83858459595571,2.99636275637829,0.0152523345872476,0.304224432249361
CLSPN,3.24281864861814,9.56220772442176,6.56683098804081,2.99537673638094,0.0272452009299015,0.442338802983673
PKP3,4.9627568397812,8.94260741458491,5.94837314296756,2.99423427161735,0.0169173818870608,0.325808434597654
SESN2,3.00008429399064,9.48105535123354,6.4874066783717,2.99364867286184,0.0258672383795756,0.426557743247377
TFAP2B,1.27950781791796,7.01468452955082,4.02696244289589,2.98772208665493,0.000880843771165451,0.038223209262481
DTL,3.15657583938998,9.52887708788772,6.54475642813855,2.98412065974917,0.0272932563251761,0.442845305995091
IGSF9,3.57496922963244,9.57358503665435,6.59145711084989,2.98212792580446,0.0282434652523638,0.453537620157095
GPRC5C,4.10030416646594,9.44210064847997,6.46115520059748,2.98094544788249,0.0258903715475017,0.426671374015885
PIGX,5.80650553658369,8.27214185592799,5.29450673615422,2.97763511977377,0.00887270503294581,0.208663463303898
DTYMK,5.02737094057857,8.8769849536757,5.90145912340965,2.97552583026605,0.0167707706844433,0.324890394623629
PLSCR1,5.46803036528641,8.53477152111055,5.56245926143787,2.97231225967268,0.0121407887337239,0.260135709009946
HTRA1,2.7740782952686,9.32995022630395,6.36288373736842,2.96706648893552,0.0246611163392552,0.414952813769789
ADCY1,1.19581180984397,6.77357910348732,3.80721978830555,2.96635931518176,0.000510658528865077,0.0244789943334977
DUSP10,3.40131559777441,9.55617246253721,6.590497889018,2.96567457351921,0.0289131062241148,0.45956304901304
MARCKS,4.97189417599449,8.90487647642066,5.94180855149555,2.96306792492511,0.017764918091261,0.334982447223599
ERCC-00160,3.85378349350303,9.50682490147295,6.54456363303833,2.96226126843462,0.0281872757395449,0.453430218249911
EREG,1.17576323811267,6.71291889448195,3.75324711613126,2.95967177835069,0.00044318887324604,0.0218837002092109
AREG,2.8846716130411,9.38748626312331,6.43015721360234,2.95732904952097,0.0262601011847471,0.430806300827828
LYPD3,4.81042235477107,9.01230325612083,6.05553776685821,2.95676548926262,0.0197760017751248,0.358767811209085
JMJD4,5.82826687616981,8.22848519975055,5.27740154317881,2.95108365657174,0.00920262611006693,0.213366094691393
CLDN7,7.93071208883093,7.05010383460162,4.10717813471014,2.94292569989148,0.00126115189270296,0.0505018278497164
GEM,3.04018063212307,9.44077038995792,6.50415877327521,2.93661161668271,0.0284969374136342,0.456176751321608
GP2,1.46432127986388,7.40594171994595,4.47882891810314,2.92711280184281,0.00293355783592769,0.0954914879702411
FAM110B,1.97027166717553,8.39111448949909,5.464206203583,2.92690828591609,0.0119690777666095,0.258140971963107
EPHB3,3.25631118348187,9.49477587309334,6.5697471476757,2.92502872541764,0.030264300330404,0.473933295769113
MGA,2.71980774613359,9.24490619985728,6.32519672594765,2.91970947390963,0.0258306474558882,0.426221908303221
GOLM1,4.04841046672651,9.39222374734977,6.4814669536896,2.91075679366018,0.0291653000891957,0.462074718455046
PLOD2,3.93555335822858,9.43046374693601,6.52030110099464,2.91016264594137,0.0299488932729186,0.470530787910466
PFN2,5.82123413667529,8.19010872889645,5.28292546758995,2.9071832613065,0.0101740518737519,0.231511690468009
NHSL1,4.08541394595781,9.37116655589004,6.46720155149648,2.90396500439356,0.0291819999968374,0.462074718455046
PDGFA,3.58625413637687,9.49216676268784,6.59069330751804,2.9014734551698,0.0317345208684522,0.486934236106549
SLC35F2,2.35496820311953,8.88603296826741,5.98907864020395,2.89695432806346,0.0207181117730234,0.369229361034974
SFXN1,5.26330595064778,8.61796538772886,5.72302785361076,2.8949375341181,0.0164850288514909,0.321250165355945
CST3,7.06688732642732,7.34634692171108,4.45400521622406,2.89234170548702,0.00309482433019084,0.0996298288355185
SLCO4A1,2.75229200750643,9.2363279875347,6.34810916228886,2.88821882524584,0.0275549005021394,0.4454398038712
ERCC-00079,5.02162058904257,8.79377398965261,5.90570182501595,2.88807216463666,0.019623555900984,0.356699240071327
KIAA0040,4.96508358693516,8.83227966415751,5.94671956704587,2.88556009711164,0.0203985650983714,0.366474467539268
C19orf48,5.5694297841688,8.36564777939646,5.48215157003815,2.8834962093583,0.0132997396799556,0.27816151405474
ACSL1,4.05857026171395,9.36097837805017,6.47759393078256,2.88338444726761,0.0302917508697073,0.473933295769113
AMZ2,4.82391984171633,8.92251815809334,6.04625273414259,2.87626542395075,0.0224584962808167,0.391741194422824
ANTXR2,1.31405476552033,6.98888877621932,4.11497586138319,2.87391291483613,0.00161880946768443,0.0612745041881877
TMEM45B,2.98563592591329,9.35284704455346,6.48093236077021,2.87191468378325,0.0308743723286214,0.479274221482697
TLN1,6.22495253423299,7.84648456923825,4.97681358741326,2.86967098182499,0.00753316431591584,0.188825089136253
SGMS1,3.66216692791271,9.4522569979301,6.58326318147116,2.86899381645895,0.0330911199325173,0.499580821555918
PROM1,1.15305731869121,6.55848579442179,3.69150997204027,2.86697582238152,0.000530093029701463,0.0252264742703401
EIF1AD,5.31673221859052,8.54504749301448,5.68135104568267,2.86369644733181,0.0167970879550327,0.324911928906184
DHTKD1,5.58182795921504,8.33530541027991,5.47225881868156,2.86304659159835,0.0137059938090548,0.284169495951113
ECM1,2.43264305839388,8.93400181142252,6.07345877673086,2.86054303469166,0.0235425138015761,0.402367140568382
SLC1A4,4.01564907425606,9.35314803143744,6.4933837985263,2.85976423291115,0.0316822565819475,0.486418000088357
FOXA1,5.56037313110542,8.3456121742841,5.48933161566588,2.85628055861822,0.0141340855703313,0.290295773140761
ST8SIA4,1.16969435216149,6.59066059682967,3.73680931531095,2.85385128151872,0.000641955153549842,0.0296892956489451
HID1,5.52751244126613,8.36856754022136,5.51537873491365,2.85318880530771,0.0145982910131395,0.29658353180523
SUMF1,5.01952631624845,8.76008854929118,5.90722419997345,2.85286434931773,0.0208787202872099,0.371335885731021
SMC4,6.32812660133685,7.75552031641541,4.90403822554067,2.85148209087474,0.00711869376308064,0.180851998512926
AKAP12,0.892142948669192,5.78167585506509,2.93881686749226,2.84285898757283,2.27118067312741e-05,0.00178094462992191
RQCD1,6.95693806464906,7.35419913725681,4.51291759416405,2.84128154309276,0.0039756786790921,0.120143868971419
S100A10,8.79241779884552,6.79892655217443,3.95856593747154,2.84036061470289,0.00124387366052954,0.0499622586979367
LOC101930249,1.34010387921096,7.01970387162885,4.18027858949742,2.83942528213142,0.00209524547733929,0.0741779022159377
MPV17L,3.05679580226403,9.34824003583322,6.51068530578671,2.83755473004651,0.0330820224215455,0.499580821555918
KPNA5,1.73772107992382,7.8944539700222,5.058147216848,2.8363067531742,0.00904215356364676,0.211148501385684
NDRG2,3.52388955227908,9.42897022824251,6.59377432219741,2.8351959060451,0.0349428799466455,0.517300754281499
DCHS1,2.22464752786645,8.66556833250783,5.83050903060933,2.83505930189849,0.0201898466074288,0.363514105915385
PLEKHG3,4.22449895810637,9.23928135409297,6.40594061000341,2.83334074408956,0.0311201693208805,0.481162876921842
UBR7,4.78258363562748,8.90723451446634,6.07481391058044,2.8324206038859,0.0246738092469607,0.414952813769789
CAPN8-2,2.25833130221729,8.70231668279343,5.87360381110775,2.82871287168569,0.0211656252309242,0.375168562207252
PDSS2,2.93526826496982,9.28418493714067,6.45672656212495,2.82745837501572,0.0324408000220652,0.49344955169637
PARP14,5.67109504069856,8.22819862811066,5.40138091270549,2.82681771540517,0.0136826578233951,0.283909745942154
KLHL21,3.02105923498865,9.32078194067479,6.49633934972167,2.82444259095312,0.0334117560907415,0.503257000705046
DUT,6.67464452087486,7.50013355224282,4.67710584097011,2.82302771127271,0.00547166565962276,0.150361542032248
CCL20,0.985655274961257,6.03652327289328,3.21727924778127,2.81924402511201,0.00011033229923028,0.00681957451407112
CDC42SE2,6.00255159673055,7.96126991383149,5.14212246784204,2.81914744598945,0.0104104788899547,0.235144342184196
PSAT1,1.46326578376115,7.28985084270989,4.47638313236653,2.81346771034336,0.00402939777828872,0.121385087988867
TRIP13,3.48665668195647,9.40051758324156,6.59417460710891,2.80634297613265,0.0363990284255647,0.529145588108002
GSN,7.9571625421233,6.9052402436881,4.09969489229995,2.80554535138815,0.00195768803633653,0.0699680367707813
ELF5,3.53716218245457,9.39791673095707,6.59343107763326,2.8044856533238,0.0364777097093899,0.52970312678605
PYCARD,5.58966761810553,8.26750687258978,5.46600811841619,2.80149875417359,0.0153610400856739,0.305732006402115
C10orf54,1.95962552867099,8.24758943848868,5.44732832804286,2.80026111044581,0.015113409494881,0.302833069428703
GAB2,2.04111185800119,8.35830822891598,5.57263745286029,2.78567077605569,0.0175441761212375,0.333237861553714
SERPINA1,1.85884423881387,8.06486608382214,5.27957643943969,2.78528964438245,0.0130739542033824,0.274312861796047
RWDD2B,3.64373138723712,9.36952016856872,6.58551725888943,2.78400290967929,0.0373621884766684,0.536028033366249
FAM174B,5.5595915892651,8.2726604272728,5.48995042107064,2.78271000620216,0.0163069893414812,0.318726415931078
CD14,2.25577876248472,8.6513979012612,5.87038908783335,2.78100881342784,0.0229069801268775,0.395699241263374
NEK6,4.23141093376709,9.18269508253509,6.40263876034157,2.78005632219351,0.0335907778208675,0.505092239597235
VTCN1,2.29280183300763,8.69623627481084,5.91618220416239,2.78005407064845,0.0237976107850542,0.405145455419695
EFHD1,6.39818133090643,7.63094591755431,4.85593100451918,2.77501491303513,0.0079955880197472,0.196112139767263
HGD,2.51915318210597,8.9333519925564,6.15899196419735,2.77436002835905,0.0287841719552798,0.458817605032309
CENPU,4.35761531130376,9.11235335853808,6.33802371467139,2.7743296438667,0.032496252084115,0.493744519469952
DHCR7,6.07146294725792,7.86405099445163,5.08977344517214,2.77427754927949,0.0107859417039079,0.24175418312283
CMAHP,1.79162877078879,7.92899615446795,5.15939755790061,2.76959859656734,0.0118181114892069,0.256058696078024
VSIG10,4.86445920047285,8.78746556908826,6.01815633868717,2.76930923040109,0.0261976322810343,0.430806300827828
SLC52A2,6.21902601217486,7.74805035075765,4.98110270442247,2.76694764633517,0.00959678717732794,0.219980804852729
PHF19,4.14281569997419,9.20934930862366,6.44312894125698,2.76622036736668,0.0351555098189051,0.517947328902309
TBL3,3.80834822469431,9.31908842157372,6.55601015677509,2.76307826479864,0.0378072833888092,0.540347947410571
CXCL17,1.9579787562732,8.2047264413442,5.44470328152079,2.7600231598234,0.0162991873505154,0.318726415931078
CBR3,5.35720172636797,8.40775014564864,5.64971757601201,2.75803256963663,0.0197968095537646,0.35889743972936
PTPRN2,3.17276332370445,9.30639140194,6.54937173965342,2.75701966228659,0.0379803580661289,0.542386648077225
SLC39A7,6.21404055816304,7.74053177493071,4.98471317409292,2.7558186008378,0.00988613081732453,0.225825017774172
LAGE3,5.74794552307294,8.09583685737502,5.34066965738636,2.75516719998866,0.0148229336434546,0.299429150524055
RANGAP1,5.62538404105557,8.19107762417654,5.43757868798934,2.7534989361872,0.0163912421049123,0.31989713139223
COQ2,3.78873524563091,9.31161185757168,6.56043393125925,2.75117792631243,0.0385410330517171,0.546966178949517
LOC645638,1.45339048637945,7.20410471603911,4.45342301713305,2.75068169890606,0.00460951885170006,0.133495756878178
BCAS1,2.01842354102389,8.28774882239996,5.53860038774279,2.74914843465717,0.0181973909703343,0.340206865340587
ERCC-00084,4.52543978177209,8.9907467936669,6.24164954922911,2.74909724443779,0.0316726516110616,0.486418000088357
LAMC2,1.43846753562247,7.16639488543702,4.41846590979108,2.74792897564593,0.00437337654856597,0.129079132206845
ITGA2,2.13106774713683,8.44859797672484,5.70290683907525,2.7456911376496,0.0211962289360998,0.375457678976672
FAM129A,5.09259178966387,8.5976847031442,5.853242993,2.7444417101442,0.0240424729368724,0.407465626824968
PIM1,2.31221349255402,8.68144111998404,5.93946439101535,2.74197672896869,0.0258169556381753,0.426221908303221
KNSTRN,3.19372053236819,9.29652051370983,6.55501420484634,2.7415063088635,0.0389405383390531,0.549961828832573
HSPA2,2.75308861169111,9.08908723508095,6.34865771347431,2.74042952160663,0.034401717944464,0.513160762092962
TNFRSF12A,6.12579127263854,7.78966559044829,5.04924477211518,2.74042081833311,0.0110687806140241,0.245786811453761
IFI30,4.03934687785472,9.22215137306354,6.48489364526729,2.73725772779625,0.0375856593273268,0.538644589546456
FAIM2,1.0214961029228,6.05853749867481,3.32152890000461,2.7370085986702,0.000256584140221767,0.0138687423446206
STRN3,5.40374471046668,8.34871567217265,5.61315431135483,2.73556136081782,0.0199640300322482,0.360932625545167
PTK7,4.39554156814904,9.05233800204931,6.31708726829085,2.73525073375846,0.0339743770314897,0.509320818137004
MAP4K4,4.48154170370138,9.00295684045703,6.26792356065157,2.73503327980546,0.03291953583415,0.498422643704487
CLN6,4.65056173159056,8.89336042268595,6.16340926815517,2.72995115453078,0.0309344052116747,0.479486795403833
ICAM1,1.36385486490542,6.96894520142112,4.23901500003055,2.72993020139057,0.00331492642461654,0.104494486406341
DLC1,0.922171789779437,5.75877925220009,3.02922052741284,2.72955872478725,7.27500469769056e-05,0.00480168588953853
ARHGAP27,4.20016210339086,9.14433084810179,6.41743745737346,2.72689339072833,0.0366215099579008,0.531429844527767
RPL39L,4.62804203280677,8.90318061745533,6.17788252870984,2.72529808874549,0.0314650426409326,0.484783111515928
REEP4,4.57383522600372,8.93476443070443,6.21176903231395,2.72299539839048,0.032302803617708,0.492205538418545
TACSTD2,7.72924790813825,6.89464003186416,4.17324145808358,2.72139857378058,0.00298835243455604,0.0970346478409798
LCLAT1,5.32350500022812,8.39472994799328,5.6760618211293,2.71866812686398,0.0217344748573913,0.382669517445585
C15orf52,1.98777015504456,8.20067622038841,5.49159951121923,2.70907670916917,0.0187794279836063,0.346187223650074
CMPK2,2.40259557106571,8.74723716799505,6.0416841992552,2.70555296873985,0.0295243319714968,0.465230746617505
PSMB8,5.45037602388467,8.28158392348172,5.57639975446536,2.70518416901637,0.0204240214883509,0.366474467539268
ADAM8,1.51270475585144,7.29116359956969,4.58924420817477,2.70191939139492,0.00653294018595523,0.171293438559617
MSRB1,4.70716160224946,8.82657340082789,6.12606506940256,2.70050833142534,0.0315592206325746,0.485949101287867
SULT2B1,3.87699767730324,9.23789376237586,6.53821242780711,2.69968133456875,0.0408699858531581,0.565357376712275
RAB11FIP1,7.20888815855286,7.07959492113278,4.38530205740772,2.69429286372506,0.00479791711471065,0.136880658523495
SOX11,1.27596819309538,6.71155908432,4.01785494453331,2.69370413978669,0.00235434037489848,0.0816990321112392
CIT,2.86943374934436,9.11469834413985,6.42160504023273,2.69309330390711,0.0385336491128179,0.546966178949517
NDUFAF6,5.76676052641527,8.01643831172564,5.3258155480648,2.69062276366084,0.0165954974321223,0.322446096186701
TSTD1,7.61912382712506,6.90293708802497,4.21275856784902,2.69017852017595,0.00355094825167363,0.110390366418005
HAUS5,4.55050940608885,8.91346879460586,6.2262423870987,2.68722640750716,0.0344203914426815,0.513160762092962
FSTL1,1.94346048114574,8.10686998368847,5.42140445556119,2.68546552812727,0.0183897386949281,0.341882551859212
CCDC88A,1.29632729449057,6.75335216263577,4.07001061091428,2.68334155172149,0.00272327049314076,0.0908991011236527
CHAC1,1.69384366431537,7.65297180807954,4.97254481441213,2.68042699366741,0.0115303043372651,0.252237422873303
CPE,3.89288043759306,9.21266899281669,6.53349251668745,2.67917647612924,0.0419309205887535,0.572430405459734
SDC1,7.96337405560579,6.77452258285196,4.09794133981979,2.67658124303216,0.00294839300409266,0.0958556136441957
ENPP1,3.51515236274895,9.26807659567619,6.59394559069061,2.67413100498558,0.0436670676883123,0.587047185826139
C3orf70,1.7728284420119,7.78975076280954,5.12456813847434,2.6651826243352,0.0141725936900028,0.290600940816126
CACUL1,6.2954306447805,7.59207444750217,4.92698272276644,2.66509172473574,0.0112942989722719,0.249109940976164
LDLR,6.91378124623264,7.20172024675986,4.53709189967033,2.66462834708953,0.00664599229797281,0.172684047156724
CDKN2D,2.83294812359481,9.0648708137819,6.40024415498967,2.66462665879224,0.0396200597838033,0.55562086368379
MED12L,2.78946670542783,9.03003619732896,6.37298298203107,2.65705321529789,0.0394069333894323,0.553572584602672
GPAA1,7.83664857526622,6.79445349877842,4.13856184255905,2.65589165621937,0.00341146272421908,0.106939993201087
CCND3,6.08680267677551,7.7336432108042,5.07829841845689,2.65534479234731,0.0137521510836834,0.284452958123842
NCAPG,3.00778847196496,9.14539828559597,6.4907311987759,2.65466708682007,0.0423380729458544,0.575364117027754
ST14,4.60658294253462,8.83881459717509,6.19134053802215,2.64747405915294,0.0357213829240881,0.523057418078523
ZNF460,3.810290809599,9.20181879237185,6.55556291676291,2.64625587560894,0.0444043763019208,0.588298368914835
PLIN2,4.50800367410145,8.89826544769408,6.25212258050476,2.64614286718932,0.0371931421825159,0.53552781778175
FOXD2,2.44421977556142,8.7313958944236,6.08541504565333,2.64598084877027,0.0334015731981988,0.503257000705046
RNF169,4.08426395441049,9.11289220759894,6.46765143577117,2.64524077182777,0.042337298998927,0.575364117027754
HSPB8,1.12684479714981,6.26255779328487,3.61944382542932,2.64311396785555,0.00104022896092934,0.0438615964280142
HJURP,2.50091859156317,8.78323859516177,6.14167416487162,2.64156443029014,0.0349024914407334,0.517119880234983
STARD10,6.03214232305314,7.76074749898821,5.11955634328237,2.64119115570584,0.0148200686128715,0.299429150524055
LYPD6B,3.74030131506902,9.2106746615974,6.57045619854167,2.64021846305573,0.0451341279783103,0.592221981949168
ERCC-00157,2.85869479565068,9.05271721637571,6.41544796923558,2.63726924714013,0.0415499704969459,0.570606103144124
ILVBL,5.09302267462146,8.48860356385218,5.85292340630023,2.63568015755195,0.0288225112804453,0.459150120573692
SFMBT1,4.37376623345974,8.96345593094077,6.32921698174159,2.63423894919918,0.0396666029108487,0.55562086368379
ALDH4A1,2.6863520437449,8.93432223503231,6.30049535613133,2.63382687890098,0.0390100848286436,0.550352265501417
CDC42SE1,7.77317041525253,6.79181380806363,4.15914724710463,2.632666560959,0.00381027690817039,0.116116199652817
SH3BGRL,6.92766414543559,7.15351112335878,4.52926070920504,2.62425041415374,0.00729200603118319,0.183656477884133
AKAP2,1.33091582415961,6.78152246212386,4.15735025293962,2.62417220918424,0.00389573863428111,0.118308853391827
RARRES3,4.86380276809237,8.64107357527331,6.01862174486858,2.62245183040473,0.0331154487182042,0.499660954841186
MAP3K8,4.93384551345787,8.5912467222434,5.96889892112874,2.62234780111466,0.0320067452607796,0.488828599567105
ENAH,7.50472515952989,6.87909316396829,4.25784340132799,2.6212497626403,0.00472573093072172,0.135751790272218
ENG,3.14704255967079,9.16252108019807,6.54186493049446,2.62065614970361,0.0456306321315823,0.596353768887829
KIF5C,1.70202307162818,7.60934683026958,4.98871531941988,2.6206315108497,0.0133960436929904,0.279508079246359
LTF,0.416178051849028,4.02939236463924,1.40903409479497,2.62035826984427,2.25656798015987e-15,1.02203076328999e-12
GABARAPL1,2.32810836143532,8.57750106295689,5.95817920495922,2.61932185799767,0.0319213252303495,0.488375825553902
LOC100507403,1.81005823561252,7.81159464094074,5.19300746405336,2.61858717688738,0.0167618453022917,0.324890394623629
UMPS,5.24727822551976,8.34914551972711,5.73552469342116,2.61362082630595,0.0273638688153046,0.443254274062496
HBEGF,1.47752239984272,7.1222638586791,4.5092851209528,2.6129787377263,0.00728630106320248,0.183656477884133
TMEM132A,5.00992630813221,8.52425348377986,5.91420086486586,2.610052618914,0.0314108688111596,0.484516801409484
SAMHD1,3.84735889954646,9.15164285161409,6.54625346331826,2.60538938829583,0.0466913059231484,0.603589359473193
KLF10,5.79038259726663,7.91218364587216,5.30720369493736,2.6049799509348,0.0192633899464457,0.351898463493172
IGFBP5,1.06533007893978,6.05200021779282,3.4470650745664,2.60493514322642,0.000721881923845223,0.0326387543158179
PLXDC2,1.41025155786933,6.9545402082946,4.35151469707327,2.60302551122132,0.00583853729296263,0.157628505805586
KDELC2,4.16193102836096,9.03713330340362,6.43469464679214,2.60243865661148,0.0440996903127681,0.588298368914835
SNHG3,4.30918040841447,8.96309028398265,6.36372607011689,2.59936421386576,0.0425392243634196,0.576629846772413
EDEM1,4.29469091386707,8.9705137709989,6.37117105780997,2.59934271318893,0.0427231009798731,0.577695300119987
CCNE1,2.44213096260667,8.68204084800109,6.08326943635531,2.59877141164578,0.035857201596742,0.523878102750176
AMFR,5.56906838872911,8.07955894437436,5.48244007049298,2.59711887388137,0.0229113611466592,0.395699241263374
SGSM3,4.34597770422029,8.94070583202836,6.34425186973138,2.59645396229698,0.0422364806934379,0.574577996548897
HOXB6,3.74419998208887,9.16454539086791,6.56970542495472,2.59483996591319,0.0479504505838974,0.609685569403873
COL6A2,1.12785040143714,6.21026766405916,3.62222387785955,2.58804378619961,0.001297472695274,0.0515632529987183
CDKN2C,2.91723825064952,9.03521569897211,6.44752525199357,2.58769044697854,0.0453289416409524,0.593888263324778
ITPRIP,1.8280969343454,7.81223896075653,5.22542848930321,2.58681047145332,0.0184472584095897,0.342467159831457
KDM5B,6.29097157347299,7.5159105483989,4.93011914474053,2.58579140365837,0.0135157353932533,0.281335065804572
PLK3,3.15182572578007,9.12855502671261,6.54332442982164,2.58523059689098,0.0478983989232285,0.609685569403873
TNFRSF21,4.99180107122971,8.5119360985346,5.92736463107927,2.58457146745533,0.0330167207716236,0.499399084512821
CENPM,3.13369526313662,9.12073008602544,6.53769863980573,2.58303144621971,0.0478968844831829,0.609685569403873
LRR1,4.26646783643711,8.96805980126055,6.38553239920929,2.58252740205126,0.0441014231811337,0.588298368914835
IL1B,0.491001434059721,4.23750048494357,1.65874489389378,2.57875559104979,2.80385781025552e-11,7.15092629297108e-09
LMNA,9.14463273566792,6.54477228399743,3.96616100090118,2.57861128309625,0.00306429887723444,0.0989084861431624
ARSJ,1.48131011448838,7.09652933979076,4.51797808948296,2.5785512503078,0.00806400027717831,0.196688229601854
PDE4B,1.67113146488146,7.50360658436018,4.92712140473444,2.57648517962574,0.013746501078457,0.284452958123842
PNP,4.79925008570534,8.63711871633769,6.06324280247265,2.57387591386505,0.0367618602866297,0.532357942596183
ITGA5,1.91220617045121,7.9427403573324,5.37023504980513,2.57250530752727,0.0217214573004421,0.382669517445585
RNF2,4.22485900423718,8.9769988291549,6.40576891835671,2.57122991079819,0.0453102329756232,0.593888263324778
CRAT,5.36926228581133,8.21017469796951,5.64023609662968,2.56993860133983,0.0273761281360208,0.443254274062496
ABCC11,1.13282050183407,6.20369119928094,3.63594577950939,2.56774541977156,0.00145474377711248,0.0567825620816757
ACSS1,3.95922379075843,9.07635675151231,6.5126362302378,2.56372052127451,0.048506902599495,0.614381786107105
UBA6,5.06729163493193,8.43230283402108,5.87198144713401,2.56032138688707,0.0330220491757878,0.499399084512821
TGFBI,1.61627545193328,7.37396694756184,4.8142731483184,2.55969379924344,0.0124995910517829,0.265656761601363
PIP4K2A,4.90947130729353,8.54309737323028,5.9861819999601,2.55691537327019,0.0358783161293351,0.523895212007507
FKBP10,4.15349358246796,8.99533218355545,6.43844864416544,2.55688353939001,0.0470504101506905,0.606163425330304
TCTN2,3.38263296910645,9.14394613452871,6.58905666206298,2.55488947246573,0.0510655022918066,0.634080601168891
TMED7-TICAM2,5.41095433579577,8.16227128687055,5.60746975950059,2.55480152736996,0.0273859563288831,0.443254274062496
FAM46B,2.39868969746852,8.5922015720995,6.03747461248547,2.55472695961403,0.0372253909653765,0.53552781778175
RIPK4,3.39477163707422,9.14160019478347,6.59001841085626,2.55158178392721,0.0513129236859007,0.636120430535595
CSRNP1,4.15750571236623,8.98624360878919,6.43666606927758,2.54957753951161,0.047476485418905,0.608370631936202
WDR54,4.25766219054076,8.93747974935284,6.38997432172528,2.54750542762756,0.0464140370552688,0.602098933039435
PLBD2,3.91883545881191,9.07146671108232,6.52556749527161,2.54589921581071,0.0500153445366994,0.62683830421496
FAM84B,6.12293790384096,7.5942571856859,5.05134864281958,2.54290854286632,0.0169100339960228,0.325808434597654
STX3,5.25399061119866,8.26580830357737,5.73029052845721,2.53551777512016,0.0310677621382991,0.48091870572244
DOCK10,1.39489146327688,6.84948702301688,4.31460122576752,2.53488579724936,0.00662917110270464,0.172417520492028
ACKR2,2.54651153122857,8.7190682196988,6.18426896746696,2.53479925223184,0.0420024879712594,0.572673105068562
WDR18,4.77255295907209,8.61297802743669,6.08176716592216,2.53121086151452,0.0396689011736409,0.55562086368379
E2F1,3.15000105968242,9.07338441404304,6.54276974442507,2.53061466961798,0.0514945087188419,0.637009264194752
AHNAK2,1.06625384393434,5.96799183804114,3.44968670781106,2.51830513023008,0.00104383117380639,0.043872641767552
LMNB2,4.97705609759427,8.45409895966722,5.93806465655505,2.51603430311217,0.0370312416112607,0.534224924824787
DAPK3,5.03612761682521,8.40847559446612,5.89499655855348,2.51347903591264,0.0361321213510622,0.526430779684444
ESAM,1.43607335300714,6.92603076830136,4.41282833121346,2.5132024370879,0.00817722673783118,0.198112699267702
TFPI2,1.39146972995134,6.81647865036883,4.30633340572695,2.51014524464188,0.0069994987284705,0.178341253247519
SLC40A1,3.44301329332624,9.10220041448558,6.59289604306093,2.50930437142465,0.0543009455667741,0.657948126888186
HR,2.69319234756168,8.81481183506053,6.30563967453342,2.50917216052711,0.0467209267964346,0.603589359473193
NCAPD2,3.81209223844829,9.06283200903252,6.55514672359759,2.50768528543493,0.0534040090282568,0.651189727945347
MED23,3.02244695312539,9.00027392540738,6.49691717875039,2.50335674665698,0.0521502241509556,0.64195606289665
NRM,3.51698887798498,9.09502388143513,6.59391321641761,2.50111066501752,0.0549077353368925,0.662211623763355
HNRNPH1,8.91469984822819,6.46051085881943,3.96125001470106,2.49926084411837,0.00390967981880645,0.11859512605107
SLC4A10,0.860076472295639,5.33516257661101,2.84129026153622,2.49387231507479,0.000107720348515208,0.00670546406432698
USB1,3.911654952293,9.02013690071045,6.52778594797321,2.49235095273725,0.0537464970923832,0.653944757813717
PRUNE,4.25536349924699,8.88318114188205,6.39110313767484,2.49207800420721,0.0501080233567909,0.627419045267752
SFXN3,2.72479026486985,8.82045098251468,6.32877977872128,2.49167120379339,0.0484850210170797,0.614381786107105
ITM2B,7.99461710149904,6.57979815590541,4.08890141609136,2.49089673981405,0.00511268990551729,0.143335380072608
DIAPH3,2.9952721215248,8.97374600714906,6.48530433258237,2.48844167456669,0.0528780199732649,0.648082012087374
RAC2,2.00208382266273,8.00169983489832,5.51368637766182,2.4880134572365,0.0285669133315286,0.457018420405557
MICAL2,3.3356792313743,9.07087580918532,6.58338467293035,2.48749113625496,0.055595899770117,0.666304048852804
CTSZ,4.33514247486019,8.83289451957953,6.35002465207068,2.48286986750885,0.0496427040957273,0.623954159756297
G0S2,0.906878237308557,5.46488031876773,2.98329141064996,2.48158890811777,0.00022684601346138,0.0124405384710167
FGFR4,1.39873430738052,6.80447044744318,4.32386715957937,2.48060328786381,0.00779185330218486,0.192906602391683
ALG3,6.39383788394506,7.3388426119717,4.85888775763972,2.47995485433198,0.0157123998539735,0.310094414072313
BBIP1,3.55157924118357,9.07060543474308,6.59281898827315,2.47778644646993,0.0565542884841369,0.672339378636029
HEXB,6.43221733230179,7.30897980052313,4.83282855028075,2.47615125024238,0.0153888211402827,0.305732006402115
GLRX,2.3639845207256,8.47527826999979,5.99924952933644,2.47602874066335,0.0409384571416564,0.56541132000745
