HGNC.approved.symbol,mean,total,tech,bio,p.value,FDR
MAPKAPK3,1.92414897208044,10.777324156813,9.21931264659282,1.55801151022018,0.24606698862435,0.999932012950346
FAM175B,1.25260964670509,7.85158187514512,6.29714180159901,1.55444007354611,0.157839735506903,0.999932012950346
CTR9,4.37301730171938,17.39792569278,15.8494176890755,1.54850800370452,0.345635578890463,0.999932012950346
DDB2,1.3363728213427,8.21464619022286,6.67910777962204,1.53553841060082,0.175025163288745,0.999932012950346
KDM1A,2.01647429600926,11.1119852388151,9.59313727206512,1.51884796674999,0.259931451438764,0.999932012950346
KDM4D,0.471681831857731,4.0027223478516,2.50172132374545,1.50100102410615,0.00736816636009796,0.268989292737164
WHSC1L1,3.5396860481233,15.8642700647695,14.3677727160311,1.49649734873841,0.336012797213003,0.999932012950346
HDAC11,2.03511798957905,11.163498335647,9.66765898548555,1.49583935016147,0.264700037663921,0.999932012950346
CXXC1,2.4765916434183,12.776419890082,11.3003851393449,1.47603475073711,0.297733950258039,0.999932012950346
NBN,1.76880585617815,10.0417270241674,8.57301638074119,1.46871064342626,0.24310071071819,0.999932012950346
CLNS1A,5.17832353470299,18.0312963188986,16.573709306248,1.45758701265065,0.360367409738693,0.999932012950346
SETD2,2.97595189920688,14.3522576216877,12.899443685389,1.45281393629868,0.323549418532046,0.999932012950346
SMYD1,0.333715722191113,3.22961931388855,1.7865427490308,1.44307656485775,0.000513016347249922,0.0625485315685482
EXOSC2,0.999631692273825,6.5567484338832,5.11414249597037,1.44260593791283,0.125775584865338,0.963634154322509
CDH1,3.50617025494971,15.7293203549171,14.2910937719816,1.43822658293553,0.341245038272971,0.999932012950346
ALKBH1,1.38376551400441,8.32759599140359,6.89307897205534,1.43451701934825,0.198800663111633,0.999932012950346
PRKAA2,0.806291839713699,5.60467692730874,4.18013405774902,1.42454286955972,0.0829927178282038,0.815015227742893
USP3,3.1811362530579,14.8869070217361,13.4751191756422,1.41178784609388,0.335103795637441,0.999932012950346
SPOP,3.46889841636395,15.6025539148932,14.2039348881462,1.39861902674696,0.344488698565644,0.999932012950346
TRIM24,3.80426740632475,16.3023186924341,14.927144786675,1.37517390575909,0.354028281387073,0.999932012950346
PAF1,4.03827421341259,16.720298209973,15.3503141919836,1.36998401798938,0.358388329464183,0.999932012950346
ZMYM3,2.65529292236303,13.2737947844583,11.9044351182173,1.36935966624099,0.320047868502591,0.999932012950346
TLE1,1.98843780669024,10.8472321051627,9.48060468914214,1.36662741602057,0.278960570260692,0.999932012950346
YEATS4,1.00880612072236,6.52307148679931,5.15782035653407,1.36525113026525,0.140981763235157,0.990308496762977
PCGF1,1.62854137071632,9.32786028172208,7.97330625587753,1.35455402584455,0.244926207402306,0.999932012950346
PHF14,3.95272068944964,16.54901709822,15.20366523058,1.34535186764001,0.359541830275976,0.999932012950346
KAT5,1.78810532963368,9.98527994373322,8.65435097702255,1.33092896671067,0.265950787045473,0.999932012950346
TFDP1,2.60685081351715,13.0593900964228,11.7440648750115,1.31532522141127,0.324465466688833,0.999932012950346
STK4,5.05666627461351,17.797947233334,16.5118933365621,1.28605389677191,0.375777830383079,0.999932012950346
A1CF,0.319424327155353,2.95892512258085,1.71168004734129,1.24724507523956,0.00152900545060089,0.115403506628686
PRDM1,0.319424327155353,2.95892512258085,1.71168004734129,1.24724507523956,0.00152900545060089,0.115403506628686
ZHX1,2.14520205908284,11.3384999467643,10.0970465282428,1.24145341852157,0.308618885616907,0.999932012950346
PARP2,2.7244683226239,13.3646975331935,12.129146906128,1.23555062706554,0.339415007289941,0.999932012950346
MINA,2.57718829932126,12.870952197216,11.6446092391992,1.22634295801682,0.334298128700473,0.999932012950346
EYA2,0.907618485070704,5.85796807572595,4.67288267049777,1.18508540522818,0.151304190044285,0.999932012950346
CBX3,6.15643346038141,17.727921401478,16.5535038388751,1.17441756260288,0.386527767131385,0.999932012950346
KAT6B,2.65248988579687,13.0627343848988,11.8952250626819,1.16750932221692,0.344964200924224,0.999932012950346
SFMBT1,1.98079549753155,10.6041245980881,9.44970339052606,1.15442120756204,0.309746621618474,0.999932012950346
NCOA6,4.0850062465467,16.5685380221145,15.4267188973452,1.14181912476935,0.381762607350039,0.999932012950346
AURKB,2.85232462701208,13.6670926696812,12.5304549288133,1.13663774086787,0.356170832454846,0.999932012950346
CDK5,1.55807632133479,8.77160596187921,7.66664683930993,1.10495912256928,0.278993814900837,0.999932012950346
CBX1,2.86019864765354,13.6589996514275,12.5545357806045,1.10446387082301,0.360325483528731,0.999932012950346
NCL,4.6960286866146,17.3071286405975,16.2238881793605,1.083240461237,0.393043313083011,0.999932012950346
TTK,0.760060634316091,5.03610942728897,3.95293055542684,1.08317887186214,0.132678653792208,0.98177248487698
AURKA,1.09221068222887,6.62537560995694,5.55219383849839,1.07318177145855,0.216029519070165,0.999932012950346
